question,choices,answer
"Proposed the use of clad glass fiber as a dielectric waveguide","[""Karpon and Keck"",""Karpon and Bockham"",""Bockham and Kao"",""Kao and Keck""]",2
"Developed the first laser","[""Charles Townes"",""Theodore Maiman"",""Gordon McKenzie"",""Albert Einstein""]",1
"The band of light wavelengths that are too long to be seen by the human eye","[""Amber"",""Visible"",""Infrared"",""Ultraviolet""]",2
"The band of light wavelengths that are too short to be seen by the human eye","[""Amber"",""Visible"",""Infrared"",""Ultraviolet""]",2
"Which color has the shortest wavelength of light?","[""Red"",""Yellow"",""Blue"",""Green""]",2
"What generates a light beam of a specific visible frequency?","[""Laser"",""Maser"",""Infrared"",""Flashlight""]",0
"Which of the following materials is sensitive to light?","[""Photoresist"",""Photosensitive"",""Light Sensitive"",""Maser""]",0
"The core of an optical fiber has a","[""Lower refracted index than air"",""Lower refractive index than the cladding"",""Higher refractive index than the cladding"",""Similar refractive index with the cladding""]",2
"Is the different angle of entry of light into an optical fiber when the diameter of the core is many times the wavelength of the light transmitted.","[""Acceptance angle"",""Modes"",""Sensors"",""Aperture""]",1
"The loss in signal power as light travels down a fiber is called","[""Dispersion"",""Scattering"",""Absorption"",""Attenuation""]",3
"The bandwidth of optical fiber","[""900M Hz"",""900 PHz"",""900 THz"",""900 EHz""]",2
"If a mirror is used to reflect light, the reflected light angle is ____ as the incident angle","[""Smaller"",""Larger"",""The same"",""Independent""]",2
"What is a specific path the light takes in an optical fiber corresponding to a certain angle and number of reflection","[""Mode"",""Grade"",""Numerical Aperture"",""Dispersion""]",0
"Is the width of the range of wavelengths emitted by the light source","[""Bandwidth"",""Chromatic Dispersion"",""Spectral width"",""Beamwidth""]",2
"Which theory states that the light wave behaves as if it consists of many tiny particles?","[""Huygen\u2019s theory"",""Wave theory of light"",""Nyquist theory"",""Quantum theory""]",3
"Fiber optic cables operate at frequencies near","[""20 MHz"",""200 MHz"",""2G Hz"",""800 THz""]",3
"When a beam of light enters one medium from another, which quantity will not change?","[""Direction"",""Speed"",""Frequency"",""Wavelength""]",2
"Dispersion is used to describe the","[""Splitting of white light into its component colors"",""Propagation of light in straight lines"",""Bending of a beam of light when it goes from one medium to another"",""Bending of a beam light when it strikes a mirror""]",0
"Luminance efficiency is minimum for a","[""Fluorescent tube"",""High wattage light bulb"",""Mercury vapor lamp"",""Low wattage light bulb""]",3
"An object farther from a converging lens than its focal point always has a/an _____ image.","[""Inverted"",""The same in size"",""Virtual"",""Smaller size""]",0
"An object nearer to a converging lens than its focal point always has a/an ______ image.","[""Inverted"",""The same in size"",""Virtual"",""Smaller size""]",2
"The real image formed by a spherical mirror is ____ relative to its object","[""Erect"",""Inverted"",""Smaller"",""Larger""]",3
"The wavelength of light has no role in","[""Diffraction"",""Interference"",""Polarization"",""Reflection""]",2
"Longitudinal waves do not exhibit","[""Polarization"",""Refraction"",""Reflection"",""Diffraction""]",0
"________ dispersion is caused by the difference in the propagation times of light rays that take different paths down a fiber.","[""Material dispersion"",""Wavelength dispersion"",""Modal dispersion"",""Delay dispersion""]",2
"What is the average insertion loss of fusion splice in fiber optics?","[""0.09 dB"",""0.9 dB"",""0.19 dB"",""0.009 dB""]",0
"What is the insertion loss of connector-type splices for a single mode fiber optics?","[""0.51 dB"",""0.31 dB"",""0.49 dB"",""0.38 dB""]",3
"What is the lifetime of LEDs?","[""200,000 minutes"",""200,000 hours"",""150,000 minutes"",""150,000 hours""]",1
"What is the lifetime of ILDs?","[""50,000 hours"",""75,000 hours"",""100,000 hours"",""125,000 hours""]",0
"Photodiodes used as fiber optic directors are","[""Unbiased to generate a voltage same as a solar cell"",""Forward bias"",""Reversed bias"",""Thermoelectrically cooled""]",2
"What type of fiber has the highest modal dispersion?","[""Step-index multimode"",""Graded index multimode"",""Step-index single mode"",""Graded index mode""]",0
"Laser light is ______ emission.","[""Coherent"",""Stimulated"",""Spontaneous"",""Coherent and stimulated""]",3
"A dielectric waveguide for the propagation of electromagnetic energy at light frequencies","[""Stripline"",""Microstrip"",""Laser beam"",""Fiber optics""]",3
"Is a non-coherent light source foe optical communications system.","[""ILD"",""LED"",""APD"",""PIN Diode""]",1
"Which type of laser is the simplest to modulate directly by changing its excitation?","[""Semiconductor"",""Ruby"",""Helium-neon"",""Neodymium-YAG""]",0
"Which laser emits light in the visible range 400 to 700 nm?","[""Argon-ion"",""Nitrogen"",""Carbon-dioxide"",""Neodymium-YAG""]",0
"Which is the proper measurement of average power emitted by a pulsed laser?","[""Energy x time"",""Pulse energy x repetition rate"",""Pulse energy \/ repetition rate"",""Peak power x pulse length""]",1
"What is the photon energy for an infrared wave with frequency of 10^12 Hz?","[""10.6 x 10^34 joules"",""6.63 x 10^-34 joules"",""6.63 x 10^-22 joules"",""10.6 x 10^22 joules""]",2
"A positive lens with a focal length of 10 cm forms a real image of an object 20 cm away from the lens. How far is the real image from the lens?","[""5 cm"",""10 cm"",""15 cm"",""20 cm""]",3
"Which of the following factor does not harm laser efficiency?","[""Atmospheric absorption"",""Excitation energy not absorbed"",""Problems in depopulating the lower laser level"",""Inefficiency in populating the upper laser level""]",0
"Which of the following contributes to the broadening of laser emission bandwidth?","[""Doppler shift of moving atoms and molecules"",""Amplification within the laser medium"",""Coherence of the laser light"",""Optical pumping of the laser transition""]",0
"The first laser emitted","[""Pulses of 694 nm red light"",""A continuous red beam"",""Pulses of white light from a helical flash lamp"",""Spontaneous emission""]",0
"What is the stage of the sand becoming a silicon?","[""Liquid"",""Gas"",""Molten"",""Hot""]",2
"Which of the following is used as an optical transmitter on the Fiber Optical Communications?","[""APD"",""LSA diode"",""PIN diode"",""LED""]",3
"Which of the following is used as an optical receiver in fiber optics communications","[""APD"",""Tunnel diode"",""Laser diode"",""LED""]",0
"The numerical aperture of a fiber if the angle of acceptance is 15 degrees, is","[""017"",""0.26"",""0.50"",""0.75""]",1
"The inner portion of the fiber cable is called","[""Cladding"",""Coating"",""Inner conductor"",""Core""]",3
"Which type of laser is the simplest to modulate directly by changing its excitation?","[""Semiconductor"",""Ruby"",""Helium-neon"",""Neodymium-YAG""]",0
"The laser frequency when the light has the wavelength 800 nm is","[""375 x 10^12 Hz"",""475 x 10^15 Hz"",""375 x 10^9 Hz"",""375 x 10^18 Hz""]",0
"Total internal reflection takes place if the light ray strikes the interface at an angle with what relationship to the critical angle?","[""Less than"",""Greater than"",""Equal to"",""Zero""]",1
"The operation of the fiber-optic cable is based on the principle of","[""Refraction"",""Reflection"",""Dispersion"",""Absorption""]",1
"Which of the following is not a common type of fiber-optic cable?","[""Single-mode step-index"",""Multimode graded-index"",""Single-mode graded-index"",""Multimode step-index""]",2
"Cable attenuation is usually expressed in terms of","[""Loss per foot"",""dB\/km"",""intensity per mile"",""voltage drop per inch""]",1
"Which of the cable length has the highest attenuation?","[""1 km"",""2 km"",""95 ft"",""5500 ft""]",1
