question,choices,answer
"Which of the following is the first commercial satellite?","[""Early Bird"",""Telstar"",""Explorer"",""Courier""]",1
"What is the first passive satellite transponder?","[""Sun"",""Early Bird"",""Score"",""Moon""]",1
"The first satellite to receive and transmit simultaneously","[""Intelsat I"",""Agila I"",""Syncorn I"",""Telstar I""]",3
"A helical antenna is used for satellite tracking because of","[""circular polarization"",""maneuverability"",""beamwidth"",""gain""]",0
"Repeaters inside communications satellites are known as","[""Trancievers"",""Transponders"",""Transducers"",""TWT""]",1
"Considered as the unsolved problem in satellite system","[""Coverage"",""Cost"",""Access"",""Privacy""]",3
"___________ is a satellite that rotates around the earth in a low-altitude elliptical or circular pattern.","[""Geosynchronous satellite"",""Nonsynchronous satellite"",""Prograde satellite"",""Retrograde satellite""]",1
"Is the geographical representation of a satellite antenna radiation pattern","[""Footprint"",""Spot"",""Earth"",""Region""]",0
"The smallest beam of a satellite antenna radiation pattern","[""Zone beam"",""Hemispheric beam"",""Spot beam"",""Global beam""]",2
"A satellite beam that covers almost 42.4% of the earths surface.","[""Zone beam"",""Hemispheric beam"",""Spot beam"",""Global beam""]",3
"What is the frequency range of C-band?","[""8.5 to 12.5 GHz"",""3.4 to 6.425 GHz"",""12.95 to 14.95 GHz"",""27.5 to 31 GHz""]",1
"A satellite signal transmitted from a satellite transponder to earth’s station.","[""Uplink"",""Downlink"",""Terrestrial"",""Earthbound""]",1
"Collects very weak signals from a broadcast satellite","[""Helical antenna"",""Satellite dish"",""LNA"",""TWT""]",1
"What is a device that detects both vertically and horizontally polarized signals simultaneously?","[""Orthomode transducer"",""Crystal detector"",""Optoisolator"",""Isomode detector""]",0
"_________ detects the satellite signal relayed from the feed and converts it to an electric current, amplifies and lower its frequency.","[""Horn antenna"",""LNA"",""Satellite receiver"",""Satellite dish""]",1
"Is a loss of power of a satellite downlink signal due to earth’s atmosphere.","[""Atmospheric loss"",""Path loss"",""Radiation loss"",""RFI""]",1
"What height must a satellite be placed above the surface of the earth in order for its rotation to be equal to earth’s rotation?","[""26,426.4 miles"",""27,426.4 miles"",""23,426.4 miles"",""22,426.4 miles""]",3
"Point on the satellite obits closest to the earth.","[""Apogee"",""Perigee"",""Prograde"",""Zenith""]",1
"The earth area covered by a satellite radio beam.","[""Beamwidth"",""Bandwidth"",""Footprint"",""Zone""]",2
"What is the local oscillator (mixer) frequency of the satellite with an uplink frequency in GHz band?","[""3500 MHz"",""4500 MHz"",""2225 MHz"",""2555 MHz""]",2
"What kind of battery panels are used in some advance satellites","[""Germanium based panels"",""Silicon based panel"",""Galium Phosphate solar panel array"",""Galium Arsenide solar panel array""]",3
"Satellite engine uses","[""jet propulsion"",""ion propulsion system"",""liquid fuel"",""solar jet""]",1
"A satellite batter has more power but lighter.","[""Lithium"",""Leclanche"",""Hydrogen"",""Magnesium""]",0
"What kind of battery used by older satellites?","[""Lithium"",""Leclanche"",""Hydrogen"",""Magnesium""]",2
"VSAT was made available in","[""1979"",""1981"",""1983"",""1977""]",0
"What band does VSAT first operate?","[""L-band"",""X-band"",""C-band"",""Ku-band""]",2
"The first Philippine Mabuhay satellite has how many channels?","[""30"",""24"",""48"",""50""]",0
"The first Philippine Agila I will have how many transponders.","[""36"",""48"",""24"",""12""]",0
