question,A,B,C,D,E,answer,explanation
<p>Which statement below best describes the function of a decoder?</p>,A decoder will convert a decimal number into the proper binary equivalent.,A decoder will convert a binary number into a specific output representing a particular character or digit.,Decoders are used to prevent improper operation of digital systems.,Decoders are special ICs that are used to make it possible for one brand of computer to talk to another.,,B,
<p>One can safely state that the output lines for a demultiplexer are under the direct control of the:</p>,input data select lines.,the internal AND gates.,the internal OR gate.,Input data line.,,A,
"<p><p>Refer to the figure given below. The logic function generator being implemented with the multiplexer in this circuit produces a constant LOW on the output. The <i>ABC</i> inputs are checked and appear to be pulsing; also, the 0–7 and EN inputs are checked with the scope and all appear to be at 0 V. A check with the DMM confirms that power is on. What is the problem, and what should be done to correct it?</p>
<p><img src=""/_files/images/digital-electronics/digital-systems/mcq9_1020_1.gif""/></p></p>",The output is shorted to <i>V</i><sub>cc</sub>; replace the IC.,"The scope's vertical input is in the AC mode and the common connection for the 0,2,3 and 5 inputs is bad. Set the scope's vertical input mode to DC, and repair the bad solder connection.",Power has not been applied to the circuit; apply power.,The output is shorted to ground; replace the IC.,,B,
"<p><p>Refer to the keyboard encoder in figure (a). Sometimes when the 5 key is pressed, the system attached to the keypad does not respond. The 5 input on the 74147 is monitored with a digital storage scope while repeatedly pressing the 5 key, and the waveform in figure (b) is obtained; the P above the trace indicates the points at which the technician pressed the key. What is most likely wrong with the circuit? </p>
<p><img src=""/_files/images/digital-electronics/digital-systems/mcq9_1019_1.gif""/></p></p>",The switches on the 5 key are intermittent; the contacts need to be cleaned or the switch replaced.,The pull-up resistor connected to the 5 key is bad and should be replaced.,The common ground connection at the bottom of the 0 key has a bad solder connection; repair the connection.,"The 74147 is intermittent, possibly due to high temperature, and should be replaced.",,A,
"<p><p>The BCD/DEC decoder shown in figure (a) is examined with a logic analyzer and the results are shown in the waveforms in figure (b). What, if anything, is wrong with the circuit? </p>
<p><img src=""/_files/images/digital-electronics/digital-systems/mcq9_1021_1.gif""/></p></p>","The ""2"" output is shorted to <i>V</i><sub>cc</sub>.",The <i>A</i>1 input is internally open.,The <i>A</i>1 input node is internally stuck LOW.,Nothing is wrong with the circuit.,,C,
<p>A 16-input multiplexer is to be used to perform parallel-to-serial data conversion. Which of the following counters would be required to provide the data select inputs?</p>,MOD 8,MOD 16,MOD 4,MOD 2,,B,
"<p>A breadboard-circuit design using a BCD-to-decimal decoder has a problem wherein the operation of the system is erratic. The technician uses his scope to examine the waveforms throughout the system and doesn't really see any problems. While he's scratching his head, what helpful advice can you offer him as to what might be wrong and what to do to correct the problem?</p>",The decoder is thermally intermittent; replace it.,There is probably a bad connection on the wire wrap protoboard; recheck the wiring.,Glitches are probably the culprit; strobe the decoder.,"The decoder is thermally intermittent and must be replaced; or there is probably a bad connection on the wire wrap protoboard, and the wiring must be rechecked.",,C,
<p>Output 5 of a 74138 octal decoder is selected when it is enabled by a data input of:</p>,"<img src=""/_files/images/digital-electronics/digital-systems/mca9_0240a.gif""/>","<img src=""/_files/images/digital-electronics/digital-systems/mca9_0240b.gif""/>","<img src=""/_files/images/digital-electronics/digital-systems/mca9_0240c.gif""/>","<img src=""/_files/images/digital-electronics/digital-systems/mca9_0240d.gif""/>",,B,
<p>How is the number one (1) indicated on the outputs of a 7447 BCD-to-seven-segment code converter?</p>,Segment a is active.,Segment b is active.,Segments a and b are active.,Segments b and c are active.,,D,
"<p><p>For the input values (<i>A</i>0–<i>A</i>3, <i>B</i>0–<i>B</i>3, Data Select = 1) given for the circuit  given below, what will be indicated on the displays? </p>
<p><img src=""/_files/images/digital-electronics/digital-systems/mcq9_1022_1.gif""/></p></p>","<i>A</i> = 0, <i>B</i> = 5","<i>A</i> = 5, <i>B</i> = 0","<i>A</i> = 6, <i>B</i> = 0","<i>A</i> = 0, <i>B</i> = 6",,D,
