question,A,B,C,D,E,answer,explanation
<p>The first geostationary satellite launched in 1965 was called</p>,ANIK,EARLY BIRD (Intelsat-I),WESTAR,MOLNIYA,,B,
<p>Rotation of a geosynchronous satellite means its</p>,drift from stationary position,wobbling,three-axis stabilization,three-dimensional stabilization,,B,
<p>The present total cost per watt of power generation in geosynchronous orbit is nearly Rs.</p>,20,50,100,5,,A,
<p>Noise temperature of Sun is more than __________ °K.</p>,1000,5000,100000,500,,C,
"<p>A 20 m antenna gives a certain uplink gain at frequencies of 4/6 GHz. For getting same gain in the 20/30 GHz band, antenna size required is metre.</p>",100,4,1,10,,B,
"<p>The discussing sharing of a communication satellite by many geographically dispersed Earth station, DAMA means</p>",Demand-Assigned Multiple Access,Decibel Attenuated Microwave Access,Digital Analog Master Antenna,Dynamically-Assigned Multiple Access,,A,
<p>The angle subtended by earth at geostationary communication satellite is</p>,17.34°,51.4°,120°,60°,,A,
<p>The INTELSAT-IV satellite launched in 1974 had two earth coverage antenna and two narrower-angle antennas subtending 4.5°. The signal from narrow-angle antenna was stronger than that from earth- coverage antenna by a factor of</p>,17.34/4.5,17.34 x 4.5,(17.34/4.5)<sup>2</sup>,(17.34/4.5)<sup>4</sup>,,C,
<p>A transponder is a satellite equipment which</p>,receives a signal from Earth station and amplifies,changes the frequency of the received signal,retransmits the received signal,does all of the above-mentioned functions,,D,
<p>A geosynchronous satellite</p>,has the same period a that of the Earth,has a circular orbit,rotates in the equatorial plane,has all of the above,,D,
"<p>To make antenna more directional, either its size must be increased or</p>",the number of its feed horns must be increased,the frequency of its transmission must be increased,its effective isotropic radiated power (EIRP) must be increased,its footprint must be increased,,B,
<p>India's first domestic geostationary satellite 1NSAT-IA was launched on 10th April 1982 from</p>,USSR,USA,UK,UP,,B,
<p>Satellite launch sites are invariably located on Eastern seaboards to ensure that</p>,launch takes place eastward,expenditure of propulsion fuel is reduced during plane changing,the satellite achieves circular orbit quickly,spent rocket motor and other launcher debris falls into the sea,,D,
<p>The owner of a communication satellite is usually required to keep the spacecraft on station at its assigned place in the geosynchronous orbit with an accuracy of __________ degree.</p>,0.1,1.0,2.0,0.5,,A,
<p>The number of days when Earth's shadow falls on a geosynchronous satellite is</p>,88,277,5,10,,A,
"<p>Of the four INSAT-I satellites planned by India so for, only __________ has proved to be successful.</p>",INSAT-IA,INSAT-IB,INSAT-IC,INSAT-ID,,B,
<p>Radio broadcasting is a familiar example of</p>,space multiplexing,time multiplexing,frequency multiplexing,none of the above,,C,
"<p>As compared to 17.34° antenna, the total increase in the signal relayed by 4.5° antenna of INTELSAT-IV is</p>",14.85,220,78,3.85,,B,
<p>Which one of the following statements regarding DSI is wrong?</p>,It is a digital form of TASI,"Though it is more efficient than TASI, it is much slower",A speaker has to wait (it at all) for only a few milliseconds for reallocation of channel,It has increased the capacity of satellite channels by a factor of 2.2 or more with out degrading speech quality,,B,
<p>Which one of the following statements regarding compandor is FALSE?</p>,It compresses the higher-amplitude parts of a signal before modulation and expands them back to normal again after demodulation.,It gives preferential treatment to the weaker parts of the signal,For weaker signals it gives a poor ratio of signal strength to quantizing error,"Weaker signals, traverse more quantum steps than they would do otherwise and so quantizing error is reduced.",,C,
<p>The quality of a space-link is measured in terms of the __________ ratio.</p>,C/N,S/N,G/T,EIRP,,A,
<p>The useful operational life of INSAT-IB (launched in 1983) is expected to end by</p>,1992-93,1991-92,1989-90,1993-94,,C,
"<p>At present, the radio-frequency band mainly used by most satellites is</p>",EHF,UHF,VHF,SHF,,D,
<p>Orbital disturbances of a geosynchronous satellite are caused by the</p>,moon,sun,earth,all of the above,,D,
<p>Which one of the following statement is correct?</p>,Satellite spacing is not affected by the bandwidth of the transmitting earth station,Beamwidth is independent of antenna size and frequency band used,The width of a beam in space is inversely proportional to the width of the transmitting antenna,Use of high-frequency bands permits less number of satellites to share the orbit,,C,
"<p>In a stop-and-wait ARQ system, the transmitting terminal</p>",waits for positive or negative acknowled-gement from the receiving terminal after sending a block,sends another block if positive acknowledge is received through ACK character,resends the previous block if negative acknowledgement is received through a NAK character,does not wait for acknowledgement after sending a block,,D,
<p>A geostationary satellite is one which</p>,hangs motionless in space about 36000 km about Earth,travels around the Earth in 24 hours,remains stationary above the Earth,appears stationary to everybody on Earth,,D,
<p>The geostationary communication satellite APPLE is parked in the equatorial orbit at</p>,102° E longitude over Sumatra,90° E longitude over Bangladesh,74° E longitude over India,67° E longitude over Pakistan,,A,
