question,A,B,C,D,E,answer,explanation
"<p>Calculate the value of C<sub>1</sub> = C<sub>2</sub> for the Wien bridge oscillator to operate at a frequency of 20 kHz. Assume R<sub>1</sub> = R<sub>2</sub> = 50 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/> and R<sub>3</sub> = 3R<sub>4</sub> = 600<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>? <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_03100.gif""/></p></p>",1.59 pF,15.9 pF,159 pF,1.59 nF,,C,
"<p>Only the condition <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/>A = ________ must be satisfied for self-sustained oscillations to result.</p>",0,–1,1,None of the above,,C,
"<p>At what phase shift is the magnitude of <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/>A at its maximum in the Nyquist plot?</p>",90º,180º,270º,0º,,B,
<p>Which of the following improvements is (are) a result of the negative feedback in a circuit?</p>,Lower output impedance,Reduced noise,More linear operation,All of the above,,D,
"<p>This circuit is a ________ oscillator. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_02600.gif""/></p></p>",phase-shift,Wien bridge,Colpitts,Hartley,,A,
"<p><p>Refer to the given figure. The resonant frequency is controlled by</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1007_1b.jpeg""/></p></p>",C<sub>3</sub> and L<sub>1</sub>.,"C<sub>2</sub>, C<sub>4</sub>, C<sub>5</sub>, and L<sub>1</sub>.","C<sub>3</sub>, C<sub>4</sub>, C<sub>5</sub>, and L<sub>1</sub>.","C<sub>3</sub>, C<sub>4</sub>, C<sub>5</sub>, and L<sub>2</sub>.",,C,
"<p><p>Refer to this figure. Determine the resonant frequency.</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1013_1.jpeg""/></p></p>",123.4 kHz,61.7 kHz,45.94 kHz,23.1 kHz,,C,
<p>The feedback signal in a(n) ________ oscillator is derived from an inductive voltage divider in the LC circuit.</p>,Hartley,Armstrong,Colpitts,,,A,
"<p>Given g<sub>m</sub> = 5000 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>S, r<sub>d</sub> = 40 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R = 10 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, and A = 35. Determine the value of R<sub>D</sub> for oscillator operation at 1 kHz. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_02400.gif""/></p></p>","8.05 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","8.48 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","10.8 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","12.3 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>",,B,
<p>The attenuation of the three-section RC feedback phase-shift oscillator is</p>,1/9.,1/30.,1/3.,1/29.,,D,
"<p>Referring to this figure, calculate the voltage gain without feedback for the following circuit values: R<sub>D</sub> = 4 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>S</sub> = 1 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>F</sub> = 15 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, and g<sub>m </sub>= 5000 μS. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_01400.gif""/></p></p>",–20.0,–21.5,–23.5,–25.5,,A,
"<p>For a phase-shift oscillator, the gain of the amplifier stage must be greater than ________.</p>",19,29,30,1,,B,
<p>Which of the following is (are) the determining factor(s) of the stability of a feedback amplifier?</p>,A,Phase shift between input and output signals,Both A and the phase shift between input and output signals,None of the above,,C,
<p>What is the minimum frequency at which a crystal will oscillate?</p>,seventh harmonic,third harmonic,fundamental,second harmonic,,C,
"<p>An amplifier with a gain of –500 and a feedback of <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/> = –0.1 has a gain change of 15% due to temperature. Calculate the change in gain of the feedback amplifier.</p>",0.2%,0.3%,0.4%,0.5%,,B,
<p>The feedback signal in a(n) ________ oscillator is derived from a capacitive voltage divider in the LC circuit.</p>,Hartley,Armstrong,Colpitts,,,C,
"<p><p>Refer to this figure. This circuit is</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1017_1.jpeg""/></p></p>",a sine-wave oscillator.,a monostable multivibrator.,an astable multivibrator.,a VCO.,,C,
"<p>This circuit is a ________ oscillator. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_03200.gif""/></p></p>",phase-shift,Wien bridge,Colpitts,Hartley,,B,
<p>Sinusoidal oscillators operate with ________ feedback.</p>,positive,negative,,,,A,
"<p>Referring to this figure, calculate the voltage gain with the feedback for the following circuit values: R<sub>D</sub> = 4 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>S</sub> = 1 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>F</sub> = 15 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, and g<sub>m</sub> = 5000 μS. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq14_01500.gif""/></p></p>",–11.2,–8.57,–6.75,–3.25,,B,
"<p><p>Refer to this figure. Calculate the resonant frequency.</p>
<p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq16_1012_1.jpeg""/></p></p>",1.126 kHz,6.17 kHz,23.9 MHz,14.1 MHz,,B,
<p>Which of the following is required for oscillation?</p>,"<img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/>A &gt; 1",The phase shift around the feedback network must be 180º.,"Both <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/>A &gt; 1 and the phase shift around the feedback network must be 180º.",None of the above,,C,
<p>A circuit that can change the frequency of oscillation with an application of a dc voltage is sometimes called</p>,a voltage-controlled oscillator.,a crystal oscillator.,a Hartley oscillator.,an astable multivibrator.,,A,
