question,choices,answer
"The maximum permissible number of electrons in the third orbit is","[""18"",""8"",""32"",""2""]",0
"Varactor diodes are commonly used","[""As voltage controlled capacitance"",""As a constant current source"",""As voltage multiplier"",""As a constant voltage source""]",0
"The reason why electrons are not pulled into the nucleus of an atom.","[""Because of the centrifugal or outward force created by their orbital motion."",""Because of the force of attraction between them and the nucleus is weak."",""Because they are not being attracted by the positive nucleus."",""Because of the strong bonding between them that resists any force pulling them towards the nucleus.""]",0
"The electrons in the largest orbit travel ________ than the electrons in the smaller orbits.","[""More slowly"",""Faster"",""In the same velocity"",""A little bit slower""]",0
"A transistor configuration with the lowest current gain.","[""Common base"",""Common emitter"",""Common collector"",""Emitter-follower""]",0
"A semiconductor in its purest form is called","[""Pure semiconductor"",""Doped semiconductor"",""Intrinsic semiconductor"",""Extrinsic semiconductor""]",2
"Valence orbit is the other form for","[""Outer orbit"",""3rd orbit"",""4th orbit"",""2nd orbit""]",0
"K shell means","[""First orbit"",""2nd orbit"",""3rd orbit"",""4th orbit""]",0
"For either germanium or silicon diodes, the barrier potential decreases _______ for each Celsius degree rise.","[""1 mV"",""3 mV"",""4 mV"",""2 mv""]",3
"A diode modeling circuit which considers the threshold voltage, average resistance and switch as the diode’s equivalent circuit.","[""Ideal model"",""Simplified model"",""Piecewise linear model"",""Real model""]",2
"There are two mechanisms by which holes and electrons move through a silicon crystal. They are","[""Covalent bond and recombination"",""Diffusion and drift"",""Free and charge particles"",""Forward and reverse bias""]",1
"A semiconductor is an element with a valence of","[""Four"",""Eight"",""Two"",""One""]",0
"What orbit controls the electrical property of the atom?","[""Valence orbit"",""First orbit"",""Fourth orbit"",""M shell""]",0
"________ is a substance that contains atoms with several bands of electrons but with only one valence electron.","[""Insulator"",""Conductor"",""Semiconductor"",""Resistor""]",1
"Pure silicon crystal atoms contain how may valence electrons as a result of covalent bonding?","[""1"",""4"",""8"",""16""]",2
"The peak inverse voltage of a full wave center tapped rectifier circuit is equal to _______ of the input signal.","[""Thrice the peak"",""Twice the peak"",""One half"",""One third""]",1
"Diffusion or storage capacitance is the term used to refer to","[""The reverse bias capacitance of a diode"",""The forward bias capacitance of a diode"",""The breakdown capacitance of a zener diode"",""The effective capacitance of the rectifier""]",1
"What is considered as the key electrical conductivity?","[""The number of electrons in the valence orbit"",""The number of protons in the nucleus"",""The number of neutrons in the nucleus"",""The number of protons plus the number of electrons in the atom""]",0
"Each atom in the silicon crystal has how many electrons in its valence orbit?","[""8"",""32"",""2"",""4""]",0
"Lifetime is the amount of time between the creation and disappearance of a/an","[""Free electron"",""Proton"",""Ion"",""Neutron""]",0
"A silicon crystal is an intrinsic semiconductor","[""If every atom in the crystal is a silicon atom"",""If majority of the atoms in crystal is a silicon atom"",""If the crystal contains 14 silicon atoms"",""If the crystal is undoped""]",0
"At room temperature, a silicon crystal acts approximately like a/an","[""Insulator"",""Semiconductor"",""Conductor"",""Superconductor""]",0
"An extrinsic semiconductor is a","[""Doped semiconductor"",""Pure semiconductor"",""Good insulator"",""Good conductor""]",0
"What is associated with random motion due to thermal agitation in the movement of holes and electrons in a silicon crystal?","[""Drift"",""Diffusion"",""Doping"",""Recombination""]",1
"The peak inverse voltage of a half wave rectifier circuit is approximately equal to the ________ of the input signal.","[""Peak amplitude"",""Frequency"",""Voltage sinusoidal"",""Current""]",0
