question,choices,answer
"The ___________ of an op amp is its voltage gain when there is no negative feedback","[""CMRR"",""Unity gain"",""Close-loop"",""Open-loop""]",3
"The term monolithic is derived tom a combination of the Greek words monos and lithos which means","[""Single-element"",""Single-water"",""Single-stone"",""Single-chip""]",2
"A technique used to eliminate the need for inductive elements in monolithic integrated circuits.","[""Projection printing"",""Photolithographic"",""LC synthesis"",""RC synthesis""]",3
"Most linear ICs are low-power devices with power dissipation ratings of","[""5 W"",""1 \u00b5W"",""Less than 1 W"",""More than 1 W but less than 2 W""]",2
"An integrated circuit for both astable and monostable applications","[""741 op-amp"",""Discrete ICs"",""Monolithic ICs"",""555 timer""]",3
"Astable multivibrator is","[""A square wave clock"",""Equivalent to a flip-flop"",""A one-shot multivibrator"",""Monostable in nature""]",0
"In a 5 V level detector circuit","[""The noninverting input is connected to +5V"",""The input signal is connected to +5V"",""The inverting input is connected to +5V"",""The input signal must be riding on a +5V dc level""]",2
"To convert a summing amplifier of an averaging amplifier","[""All inputs must be of the same value"",""The ratio of Rf\/R must equal to the reciprocal of the number of inputs"",""All input resistors must be of different value"",""The ratio of Rf\/R must equal to the number of inputs""]",1
"An oscillator is described by","[""Regenerative feedback"",""No feedback"",""An integrator or differentiator"",""Unity gain and zero phase shift around the feedback loop""]",3
"To use a comparator for zero-level detection, the inverting input is connected to","[""Ground"",""A positive reference voltage"",""The dc supply voltage"",""A negative reference voltage""]",0
"In most modern IC op-amps, the 741 requires ____________ power supplies","[""1"",""2"",""3"",""4""]",1
"In an op-amp integrator, the feedback path consist of","[""A capacitor"",""An inductor"",""A resistor and a capacitor in series"",""A resistor and a capacitor in parallel""]",0
"Microwave ICs cover the frequency range from","[""0.5 to 15 GHz"",""15 to 30 GHz"",""30 to 45 GHz"",""45 to 100 GHz""]",0
"Considered as the fundamental form of IC","[""Hybrid"",""MSI"",""VLSI"",""Monolithic""]",3
"Plastic dual-in-line for insertion into sockets has a package suffix code of","[""N"",""P"",""Both a and b"",""J""]",2
"What is the specific application of µA741C op-amp","[""For commercial"",""For industrial"",""For military"",""For experimental""]",0
"What is the most common method used for growth of single crystals for IC fabrication?","[""Epitaxial growth"",""Czochralsky pulling technique"",""Film deposition"",""Photolithography""]",1
"The charge-coupled device (CCD) is a unique and versatile semiconductor structure invented in 1969 by","[""W.S Boyle and G.E Smith"",""W.F Davis and R.C Huntington"",""D. Cave and W. Blood Jr."",""H.H Strellrecht and C.S. Meyer""]",0
"The value of the input voltage that switches the output of a comparator or Schmitt trigger","[""Trip point"",""Firing voltage"",""Threshold voltage"",""All of the choices""]",0
"A type of ground that appears at the inverting input of an op-amp that uses negative feedback.","[""Earth ground"",""Equipment ground"",""True ground"",""Virtual ground""]",3
"The intel i486 32-bit microprocessor incorporates _____________ transistors on a single chip.","[""1 million"",""100 thousand"",""2 million"",""200 thousand""]",0
"In IC op-amps, the input bias current is defined as the","[""Average of the two base currents"",""Total of the base currents"",""Inverse of the base currents"",""Difference of the base currents""]",0
"CMRR means","[""Common-mode rejection ratio"",""The ratio of the differential voltage gain to common-mode voltage gain"",""Both a and b"",""The difference between the two base voltages""]",2
"The typical dimension of a MOSFET in a single IC ship is","[""4 mils x 6.5 mils"",""2 mils x 12 mils"",""3 mils x 4.5 mils"",""1.5 mils x 3 mils""]",3
"The maximum rate that an output voltage of an op-amp can change","[""Slew rate"",""CMRR"",""Input offset voltage"",""Tail current""]",0
"The unwanted capacitance between connecting wires and ground.","[""Summer capacitor"",""Stray wiring capacitance"",""Biasing capacitance"",""Feedback capacitance""]",1
"The typical dimension of a BJT in a single IC chip is","[""4 mils x 6.5 mils"",""2 mils x 12 mils"",""3 mils x 4.5 mils"",""1.5 mils x 3 mils""]",0
"The typical dimension of a diode in a single IC chip is","[""4 mils x 6.5 mils"",""2 mils x 12 mils"",""3 mils x 4.5 mils"",""1.5 mils x 3 mils""]",2
"Which of the items below is equivalent to a relaxation oscillator?","[""Astable multivibrator"",""Flip-flop"",""Monostable multivibrator"",""Bistable multivibrator""]",0
"The unity gain frequency of an op-amp","[""Is the frequency where the voltage gain of an op-amp is 1"",""Indicates the highest usable frequency"",""It equals the gain bandwidth product"",""All of these""]",3
"If the base 10 is called decimal number system, then the base 12 is called","[""Bidecimal number system"",""Dodecimal number system"",""Duodecimal number system"",""All of these""]",2
