question,A,B,C,D,E,answer,explanation
<p>The devices that provide the means for a computer to communicate with the user or other computers are referred to as:</p>,CPU,ALU,I/O,none of the above,,C,
<p>The software used to drive microprocessor-based systems is called:</p>,assembly language,firmware,machine language code,BASIC interpreter instructions,,A,
<p>The circuits in the 8085A that provide the arithmetic and logic functions are called the:</p>,CPU,ALU,I/O,none of the above,,B,
<p>How many buses are connected as part of the 8085A microprocessor?</p>,2,3,5,8,,B,
<p>The ________ ensures that only one IC is active at a time to avoid a bus conflict caused by two ICs writing different data to the same bus.</p>,control bus,control instructions,address decoder,CPU,,C,
<p>How many bits are used in the data bus?</p>,7,8,9,16,,B,
<p>The items that you can physically touch in a computer system are called:</p>,software,firmware,hardware,none of the above,,C,
<p>Single-bit indicators that may be set or cleared to show the results of logical or arithmetic operations are the:</p>,flags,registers,monitors,decisions,,A,
"<p>When referring to instruction words, a mnemonic is:</p>",a short abbreviation for the operand address,a short abbreviation for the operation to be performed,a short abbreviation for the data word stored at the operand address,shorthand for machine language,,B,
<p>The technique of assigning a memory address to each I/O device in the computer system is called:</p>,memory-mapped I/O,ported I/O,dedicated I/O,wired I/O,,A,
<p>When was the first 8-bit microprocessor introduced?</p>,1969,1974,1979,1985,,B,
<p>What type of circuit is used at the interface point of an output port?</p>,decoder,latch,tristate buffer,none of the above,,B,
<p>I/O mapped systems identify their input/output devices by giving them a(n) ________.</p>,8-bit port number,16-bit port number,8-bit buffer number,8-bit instruction,,A,
<p>What type of circuit is used at the interface point of an input port?</p>,decoder,latch,tristate buffer,none of the above,,C,
<p>The register in the 8085A that is used to keep track of the memory address of the next op-code to be run in the program is the:</p>,stack pointer,program counter,instruction pointer,accumulator,,B,
<p>The control bus and memories share a bidirectional bus in a typical microprocessor system.</p>,True,False,,,,B,
<p>All computer programs for a machine are called:</p>,software,firmware,hardware,none of the above,,A,
<p>The 8085A is a(n):</p>,16-bit parallel CPU,8-bit serial CPU,8-bit parallel CPU,none of the above,,C,
"<p>Because microprocessor CPUs do not understand mnemonics as they are, they have to be converted to ________.</p>",hexadecimal machine code,binary machine code,assembly language,all of the above,,B,
<p>A register in the microprocessor that keeps track of the answer or results of any arithmetic or logic operation is the:</p>,stack pointer,program counter,instruction pointer,accumulator,,D,
<p>What is the difference between a mnemonic code and machine code?</p>,There is no difference.,"Machine codes are in binary, mnemonic codes are in shorthand English.","Machine codes are in shorthand English, mnemonic codes are in binary.",,,B,
<p>Which bus is a bidirectional bus?</p>,address bus,data bus,address bus and data bus,none of the above,,B,
<p>Which of the following buses is primarily used to carry signals that direct other ICs to find out what type of operation is being performed?</p>,data bus,control bus,address bus,address decoder bus,,B,
<p>What kind of computer program is used to convert mnemonic code to machine code?</p>,debug,assembler,C++,Fortran,,B,
<p>Which of the following are the three basic sections of a microprocessor unit?</p>,"operand, register, and arithmetic/logic unit (ALU)","control and timing, register, and arithmetic/logic unit (ALU)","control and timing, register, and memory","arithmetic/logic unit (ALU), memory, and input/output",,B,
