question,A,B,C,D,E,answer,explanation
<p>An offset error in a DAC will show up as an incorrect analog output ________.</p>,only for higher value inputs,only for lower value inputs,only for certain (scattered) inputs,for all inputs,,D,
"<p>An ADC that compares each bit, one at a time, with the input analog signal is a ________.</p>",single-slope ramp converter,dual-slope ramp converter,successive-approximation converter,tracking converter,,C,
<p>A standard logic device can be connected on a bus system as an open-collector logic device by connecting each output to a ________.</p>,discrete transistor,"10 k<img src=""/_files/images/digital-electronics/digital-fundamentals/omega.gif""/> series resistor",light-emitting diode,CMOS buffer,,A,
<p>A monotonicity error in a DAC will show up as an incorrect analog output ________.</p>,only for higher value inputs,only for lower value inputs,only for certain (scattered) inputs,for all inputs,,C,
"<p>Of the methods listed, the fastest A/D conversion is done by a ________.</p>",single-slope ramp converter,dual-slope ramp converter,successive-approximation converter,tracking converter,,C,
<p>The principal advantage of the three-wire handshake on the GPIB is that it ________.</p>,is faster than two-wire methods,allows fast and slow listeners on the same bus,can be used over very long distances,is compatible with the RS232C standard,,B,
<p>An ADC that uses an up/down counter (and other devices) to follow changes in the input analog signal is a ________.</p>,single-slope ramp converter,dual-slope ramp converter,successive-approximation converter,tracking converter,,D,
<p>The number of data lines on the GPIB is ________.</p>,1,4,8,16,,C,
<p>The resolution of a DAC can be expressed as the ________.</p>,minimum output voltage,number of bits that are converted to an analog output,deviation of the output from a straight line,difference between the expected and actual outputs,,B,
"<p>Assume that in a certain 4-bit weighted ladder DAC, the input representing the most significant bit is applied to a 20 k<img src=""/_files/images/digital-electronics/digital-fundamentals/omega.gif""/> resistor. What is the size of the resistor that represents the least significant bit?</p>","2.5 k<img src=""/_files/images/digital-electronics/digital-fundamentals/omega.gif""/>","5 k<img src=""/_files/images/digital-electronics/digital-fundamentals/omega.gif""/>","80 k<img src=""/_files/images/digital-electronics/digital-fundamentals/omega.gif""/>","160 k<img src=""/_files/images/digital-electronics/digital-fundamentals/omega.gif""/>",,D,
