question,A,B,C,D,E,answer,explanation
<p>Which of the following is used to obtain output position in a position control system?</p>,Strain gauge,Load cell,Synchro,Thermistor,,B,
"<p>In a synchro transmitter-control transformer, the voltage induced in rotor winding of control transformer is zero when the angular displacement between rotors of transmitter and transformer is</p>",0°,90°,180°,either (a) or (c),,B,
"<p>In the given figure, the curves 1, 2, 3 are respectively for<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/35-390.png""/></p>","all pass, minimum phase and non-minimum phase functions","minimum phase, all pass and non-minimum phase functions","non-minimum phase, all pass and minimum phase functions","minimum phase, non-minimum phase and all pass functions",,B,
"<p>In the given figure, the number of individual loops is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/30-292.png""/></p>",2,4,5,6,,C,
<p>DC tachogenerator can be used in</p>,speed control system,position control system,both (a) and (b),neither (a) nor (b),,C,
<p>In a two phase servomotor the two stator windings have a phase difference of</p>,30°,45°,90°,135°,,C,
<p>For a stable system having two or more gain crossover frequencies the phase margin is measured at the highest crossover frequency.</p>,True,False,,,,A,
"<p>The block diagram of the given figure for<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-61.png""/></p>",On-off controller,On-off controller with differential gap,On-off controller with integral gap,Three position controller,,A,
"<p>In a two phasor servomotor, the direction of rotation of the rotating field depends on</p>",magnitudes of voltages applied to the two stator windings,phase relation of voltages applied to the two stator windings,both magnitude and phase relationship of voltages applied to the two stator windings,none of the above,,B,
"<p><p><b>Assertion (A):</b>  Points in the <i>s</i> plane at which function G(<i>s</i>) is not analytic are called singular, points.</p><p><b>Reason (R):</b> Singular points at which the function G(<i>s</i>) or its derivative approach infinity are called poles.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,B,
"<p>Consider following statements: <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Integral of absolute magnitude of error = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-357-1.png""/></li><li style=""padding-top:10px;"">Integral time-absolute error = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-357-2.png""/></li><li style=""padding-top:10px;"">Integral time-square error = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-357-3.png""/></li></ol> Which of the above are correct?</p>",1 and 3,1 only,1 and 2,2 and 3,,C,
<p>Gain margin and phase margin can be determined from Bode plots as well as Nyquist plot.</p>,True,False,,,,A,
<p>The radius and centre of M circles are given by</p>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-224-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-224-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-224-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-224-4.png""/>",,A,
"<p>For the system in the given figure the root locus<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/16-89.png""/></p>",is on real axis between points <i>s</i> = -1 and <i>s</i> = -3.6,is on real axis between points <i>s</i> = 0 and <i>s</i> = -1,is on real axis between points <i>s</i> = -3.6 and <i>s</i> = ∞,is on real axis between points <i>s</i> = 0 and <i>s</i> = -3.6,,A,
<p>For the factor (1 + 0.5 <i>j</i>ω) the corner frequency is</p>,1 rad/sec,0.5 rad/sec,2 rad/sec,0.25 rad/sec,,C,
"<p>If damping ratio is 0.5, the lines joining complex poles with origin are inclined to negative real axis at</p>",± 90°,± 60°,± 45°,± 30°,,B,
"<p>At corner frequency the phase angle of factor <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/38-458.png""/> is - 45°</p>",True,False,,,,A,
"<p>A system has two poles as shown in the given figure. The zeros are at infinity. If input is unit step, the steady state output is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-243.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-243-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-243-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-243-3.png""/>",1,,D,
"<p>A unity feedback system has the following open loop frequency response<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/24-210.png""/><br/>The gain margin and phase margin are</p>","0 dB, -17°","3.86 dB, -180°","0 dB, 10°","3.86 dB, 10°",,D,
<p>The permanent magnet field system of brushless dc servo- motor is generally on</p>,stator,rotor,partly on stator and partly on rotor,either (a) or (b),,B,
"<p>For any transfer function, the constant phase angle loci are</p>",a family of circles,a family of straight lines,either (a) or (b),neither (a) nor (b),,A,
"<p>For an <i>m</i> x <i>n</i> matrix A, the eigen values are the roots of the characteristic equation</p>",|I - A|,|λI - A| = 0,|λA - I| = 0,|A - I| = 0,,B,
"<p>In force current analogy, displacement <i>x</i> is analogous to</p>",charge,magnetic flux linkage,electrostatic energy,voltage,,B,
"<p>Consider the following statements about variable reluctance stepper motor used in control system <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The static torque acting on rotor is a function of angular misalignment between stator and rotor teeth</li><li style=""padding-top:10px;"">There are two positions of zero torque <i>i.e, .</i> Q = 0 and <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-220-2.png""/> where T is the number of rotor teeth</li><li style=""padding-top:10px;"">Both zero torque positions are stable</li><li style=""padding-top:10px;"">When stator is excited, rotor is pulled into minimum reluctance position</li></ol> Of these statements, the correct ones are</p>","2, 3, 4","1, 2, 3","1, 2, 4","1, 3, 4",,C,
"<p>For the system in the given figure, the gain margin is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/19-148.png""/></p>",0,low,+ ∞,none of the above,,C,
"<p>Consider the following statements about root locus <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The root locus is symmetrical about real axis.</li><li style=""padding-top:10px;"">If a root locus branch moves along the real axis from an open loop pole to zero or to infinity, this root locus branch is called real root branch.</li><li style=""padding-top:10px;"">The breakaway points of the root locus are the solutions of <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-366.png""/></li></ol> Which statements out of above are correct?</p>",1 and 2 only,1 and 3 only,"1, 2 and 3",2 and 3 only,,C,
<p>In Bode plots the frequency at which two asymptotes meet is called corner frequency.</p>,True,False,,,,A,
"<p>In Bode plots, frequency is plotted on log scale.</p>",True,False,,,,A,
"<p>For a type 1 system and unit step input, the steady state error is</p>",0,1,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/12-31-3.png""/>",∞,,A,
<p>Nichol's chart is symmetric about - 180° axis.</p>,True,False,,,,A,
"<p>In the signal flow graph in the given figure the number of forward paths and pairs of non-touching loops are respectively<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/21-173.png""/></p>",3 and 1,3 and 2,4 and 2,2 and 4,,A,
<p><p><b>Assertion (A):</b>  The phase angle plot in Bode diagram is not affected by change in system gain.</p><p><b>Reason (R):</b> The variation in gain has no effect on phase margin of the system.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,C,
<p>The phase difference (<i>j</i>ω - <i>p</i><sub>1</sub>) means</p>,phasor drawn from <i>p</i><sub>1</sub> to <i>j</i>ω,phasor drawn from origin to <i>p</i><sub>1</sub>,phasor directed from origin to <i>j</i>ω point,phasor directed from <i>j</i>ω to <i>p</i><sub>1</sub>,,A,
"<p>If poles lie in first quadrant, damping ratio is</p>",1,more than 1,less than 1,zero,,C,
