question,A,B,C,D,E,answer,explanation
"<p>A phase lead network with <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-263.png""/> where <i>a</i> &lt; 1, gives maximum phase lead at a frequency equal to</p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-263-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-263-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-263-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-263-4.png""/>",,C,
<p>Generally a servomotor operates at</p>,high torque and high speed,low torque and low speed,low torque and high speed,high torque and low speed,,C,
"<p>If C is thermal capacitance, <i>m</i> is mass of liquid and <i>c</i> is specific heat, then</p>",C = <i>mc</i>,<i>c</i> = <i>m</i>C,<i>m</i> = <i>c</i>C,C = (<i>mc</i>)<sup>2</sup>,,A,
"<p><p><b>Assertion (A):</b>  The concept of impulse function is useful in differentiating discontinuous functions.</p><p><b>Reason (R):</b> <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/38-433.png""/></p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,A,
"<p>In a two phase servomotor, if R is rotor resistance, X is rotor reactance, L is rotor length D is rotor diameter then</p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-266-1.png""/> and <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-266-2.png""/> are both small","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-266-1.png""/> is large but <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-266-2.png""/> is small","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-266-1.png""/> is small but <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-266-2.png""/> is large","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-266-1.png""/> and <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-266-2.png""/> are both large",,C,
<p>The ac motor used in servo applications is</p>,single phase induction motor,two phase induction motor,3 phase induction motor,synchronous motor,,B,
"<p>For the log magnitude Bode plot of the given figure, the transfer function is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-244.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/27-244-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/27-244-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/27-244-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/27-244-4.png""/>",,D,
"<p>A first-order system has a time constant t. For unit ramp input, the steady state error is</p>","<span class=""symbol"">t</span><sup>2</sup>","<span class=""symbol"">t</span>","<span class=""root""><span class=""symbol"">t</span></span>","1/<span class=""symbol"">t</span>",,B,
"<p>The system in the given figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/21-172.png""/></p>",type 0 system,type 1 system,type 2 system,type 3 system,,D,
"<p>For the equation <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-9.png""/> where Q is heat energy, C<sub><i>t</i></sub> is thermal capacitance and θ is temperature, the analogous electrical equation is</p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-9-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-9-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-9-3.png""/>",none of the above,,A,
<p>Optical encoders most commonly used in control systems are</p>,absolute encoders,secondary encoders,incremental encoders,none of the above,,C,
<p>A second order system exhibits 100% overshoot. The damping ratio is</p>,0,1,&lt; 1,&gt; 1,,A,
<p>The log magnitude curve for a constant gain K is a horizontal straight line at a magnitude 20 log K dB.</p>,True,False,,,,A,
"<p>For the plot in the given figure, G(<i>j</i>ω) =<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-371.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-369-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-371-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-371-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-371-4.png""/>",,D,
<p>Transfer functions of even complicated components can be found by frequency response tests.</p>,True,False,,,,A,
<p>The shape of torque-speed curve of a two phase servo- motor mostly depends on</p>,ratio of rotor reactance to rotor resistance,ratio of stator reactance to rotor resistance,ratio of rotor reactance to rotor resistance and also the ratio of stator reactance to stator resistance,magnitude of stator voltages,,A,
<p>In a lag network the input frequency is 100 <i>f<sub>c</sub></i> where <i>f<sub>c</sub></i> is critical frequency. The voltage gain is</p>,0 dB,-20 dB,-40 dB,-60 dB,,C,
<p><p><b>Assertion (A):</b>  Temperature control of the passenger compartment of car uses both feed forward and feedback controls.</p><p><b>Reason (R):</b> Feed forward control gives corrective action before the disturbance affects the output and feedback control applies corrective action after output changes.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,A,
"<p><p><b>Assertion (A):</b>  Most of actual systems are non-linear.</p><p><b>Reason (R):</b> Non linearity may be due to saturation, dead zone, square law <i>etc</i>.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,B,
<p>The correct sequence of events to improve system stability is</p>,"insert derivative action, use negative feedback, reduce gain","reduce gain, use negative feedback, insert derivative action","reduce gain, insert derivative feedback, use negative feed back","use negative feedback, reduce gain, insert derivative action",,D,
