question,A,B,C,D,E,answer,explanation
"<p>Examine the following statements <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Air and gases are compressible.</li><li style=""padding-top:10px;"">Air, gases and some liquids are compressible.</li><li style=""padding-top:10px;"">Oil can function as hydraulic fluid as well as lubricator.</li></ol> Which of the above statements are correct?</p>",3 only,2 and 3 only,1 and 3 only,2 only,,C,
<p>Which control action is also called rate control?</p>,Proportional,Derivative,Integral,Proportional plus integral,,B,
<p>The gain margin for a stable system</p>,has a positive decibel value,has a negative decibel value,has a large negative decibel value,none of the above,,A, <p>For a stable system gain margin is positive. Therefore decibel value is also positive.</p> 
"<p>The signal flow graph of a system is shown in the given figure. The effect of disturbance T<sub>D</sub> can be reduced by<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-237.png""/></p>",increasing G<sub>2</sub> (s),decreasing G<sub>2</sub> (s),increasing G<sub>1</sub> (s),decreasing G<sub>1</sub> (s),,C," <p>If G<sub>1</sub>(<i>s</i>) is increased, input is amplified more while disturbance remains the same.</p> "
<p>For overdamped systems a quadratic factor in transfer function can be replaced by two first order factors with real poles</p>,True,False,,,,A,
"<p>A motor is coupled to a load through gear ratio <i>n</i>. If T is the motor torque, J<i><sub>m</sub></i> and J<i><sub>L</sub></i> are moment of inertia of rotor and load, then torque to inertia ratio referred to motor shaft is</p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-44-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-44-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-44-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-44-4.png""/>",,C,
<p>Accurate amplitude measurements can be made more easily than accurate phase shift measurements.</p>,True,False,,,,A,
<p>A synchro transmitter receiver unit is a</p>,two phase ac device,3 phase ac device,dc device,1 phase ac device,,D,
<p>The transfer function of transportation lag is</p>,G(<i>j</i>ω) = <i>e</i><sup><i>j</i>ωT </sup>,G(<i>j</i>ω) = <i>e</i><sup><i>-j</i>ωT </sup>,G(<i>j</i>ω) = (1 + <i>j</i>ωT),G(<i>j</i>ω) = (1 - <i>j</i>ωT),,B,
"<p>In the given figure the input frequency <i>f</i> = 0.1 (1/2 <span class=""symbol"">p</span> RC)<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-346.png""/></p>",0 dB,3 dB,-3 dB,20 dB,,A, <p>X<sub><i>C</i></sub> = 10R. Hence V<sub>0</sub> ⋍ V<sub><i>i</i></sub> .</p> 
