question,A,B,C,D,E,answer,explanation
<p>Lag compensation increases bandwidth of the system.</p>,True,False,,,,B, <p>Lag compensation improves steady state behaviour.</p> 
"<p><p><b>Assertion (A):</b>  The time response of the system with<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/37-410.png""/> will not have any overshoot for unit step input.</p><p><b>Reason (R):</b> A critically damped system does not have any overshoot to a unit step input.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,C, <p>System in A is overdamped.</p> 
"<p>The polar plot of the given figure is for the term<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/18-128.png""/></p>",(<i>j</i>ω)<sup>2</sup>,1 + (<i>j</i>ω)<sup>2</sup>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/18-128-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/18-128-4.png""/>",,C," <p>For the term <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-371-2.png""/>, magnitude is 0 at ω = ∞ and infinite at ω = 0. Moreover phase angle is -180°.</p> "
"<p>For the unity feed back system of the given figure, the closed loop transfer function is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/30-298.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/30-299-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/30-298-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/30-298-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/30-299-1.png""/>",,A," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/43-298.png""/>.</p> "
<p>The effect of negative feedback on distortion and bandwidth because</p>,both are decreased,both are increased,distortion is reduced and bandwidth is increased,distortion is increased and bandwidth is decreased,,C, <p>Negative feedback increase bandwidth and reduces distortion.</p> 
"<p>Which of the following rotors are used in two phase ac servomotor? <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Solid iron rotor</li><li style=""padding-top:10px;"">Squirrel cage rotor</li><li style=""padding-top:10px;"">Drag cup rotor</li></ol> Of the above the correct ones are</p>","1, 2, 3","1, 2","2, 3","1, 3",,C, <p>Solid iron rotor would give rise to eddy currents.</p> 
"<p>For the system of given figure the closed loop transfer function<br/><br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-58.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-58-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-58-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-58-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-58-4.png""/>",,D," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-58.png""/> or <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-58-1.png""/>.</p> "
"<p>Given figure shows a unity feedback system. The ratio of time constants for open loop and closed loop response are<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/24-214.png""/></p>",1 : 1,2 : 1,3 : 2,2 : 3,,D," <p>For open loop time constant = 0.25 </p>
<p>For closed loop <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/43-214.png""/> and time constant = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/43-214-1.png""/> </p>
<p>Hence ratio of time constants is 3 : 2.</p> "
"<p>For a second order system damping factor is 0.1. If ω<i><sub>d</sub></i> is frequency of damped oscillations and ω<sub><i>n</i></sub> is natural frequency, then</p>",ω<sub><i>d</i></sub> ≈ ω<sub><i>n</i></sub>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-338-2.png""/>","ω<sub><i>n</i></sub> ≈ <span class=""root"">ω<sub><i>n</i></sub></span>",ω<sub><i>d</i></sub> ≈ (ω<sub><i>n</i></sub>)<sup>2</sup>,,A, <p>ω<sub><i>d</i></sub> = ω<sub><i>n</i></sub>(1 - 0.1)<sup>2</sup> ⋍ ω<sub><i>n</i></sub></p> 
"<p>For the block diagram of in the given figure, the transfer function C(<i>s</i>)/R(<i>s</i>) is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/12-19.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/12-19-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/12-19-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/12-19-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/12-19-4.png""/>",,B, <p>Forward transfer function is G + H<sub>1</sub>.</p> 
<p>The phase angle curve of G(<i>j</i>ω) H(<i>j</i>ω) can be drawn</p>,by adding the phase angle curves of individual factors,by subtracting the phase angle curves of individual factors,by multiplying the phase angle curves of individual factors,by dividing the phase angle curves of individual factors,,A," <p>When terms are multiplied, phase angles are added.</p> "
"<p>The most commonly used devices for differencing and amplification, in control systems, are</p>",BJT amplifiers,FET amplifiers,operational amplifiers,either (a) or (b),,C, <p>Op-amps are commonly used due to their several advantages.</p> 
"<p>For the system in the given figure, the ratio C(<i>s</i>)/R(<i>s</i>) =<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-221.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-221-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-221-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-221-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-221-4.png""/>",,A," <p>Since positive feedback is used, <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/43-221.png""/></p> "
"<p>In Bode method of stability analysis, the error curve is not symmetric about corner frequency.</p>",True,False,,,,B, <p>Error curve is symmetric.</p> 
"<p>The transfer function <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/17-102.png""/>can be for</p>",lead compensator,lag compensator,both (a) and (b),either (a) or (b),,B," <p>For a lag compensator <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-102.png""/> β &gt; 1 </p>
<p>Therefore <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-102-1.png""/> is less than <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-102-2.png""/>.</p> "
"<p>For the feedback system with closed loop transfer function<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-265.png""/> the settling time for 2% tolerance</p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-265-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-265-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-265-3.png""/>",4ξω<sub><i>n</i></sub>,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/43-265.png""/> and settling time for 2% tolerance is 4T.</p> "
"<p>In a second order system with a unit step input, the speed of response is high if system is</p>",overdamped,undamped system,critically damped,underdamped,,D, <p>An underdamped system with damping factor slightly less than 1 gives high speed of response.</p> 
<p>A thermometer requires 1 minute to indicate 98% of its final response to a step input. If it is a first order system the time constant is</p>,1 minute,0.5 minute,0.25 minute,0.1 minute,,C, <p>0.98 = 1 - <i>e</i><sup>-1/T</sup> or T = 0.25 minute.</p> 
<p><p><b>Assertion (A):</b>  A slight change in pole-zero configuration can cause only minor changes in root locus configuration.</p><p><b>Reason (R):</b> Asymptotes show the behaviour of root loci for |<i>s</i>| &gt;&gt; 1</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,D, <p>Even a slight change in pole-zero position may affect root locus appreciably.</p> 
"<p>In a second order system ω<i><sub>n</sub></i> = 10 rad/sec and ζ = 0.1, then ω<sub><i>d</i></sub> =</p>",9.1 rad/sec,9.95 rad/sec,9 rad/sec,1 rad/sec,,B," <p>W<sub><i>d</i></sub> = ω<sub><i>n</i></sub><span class=""root"">1 - ζ<sup>2</sup></span> = 10 (1 - 0.01)<sup>05</sup> = 9.95 rad/s.</p> "
<p>A system has 12 poles and 2 zeros. Its high frequency asymptote in its magnitude plot has a slope of</p>,-200 dB/decade,-240 dB/decade,-280 dB/decade,-320 dB/decade,,A, <p>-(12 - 2) 20 or - 200 dB/decade.</p> 
"<p>The open loop transfer function of a unity feedback system is <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/21-175.png""/> The poles of closed loop system are at</p>","-2, -2","-2, -1","- 2, ± <i>j</i> 1","- 2, 2",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-175.png""/> for <i>s</i><sup>2</sup> + 4<i>s</i> + 5 = 0, the roots are - 2 ± <i>j</i>1.</p> "
"<p>For the system of the given figure the closed loop poles are located at<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/17-92.png""/></p>",<i>s</i> = 0 and <i>s</i> = -2,"<i>s</i> = 0, <i>s</i> = -l ± <i>j</i><span class=""root"">3</span>","<i>s</i> = -1 ± <i>j</i><span class=""root"">3</span>","<i>s</i> = -2 and <i>s</i> = -1 ± <i>j</i><span class=""root"">3</span>",,C," <p>Transfer function = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-92.png""/>. </p>
<p>The roots of equation <i>s</i><sup>2</sup> + 2<i>s</i> + 4 = 0 are at -1 ± <span class=""root"">3</span>.</p> "
"<p>The system in the given figure, <i>x</i>(0) = 0 and <i>x</i> (0) = 0, At <i>t</i> = 0 the unit impulse δ(<i>t</i>) is applied X(<i>s</i>)<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-43.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-43-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-43-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-43-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-43-4.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-43.png""/> </p>
<p>Therefore displacement <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-43-1.png""/>.</p> "
"<p>If <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/18-120.png""/> the polar plot, as the frequency is varied from 0 to infinity is</p>",a semicircle,a circle,a straight line,none of the above,,A," <p>At ω = 0, G(<i>j</i>ω) = 1 ∠ 0. At ω = ∞, G(<i>j</i>ω) = 0 ∠ -90°.</p> "
<p>A second order system has damping ratio x and natural frequency ω<i><sub>n</sub></i>. The unit step response is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-51-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-51-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-51-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-51-4.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-51.png""/>.</p> "
"<p>The response <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/28-269.png""/> is</p>",undamped,underdamped,critically damped,oscillatory,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/43-269.png""/> and is less than 1.</p> "
"<p>For a first order system having transfer function<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/12-22.png""/>, the unit step response is</p>",1 - <i>e</i><sup>-<i>t</i>/T</sup>,<i>e</i><sup><i>-t</i>/T</sup>,-<i>e</i><sup><i>-t</i>/T</sup> - 1,1 + <i>e</i><sup><i>-t</i>/T</sup>,,A," <p>Since the input is unit step, the response is <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/40-22.png""/>.</p> "
"<p>In the given figure, R<sub>2</sub> &gt;&gt; R<sub>1</sub>. Then <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-330-.png""/><br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-330.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-330-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-330-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-330-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-330-4.png""/>",,A," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/44-330.png""/> Since R<sub>2</sub> &gt; &gt; R<sub>1</sub> the term 1 + R<sub>1</sub>C<i>s</i> is small as compared to 1 + R<sub>2</sub>C<i>s</i>. Hence the factor <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/44-330-1.png""/> can be neglected.</p> "
<p>Which of the following is not a necessary advantage of negative feedback system?</p>,Feedback improves speed of response,Feedback improves stability,Feedback reduces effect of variations in system parameters,Feedback reduces the effect of external disturbances,,B, <p>Feedback may or may not improve stability. Moreover feedback may also cause instability.</p> 
<p>In position control system the device used for providing rate feedback voltage is</p>,potentiometer,synchro-transmitter,synchro-transformer,tacho generator,,D, <p>Tacho generator provides a voltage whose magnitude is proportional to speed.</p> 
"<p>For the system of the given figure, the closed loop poles are at<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/17-107.png""/></p>",0 and -4,"-2 ± <i>j</i><span class=""root"">6</span>","2 ± <i>j</i><span class=""root"">6</span>","-3 ± <i>j</i><span class=""root"">8</span>",,B," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-107.png""/>. </p>
<p>For the characteristic equation <i>s</i><sup>2</sup> + 4<i>s</i> + 10 = 0, the roots are -2 ± <i>j</i> <span class=""root"">6</span>.</p> "
"<p>For the given figure, <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-358-.png""/><br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-358.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-358-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-358-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-358-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-358-4.png""/>",,B," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/44-358.png""/>.</p> "
"<p>A system has <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-42.png""/> .If x(<i>t</i>) = <i>t</i><sup>2</sup>, Y(<i>s</i>) is</p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-42-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-42-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-42-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-42-4.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-42.png""/>.</p> "
<p>Derivative control action is effective?</p>,Only during steady state periods,Only during transient state periods,During both steady state and transient state periods,Either during steady state or during transient state periods,,B, <p>Derivative of constant is zero. Hence derivative control action is not effective is steady state.</p> 
