question,A,B,C,D,E,answer,explanation
"<p>The first column of a Routh array is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/25-227.png""/><br/>How many roots of the corresponding characteristic equation are in left half <i>s</i>-plane?</p>",2,3,4,5,,B," <p>Total number of roots is 5. Since two sign changes in first column, two roots are in right half plane. </p>
<p>Hence 3 roots in left half plane.</p> "
"<p>For the given figure, time constant RC = <span class=""symbol"">t</span>. Then<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-286-.png""/><br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-286.png""/></p>","<span class=""symbol"">t</span><sup>2</sup><i>s</i><sup>2</sup> + 2<span class=""symbol"">t</span><i>s</i> + 1","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-286-2.png""/>","<span class=""symbol"">t</span><i>s</i><sup>2</sup> + 1","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-286-4.png""/>",,B," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/43-286.png""/>.</p> "
"<p>The entries in the first column of Routh array of a fourth order are 5, 2, - 0.1, 2, 1. The number of poles in the right half plane are</p>",1,2,3,4,,B, <p>Two sign changes and hence two poles in right half plane.</p> 
<p>In Bode diagram (log magnitude plot) the factor (<i>j</i>ω)<sup><i>n</i></sup> in the transfer function gives a line having slope</p>,20 dB/decade,20n dB/decade,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/18-111-3.png""/>",-20n dB/decade,,B, <p>For (<i>j</i>ω)<sup>n</sup> term the slope is (20 <i>n</i>) dB/decade.</p> 
<p>The magnitude of transport lag factor is always zero.</p>,True,False,,,,B, <p>It is not always zero.</p> 
<p>The primary function of lag compensator is to provide sufficient</p>,gain margin,phase margin,both gain margin and phase margin,either (a) or (b),,B, <p>It changes phase.</p> 
"<p>In the given figure, C(<i>s</i>) =<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-288.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-288-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-288-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-288-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-288-4.png""/>",,B," <p>Use principle of superposition. Initially assume R(<i>s</i>) = 0 and find C(<i>s</i>). </p>
<p>Then assume U(<i>s</i>) = 0 and find C(<i>s</i>). Add the two responses.</p> "
"<p>For G(<i>j</i>ω) = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/35-380.png""/></p>",magnitude is 1 at all frequencies and phase angle varies from 0 to - 180° as ω varies from 0 to ∞,magnitude is T at all frequencies and phase angle 0,magnitude is (1 + ω<sup>2</sup>T<sup>2</sup>)<sup>0.5</sup> and phase angle varies from0 to 0 - 180° as ω varies from 0 to ∞,none of the above,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/44-380.png""/> </p>
<p>When ω = 0, phase angle is 0. </p>
<p>For high values of phase angle = - 90° - 90° = 180°.</p> "
"<p>The transient response of a second order system is given by <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/23-202.png""/> for 5% criterion the settling time is</p>",0.25 sec,0.75 sec,1.25 sec,4 sec,,B," <p>For 5% criterion settling time = 3T = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-202.png""/>. </p>
<p>Since ξω<sub><i>n</i></sub> = 4, <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-202-1.png""/> and 3T = 0.75 secs.</p> "
"<p>The polar plot of a transfer function passes through (-1, 0) point. The gain margin is</p>",zero,- 1 dB,1 dB,infinity,,A," <p>When polar plot passes through (-1, 0) the system is on limit of stability and gain margin is zero.</p> "
"<p>For the system in the given figure, the transfer function C(<i>s</i>)/R(<i>s</i>) is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/12-21.png""/></p>",G<sub>1</sub> + G<sub>2</sub> + G<sub>3</sub>,G<sub>1</sub> G<sub>2</sub> + G<sub>3</sub>,G<sub>1</sub> G<sub>2</sub> G<sub>3</sub>,(G<sub>1</sub> + G<sub>2</sub>) G<sub>3</sub>,,B, <p>G<sub>1</sub> and G<sub>2</sub> are cascaded.</p> 
"<p>For the system in the given figure, the characteristic equation is <br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-359.png""/></p>",<i>s</i><sup>2</sup> + <i>s</i>(3 + 6<i>a</i>) + 6 = 0,<i>s</i><sup>2</sup> + <i>s</i>(3 + 12<i>a</i>) + 12 = 0,<i>s</i><sup>2</sup> + 3<i>s</i> = 0,<i>s</i><sup>2</sup> + 6<i>s</i> = 0,,A," <p>Transfer function to inner loop = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/44-359.png""/>. </p>
<p>Then <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/44-359-1.png""/>. </p>
<p>The characteristic equation is <i>s</i><sup>2</sup> + 3<i>s</i> + 6<i>as</i> + 6 = 0.</p> "
<p>In control systems the magnitude of error voltage</p>,is very small,is very large,neither small nor large,may be any value from 0 to 50 V,,A, <p>The error voltage is always very small. A high value of error voltage may cause instability.</p> 
<p>The slope of log-magnitude asymptote changes by - 40 dB/ decade at a frequency ω<sub>1</sub>. This means that</p>,a double pole is present,a pair of complex conjugate poles is present,either a double pole or a pair of complex conjugate poles is present,a pole or zero at origin is present,,C, <p>A double pole or pair of complex poles result in - 40 dB/decade slope in log magnitude graph.</p> 
"<p>In the given figure the transfer function <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-238-.png""/><br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-238.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-238-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-238-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-238-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-238-4.png""/>",,D, <p>Use signal flow graph.</p> 
"<p>The transfer function <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/17-103.png""/>can be for</p>",lead compensator,lag compensator,lead-lag compensator,either (a) or (b),,C," <p>For a lead-lag compensator <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-103.png""/> </p>
<p>β &gt; 1 and <span class=""symbol"">a</span> &lt; 1.</p> "
"<p>The system of the given figure<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-59.png""/></p>",has two poles and one zero in left half plane,has two poles and one zero in right half plane,has two poles in left half plane and zero in right half plane,none of the above,,C," <p>Since <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-60.png""/> there are two poles at <i>s</i> = -2 and <i>s</i> = -1 and one zero at <i>s</i> = +3.</p> "
"<p>For the given figure C(<i>s</i>)/R(<i>s</i>) <br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-46.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-46-1u.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-46-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-46-3.png""/>",none of the above,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-46.png""/>.</p> "
"<p>If phase angle of open loop transfer function becomes - 180° at frequency ω<sub>1</sub>, then gain margin is equal to</p>",|G(<i>j</i>ω<sub>1</sub>)|,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/19-133-2.png""/>",1 + |G(<i>j</i>ω<sub>1</sub>)|,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/19-133-4.png""/>",,B," <p>If gain is <i>a</i>, gain margin is <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-133.png""/>. In this case gain is |G(<i>j</i>ω<sub>1</sub>)|.</p> "
"<p>A system with transfer function<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-234.png""/><br/> may be approximated by the system</p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-234-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-234-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-234-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-234-4.png""/>",,A," <p>Coefficient (<i>s</i> + 15) gives the term <i>e</i><sup>-15<i>t</i></sup> and the coefficient (<i>s</i> + 20) gives the term <i>e</i><sup>-20<i>t</i></sup>. </p>
<p>These can be neglected as compared to terms corresponding to <i>s</i> and (<i>s</i> + 1).</p> "
"<p>For the second order system having following differential equation<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-241.png""/><br/>(When θ<sub>0</sub> and θ<sub><i>i</i></sub> are output and input) the natural frequency is</p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-241-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-241-2.png""/>","<span class=""root"">KJ</span>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/26-241-4.png""/>",,A, <p>Compare with standard form.</p> 
"<p>For a second order system, the position of poles is in the shaded region shown in the given figure. The variation in damping factor is<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-342.png""/></p>",from 0 to 1,from about 0.3 to 0.7,from 1 to 5,from 0 to 3,,B, <p>Variation in damping factor is small.</p> 
"<p>For a factor <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/34-375.png""/> in the transfer function, the log magnitude plot</p>",is a straight line with slope 0 dB/decade,is a straight line with slope 20 dB/decade,is a straight line with slope - 20 dB/decade,is a straight line with slope - 40 dB/decade,,D," <p><i>j</i>ω term in denominator gives a straight line with a slope of - 20 dB/decade and <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/18-128-3.png""/> gives a straight line with a slope of - 40 dB/decade.</p> "
<p>The frequency at which magnitude of closed loop frequency response is 3 dB below its zero frequency value is called critical frequency.</p>,True,False,,,,B, <p>It is not critical frequency.</p> 
"<p>The transfer function <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/38-458.png""/> has the characteristics of high pass filter.</p>",True,False,,,,B," <p>When ω is high, the output is low.</p> "
"<p>In a second order system, the time constant <span class=""symbol"">t</span> of exponential envelopes depends</p>",only on damping factor,only on natural frequency,both on damping factor and natural frequency,neither on damping factor nor on natural frequency,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/44-340.png""/></p> "
"<p>The maximum shift which can be provided by a lead compensator with transfer function <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/22-191.png""/> is</p>",15°,30°,45°,60°,,B," <p>The maximum phase lead is given by <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-191.png""/> </p>
<p>In this case <span class=""symbol"">a</span> = 1/3. Hence sin Φ<sub><i>m</i></sub> = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/42-191-1.png""/> = 0.5 or Φ<sub><i>m</i></sub> = 30°.</p> "
"<p>The network of the given figure is a<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/33-353.png""/></p>",lag network,lead network,lag-lead network,any of the above,,B, <p>V<sub>0</sub> will lead V<sub><i>i</i></sub>. Hence lead network.</p> 
"<p>For the given figure <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-45.png""/><br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-45-.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-45-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-45-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-45-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/13-45-4.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-45.png""/>.</p> "
<p>The resistance R of a liquid flow system is defined as</p>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-13-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-13-2.png""/>",change in level difference x change in flow rate,non of the above,,B," <p>Electrical resistance <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/40-13.png""/>, level difference or head is analogous to <i>v</i> and change in flow rate is analogous to current.</p> "
"<p>For quadratic factor<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/18-115.png""/>. In Bode log magnitude plot the high frequency asymptote is a straight line having the slope</p>",-20 dB per decade,+20 dB per decade,-40 dB per decade,+40 dB per decade,,C," <p>For quadratic factor in denominator, slope at high frequencies is - 40 dB/decade.</p> "
"<p>For op-amp circuit of the given figure, E<i><sub>o</sub></i>(<i>s</i>)/E<i><sub>i</sub></i>(<i>s</i>) =<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/15-74.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/15-74-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/15-74-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/15-74-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/15-74-4.png""/>",,D," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-74.png""/>.</p> "
"<p><p><b>Assertion (A):</b>  When the phase margin of a control system is improved using a lead network, noise transmission increases.</p><p><b>Reason (R):</b> Phase lead compensation increases bandwidth.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,A, <p>More bandwidth means more noise.</p> 
<p>In liquid flow system the capacitance of a water tank is defined as</p>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-14-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-14-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-14-3.png""/>",none of the above,,A," <p>Electrical <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/40-14.png""/> and <i>dQ</i> is analogous to change in amount of liquid and <i>dv</i> is analogous to change in head.</p> "
"<p>For a first order system having transfer function <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/12-22.png""/>, the unit ramp response is</p>",T(1 - <i>e</i><sup><i>-t</i>/T</sup>),<i>t</i> - T + T <i>e</i><sup><i>-t</i>/T</sup>,<i>t</i> + T + T <i>e</i><sup><i>-t</i>/T</sup>,<i>t</i> + 2T <i>e</i><sup><i>-t</i>/T</sup>,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-23.png""/>.</p> "
<p>For an RLC series circuit Z(<i>s</i>) is of the form</p>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/27-254-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/27-254-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/27-254-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/27-254-4.png""/>",,D," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/43-254.png""/>.</p> "
<p>If feedback factor is β the overall gain of a closed loop system is approximately equal to</p>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-344-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/32-344-2.png""/>",β,"<span class=""root"">β</span>",,B," <p>Closed loop gain = <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/44-344.png""/>. Since 1 &lt;&lt; A<sub><i>v</i></sub> β, the gain is <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/44-344-1.png""/>.</p> "
"<p>The functions<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/35-381-1.png""/> and <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/35-381-2.png""/>have</p>",identical magnitude and phase curves,identical magnitude curves but different phase curves,different magnitude curves but identical phase curves,different magnitude and phase curves,,B," <p>Magnitude are the same. <i>i.e</i>. <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/44-381.png""/>. </p>
<p>However phase angles are different because the phase angle of 1 - <i>j</i>ωT<sup>3</sup> is negative but that of 1 - <i>j</i>ωT<sup>3</sup> is positive.</p> "
"<p>For the op-amp circuit of the given figure, E<i><sub>o</sub></i>(<i>s</i>)/E<i><sub>i</sub></i>(<i>s</i>) =<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/16-75.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/16-75-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/16-75-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/16-75-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/16-75-4.png""/>",,B," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-75.png""/></p> "
"<p>A unity feedback system has open loop transfer function<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-56.png""/> The closed loop transfer function is</p>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-56-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-56-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-56-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/14-56-4.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/41-56.png""/>.</p> "
<p><p><b>Assertion (A):</b>  Positive feedback is not used in any circuit.</p><p><b>Reason (R):</b> Positive feedback leads to instability.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,D, <p>Positive feedback is used in oscillator circuits.</p> 
"<p>For the equation <img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-10.png""/> where Q is heat energy G<sub><i>t</i></sub> is thermal conductance and θ is temperature, analogous electrical equation is</p>",<i>i</i> = <i>G(v<sub>1</sub> - v<sub>2</sub></i>),"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-10-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-10-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/11-10-3.png""/>",,A, <p>Temperatures θ<sub>1</sub> and θ<sub>2</sub> are analogous to voltage <i>v</i><sub>1</sub> and <i>v</i><sub>2</sub> .</p> 
<p>If the Nyquist plot does not encircle the (-1 + <i>j</i>0) point the system is always stable.</p>,True,False,,,,B, <p>It is not necessary.</p> 
