question,A,B,C,D,E,answer,explanation
"<p>For a second order system with 0 &lt; ξ &lt; 1, the angle which poles make with negative real axis is</p>",sin<sup>-1</sup> ξ,cos<sup>-1</sup> ξ,tan<sup>-1</sup> ξ,cot<sup>-1</sup> ξ,,B,
<p>The resolution of a wire wound potentiometer is about</p>,0.001%,0.1%,1%,5%,,B,
"<p>Consider the following statements<ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The effect of feedback is to reduce system error</li><li style=""padding-top:10px;"">Feedback increases the system gain at one frequency but reduces the system gain as another frequency</li><li style=""padding-top:10px;"">Feedback can cause an originally stable system to become unstable</li></ol> Which of the above statements are correct?</p>","1, 2, 3","1, 2","2, 3","1, 3",,D,
<p>M circles are symmetrical with respect to</p>,real and imaginary axis,M = 1 straight line and real axis,M = 1 straight line and imaginary axis,M = 1 straight line,,B,
<p>A lag compensator</p>,speeds up the transient response of the system,improves steady state behaviour of the system,improves steady state behaviour and speeds up the transient response of the system,improves steady state behaviour and preserves the transient response of the system,,D,
<p><p><b>Assertion (A):</b>  An on off controller gives rise to oscillation of the output between two limits.</p><p><b>Reason (R):</b> Location of a pair of poles on <i>j</i>ω axis gives rise to self sustained oscillations in the output.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,R is correct but A is wrong,,B,
"<p>Consider the following statements about transport-lag <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">It is of non-minimum phase behaviour</li><li style=""padding-top:10px;"">It normally exists in thermal, hydraulic and pneumatic systems</li><li style=""padding-top:10px;"">It has an excessive phase lag with no attenuation at high frequency</li></ol> Which of the above statements are correct?</p>",1 only,1 and 2,All,2 and 3,,C,
"<p>Consider the following statements: <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">If any root of characteristic equation has a positive real part the impulse response is unbounded and system is unstable.</li><li style=""padding-top:10px;"">If all the roots of a characteristic equation have negative real parts, the impulse response decays to zero.</li><li style=""padding-top:10px;"">If one or more non-repeated roots of characteristic equation are on <i>j</i>ω axis impulse response is bounded but the system is unstable.</li></ol> Which of the above equations are correct?</p>","1, 2 and 3",1 and 2 only,1 and 3 only,2 and 3 only,,A,
"<p>If block diagrams of the given figure (a) and (b) are to be equivalent, then<br/><img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-289.png""/></p>",G<sub>2</sub> = G<sub>1</sub>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-289-2.png""/>",G<sub>2</sub> = G<sub>1</sub><sup>2</sup>,"<img src=""/_files/images/electronics-and-communication-engineering/automatic-control-systems/29-289-4.png""/>",,B,
<p>In root locus analysis the breakaway and break in points</p>,lie on the real axis,either lie on the real axis or occur in complex conjugate pairs,always occur in complex conjugate pairs,none of the above,,B,
