question,A,B,C,D,E,answer,explanation
<p>Which of the following is true regarding access lists applied to an interface?</p>,You can place as many access lists as you want on any interface until you run out of memory.,You can apply only one access list on any interface.,"One access list may be configured, per direction, for each layer 3 protocol configured on an interface.",You can apply two access lists to any interface.,,C, A Cisco router has rules regarding the placement of access lists on a router interface. You can place one access list per direction for each layer 3 protocol configured on an interface. 
<p>Which command would you use to apply an access list to a router interface?</p>,"<i class=""networking-code"">ip access-list 101 out</i>","<i class=""networking-code"">access-list ip 101 in</i>","<i class=""networking-code"">ip access-group 101 in</i>","<i class=""networking-code"">access-group ip 101 in</i>",,C," To apply an access list, the proper command is <i class=""networking-code"">ip access-group 101 in</i>. "
<p>Which of the following is an example of a standard IP access list?</p>,"<i class=""networking-code"">access-list 110 permit host 1.1.1.1</i>","<i class=""networking-code"">access-list 1 deny 172.16.10.1 0.0.0.0</i>","<i class=""networking-code"">access-list 1 permit 172.16.10.1 255.255.0.0</i>","<i class=""networking-code"">access-list standard 1.1.1.1</i>",,B, Standard IP access lists use the numbers 1-99 and 1300-1999 and filter based on source IP address only. Option C is incorrect because the mask must be in wildcard format. 
<p>You need to create an access list that will prevent hosts in the network range of 192.168.160.0 to 192.168.191.0. Which of the following lists will you use?</p>,"<i class=""networking-code"">access-list 10 deny 192.168.160.0 255.255.224.0</i>","<i class=""networking-code"">access-list 10 deny 192.168.160.0 0.0.191.255</i>","<i class=""networking-code"">access-list 10 deny 192.168.160.0 0.0.31.255</i>","<i class=""networking-code"">access-list 10 deny 192.168.0.0 0.0.31.255</i>",,C," The range of 192.168.160.0 to 192.168.191.0 is a block size of 32. The network address is 192.168.160.0 and the mask would be 255.255.224.0, which for an access list must be a wildcard format of 0.0.31.255. The 31 is used for a block size of 32. The wildcard is always one less than the block size. "
"<p>You are working on a router that has established privilege levels that restrict access to certain functions. You discover that you are not able to execute the command <i class=""networking-code"">show running-configuration</i>. How can you view and confirm the access lists that have been applied to the Ethernet 0 interface on your router?</p>","<i class=""networking-code"">show access-lists</i>","<i class=""networking-code"">show interface Ethernet 0</i>","<i class=""networking-code"">show ip access-lists</i>","<i class=""networking-code"">show ip interface Ethernet 0</i>",,D," The only command that shows which access lists have been applied to an interface is <i class=""networking-code"">show ip interface Ethernet 0</i>. The command <i class=""networking-code"">show access-lists</i> displays all configured access lists, and <i class=""networking-code"">show ip access-lists</i> displays all configured IP access lists, but neither command indicates whether the displayed access lists have been applied to an interface. "
<p>What command will permit SMTP mail to only host 1.1.1.1?</p>,"<i class=""networking-code"">access-list 10 permit smtp host 1.1.1.1</i>","<i class=""networking-code"">access-list 110 permit ip smtp host 1.1.1.1</i>","<i class=""networking-code"">access-list 10 permit tcp any host 1.1.1.1 eq smtp</i>","<i class=""networking-code"">access-list 110 permit tcp any host 1.1.1.1 eq smtp</i>",,D," When trying to find the best answer to an access-list question, always check the access-list number and then the protocol. When filtering to an upper-layer protocol, you must use an extended list, numbers 100-199 and 2000-2699. Also, when you filter to an upper-layer protocol, you must use either <i class=""networking-code"">tcp</i> or <i class=""networking-code"">udp</i> in the protocol field. If it says <i class=""networking-code"">ip</i> in the protocol field, you cannot filter to an upper-layer protocol. SMTP uses TCP. "
<p>You want to create a standard access list that denies the subnet of the following host: 172.16.50.172/20. Which of the following would you start your list with?</p>,"<i class=""networking-code"">access-list 10 deny 172.16.48.0 255.255.240.0</i>","<i class=""networking-code"">access-list 10 deny 172.16.0.0 0.0.255.255</i>","<i class=""networking-code"">access-list 10 deny 172.16.64.0 0.0.31.255</i>","<i class=""networking-code"">access-list 10 deny 172.16.48.0 0.0.15.255</i>",,D," First, you must know that a /20 is 255.255.240.0, which is a block size of 16 in the third octet. Counting by 16s, this makes our subnet 48 in the third octet, and the wildcard for the third octet would be 15 since the wildcard is always one less than the block size. "
<p>What router command allows you to determine whether an IP access list is enabled on a particular interface?</p>,"<i class=""networking-code"">show ip port</i>","<i class=""networking-code"">show access-lists</i>","<i class=""networking-code"">show ip interface</i>","<i class=""networking-code"">show access-lists interface</i>",,C," Only the <i class=""networking-code"">show ip interface</i> command will tell you which interfaces have access lists applied. <i class=""networking-code"">show access-lists</i> will not show you which interfaces have an access list applied. "
<p>You have created a named access list called Blocksales. Which of the following is a valid command for applying this to packets trying to enter interface s0 of your router?</p>,"(config)# <i class=""networking-code"">ip access-group 110 in</i>","(config-if)# <i class=""networking-code"">ip access-group 110 in</i>","(config-if)# <i class=""networking-code"">ip access-group Blocksales in</i>","(config-if)# <i class=""networking-code"">blocksales ip access-list in</i>",,C," Using a named access list just replaces the number used when applying the list to the router's interface. <i class=""networking-code"">ip access-group Blocksales in</i> is correct. "
<p>You want to create a standard access list that denies the subnet of the following host: 172.16.144.17/21. Which of the following would you start your list with?</p>,"<i class=""networking-code"">access-list 10 deny 172.16.48.0 255.255.240.0</i>","<i class=""networking-code"">access-list 10 deny 172.16.144.0 0.0.7.255</i>","<i class=""networking-code"">access-list 10 deny 172.16.64.0 0.0.31.255</i>","<i class=""networking-code"">access-list 10 deny 172.16.136.0 0.0.15.255</i>",,B," First, you must know that a /21 is 255.255.248.0, which is a block size of 8 in the third octet. Counting by eight, this makes our subnet 144 in the third octet, and the wildcard for the third octet would be 7 since the wildcard is always one less than the block size. "
