question,A,B,C,D,E,answer,explanation
"<p>If <i>p</i><sub>1</sub> is the pressure of air entering the L.P, cylinder and <i>p</i><sub>3</sub> is the pressure of air leaving the H.P. cylinder, then the ratio of cylinder diameters for a single acting, two stage reciprocating compressor with complete intercooling is given by</p>",<i>D</i><sub>1</sub>/<i>D</i><sub>2</sub> = (<i>p</i><sub>1</sub><i>p</i><sub>3</sub>)<sup>1/2</sup>,<i>D</i><sub>1</sub>/<i>D</i><sub>2</sub> = (<i>p</i><sub>1</sub>/<i>p</i><sub>3</sub>)<sup>1/4</sup>,<i>D</i><sub>1</sub>/<i>D</i><sub>2</sub> = (<i>p</i><sub>1</sub><i>p</i><sub>3</sub>)<sup>1/4</sup>,<i>D</i><sub>1</sub>/<i>D</i><sub>2</sub> = (<i>p</i><sub>3</sub>/<i>p</i><sub>1</sub>)<sup>1/4</sup>,,D,
<p>Reheating in a gas turbine</p>,increases the thermal efficiency,increases the compressor work,increases the turbine work,decreases the thermal efficiency,,A,
"<p>In a single stage, single acting reciprocating air compressor, without clearance, the workdone on the air during isentropic compression is __________ the heat required to raise the temperature of air from <i>T</i><sub>1</sub> to <i>T</i><sub>2</sub> at a constant pressure.</p>",equal to,less than,greater than,,,A,
<p>Workdone by an air compressor __________ upon the way in which the air is compressed.</p>,depends,does not depend,,,,A,
"<p>In a compressor, work is done on the piston during suction of air and work is done by the piston during compression as well as delivery of air.</p>",Agree,Disagree,,,,A,
<p>Maximum work is saved in a two stage reciprocating air compressor with incomplete intercooling.</p>,Agree,Disagree,,,,B,
<p>The mass of gas turbine per kW developed is about __________ as that of an I.C. engine.</p>,same,one-half,one-fourth,one-sixth,,D,
"<p>In a centrifugal compressor, the ratio of the __________ to the blade velocity is called slip factor.</p>",inlet whirl velocity,outlet whirl velocity,inlet velocity of flow,outlet velocity of flow,,D,
"<p>In a turbo jet engine, subsequent to heat addition to compressed air, to get the power output, the working substance is expanded in</p>","exit nozzle, which is a constant volume process","exit nozzle, which is essentially an isentropic process","turbine blades, which is a constant volume process","turbine blades, which is essentially an isentropic process",,D,
<p>The air is delivered __________ in one revolution in case of a three-lobbed rotor.</p>,two times,three times,four times,six times,,D,
<p>The performance of air compressor at high altitudes will be __________ as compared to that at sea level.</p>,same,lower,higher,,,B,
"<p>In a centrifugal compressor, the highest Mach number leading to shock wave in the fluid flow occurs at</p>",diffuser inlet radius,diffuser outlet radius,impeller inlet radius,impeller outlet radius,,B,
"<p>In a centrifugal compressor, the air enters the impeller axially and leaves the vane radially.</p>",Yes,No,,,,B,
"<p>In gas turbines, the work input with intercooling is __________ the work input with no intercooling.</p>",less man,more than,,,,A,
<p>The compressor capacity will be __________ if the temperature of intake air is lowest.</p>,lowest,highest,,,,B,
"<p>For perfect intercooling in a three stage compressor,</p>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/371-67-1.png""/>","<img src=""/_files/images/mechanical-engineering/compressors-gas-dynamics-and-gas-turbines/371-67-2.png""/>",<i>p</i><sub>1</sub><i>p</i><sub>2</sub> = <i>p</i><sub>3</sub><i>p</i><sub>4</sub>,<i>p</i><sub>1</sub><i>p</i><sub>3</sub> = <i>p</i><sub>2</sub><i>p</i><sub>4</sub>,,A,
<p>A machine used to raise the pressure of air is called</p>,gas turbine,I.C engine,compressor,air motor,,C,
<p>The overall efficiency of the compressed air system is the</p>,ratio of shaft output of the air motor to the shaft input to the compressor,ratio of shaft input to the compressor to the shaft output of air motor,product of shaft output of air motor and shaft input to the compressor,none of the above,,A,
"<p>In a jet engine, the compression varies as the square of the speed.</p>",Correct,Incorrect,,,,A,
"<p>In a single acting reciprocating air compressor, without clearance, the compression of air may be</p>",isothermal,polytropic,isentropic,any one of these,,D,
