question,A,B,C,D,E,answer,explanation
"<p>In a four stage compressor, if the pressure at the first and third stage are 1 bar and 16 bar, then the delivery pressure at the fourth stage will be</p>",1 bar,16 bar,64 bar,256 bar,,C,
<p>The compressed air may be used</p>,in gas turbine plants,for operating pneumatic drills,in starting and supercharging of I.C. engines,all of the above,,D,
<p>A rocket works with maximum overall efficiency when air-craft velocity is __________ the jet velocity.</p>,equal to,one-half,double,,,B,
<p>The volumetric efficiency for reciprocating air compressors is about</p>,10 to 40%,40 to 60%,60 to 70%,70 to 90%,,D,
<p>The maximum temperature in a gas turbine is</p>,200°C,500°C,700°C,1000°C,,C,
<p>The rotary compressors are suitable for large discharge of air at low pressure.</p>,True,False,,,,A,
<p>The stagnation pressure rise in a centrifugal compressor takes place</p>,in the diffuser only,in the impeller only,in the diffuser and impeller,in the inlet guide vanes only,,C,
<p>The total heat rejected in a reciprocating air compressor is equal to the sum of the heat rejected during polytropic compression per kg of air and heat rejected in the intercooler per kg of air.</p>,True,False,,,,A,
<p>In a jet propulsion</p>,the propulsive matter is ejected from within the propelled body,the propulsive matter is caused to flow around the propelled body,its functioning does not depend upon presence of air,none of the above,,B,
<p>An open cycle gas turbine works on the same cycle as that of a closed cycle gas turbine.</p>,Yes,No,,,,A,
<p>Which of the following statement is wrong?</p>,"In a two stage reciprocating air compressor with complete intercooling, maximum work is saved.",The minimum work required for a two stage reciprocating air compressor is double the work required for each stage.,The ratio of the volume of free air delivery per stroke to the swept volume of the piston is called volumetric efficiency.,none of the above,,D,
"<p>In a single acting reciprocating compressor, the suction, compression and delivery of air takes place in __________ of the piston.</p>",one stroke,two strokes,three strokes,four strokes,,B,
<p>The increase in pressure in a vane blower takes place first due to compression and then due to back flow of air.</p>,Correct,Incorrect,,,,A,
<p>The maximum delivery pressure in a rotary air compressor is</p>,10 bar,20 bar,30 bar,50 bar,,A,
<p>The capacity of a compressor is expressed in</p>,kg/m<sup>2</sup>,kg/m<sup>3</sup>,m<sup>3</sup>/min,m<sup>3</sup>/kg,,C,
<p>Intercooling in multi-stage compressors is done</p>,to cool the air during compression,to cool the air at delivery,to enable compression in two stages,to minimise the work of compression,,D,
"<p>For a two stage reciprocating compressor, compression from <i>p</i><sub>1</sub> to <i>p</i><sub>3</sub> is with perfect intercooling and no pressure losses. If compression in both the cylinders follows the same polytropic process and the atmospheric pressure is <i>p<sub>a</sub></i>, then the intermediate pressure <i>p</i><sub>2</sub> is given by</p>",<i>p</i><sub>2</sub> = (<i>p</i><sub>1</sub> + <i>p</i><sub>3</sub>)/2,"<i>p</i><sub>2</sub> = <span class=""root""><i>p</i><sub>1</sub>.<i>p</i><sub>3</sub></span>",<i>P</i><sub>2</sub> = <i>P<sub>a</sub></i> x <i>p</i><sub>3</sub>/<i>p</i><sub>1</sub>,"<i>p</i><sub>2</sub> = <i>p<sub>a</sub></i> <span class=""root""><i>p</i><sub>3</sub>/<i>p</i><sub>1</sub></span>",,B,
<p>The ratio of workdone per cycle to the stroke volume of the compressor is known as</p>,compressor capacity,compression ratio,compressor efficiency,mean effective pressure,,D,
<p>The clearance volume in the compressor is kept minimum because it effects on volumetric efficiency.</p>,Correct,Incorrect,,,,A,
<p>The inlet pressure is always __________ the discharge pressure.</p>,equal to,less than,more than,,,B,
