question,A,B,C,D,E,answer,explanation
<p>A compressor at high altitudes will require __________ power.</p>,same,less,more,,,B,
<p>The mean effective pressure of the compressor is the</p>,actual volume of the air delivered by the compressor when reduced to normal temperature and pressure conditions,volume of air delivered by the compressor,volume of air sucked by the compressor during its suction stroke,none of the above,,D,
<p>The reason for volumetric efficiency of reciprocating compressor being less than 100 percent is</p>,pressure drop across the valves,superheating in compressor,clearance volume and leakages,all of these,,D,
"<p>For minimum work in multi-stage compression, the workdone on all stages should be equal.</p>",Yes,No,,,,A,
<p>The thrust of a jet propulsion power unit can be increased by</p>,injecting water into the compressor,burning fuel after gas turbine,injecting ammonia into the combustion chamber,all of the above,,D,
<p>Which of the following statement is correct?</p>,The reciprocating compressors are best suited for high pressure and low volume capacity,The effect of clearance volume on power consumption is negligible for the same volume of discharge,both (a) and (b),none of these,,C,
<p>Slip factor in a centrifugal compressor indicates the amount of air leaked from the storage vessel.</p>,Yes,No,,,,B,
<p>The ratio of the isentropic work to the Euler's work is known as pressure coefficient.</p>,Yes,No,,,,A,
<p>A turbo-prop is preferred to turbo-jet because</p>,it has high propulsive efficiency at high speeds,it can fly at super sonic speeds,it can fly at high elevations,it has high power for take off,,D,
<p>The air power of the compressor is also known as</p>,indicated power,brake power,frictional power,none of these,,A,
<p>The overall isothermal efficiency of the compressor is defined as the ratio of</p>,work required to compress the air isothermally to the actual work required to compress the air for the same pressure ratio,isothermal power to the shaft power or B.P. of the motor or engine required to drive the compressor,volume of free air delivery per stroke to the swept volume of the piston,isentropic power to the power required to drive the compressor,,B,
<p>The minimum work required for a three stage reciprocating air compressor is __________ the work required for each stage.</p>,equal to,double,three times,six times,,C,
"<p>For a multi-stage compressor, the polytropic efficiency is constant throughout for all the stages.</p>",True,False,,,,A,
"<p>In a high pressure compressor, the delivery pressure is</p>",1 to 5 bar,5 to 8 bar,8 to 10 bar,10 to 15 bar,,C,
"<p>When the outlet angle from the rotor of a centrifugal compressor is more than 90°, then the blades are said to be</p>",forward curved,backward curved,radial,none of these,,A,
"<p>In axial flow compressors, the flow of air is parallel to the axis of compressor.</p>",Correct,Incorrect,,,,A,
<p>The ratio of the isothermal power to the shaft power or brake power of the motor or engine required to drive the compressor is called overall isothermal efficiency.</p>,True,False,,,,A,
"<p>In a double acting compressor, the air is compressed</p>",in one cylinder,in two cylinders,in a single cylinder on both sides of the piston,in two cylinders on both sides of the piston,,C,
<p>The basic principle of the rocket propulsion is the same as that of jet propulsion.</p>,Yes,No,,,,A,
"<p>In a centrifugal compressor, the flow of air is __________ to the axis of compressor.</p>",parallel,perpendicular,inclined,none of these,,B,
"<p>For minimum work required to compress and deliver a quantity of air by multi-stage compression,</p>",the compression ratio in each stage should be same,the intercooling should be perfect,the workdone in each stage should be same,all of the above,,D,
