question,A,B,C,D,E,answer,explanation
"<p>In a Hartley oscillator the condition for sustained oscillations is <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/355-946-1.png""/>. If there exists mutual inductance M between coils L<sub>1</sub> and L<sub>2</sub>, then the above condition will get modified as <i>h</i><sub><i>fe</i></sub></p>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/355-946-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/355-946-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/355-946-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/355-946-5.png""/>",,C,
"<p>Figure shows current pulses of a class C power amplifier. The fundamental frequency of these pulses is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/324-367-1.png""/></p>",100 kHz,1000 kHz,10 kHz,1 kHz,,A,
<p>A FET has</p>,very high input resistance,very low input resistance,high connection emitter junction,forward biased PN junction,,A,
<p>A TRIAC is a semiconductor device which acts as a</p>,2 terminal unidirectional switch,2 terminal bidirectional switch,3 terminal bidirectional switch,4 terminal multidirectional switch,,C,
"<p>The Clapp oscillator shown in figure will operate at<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/354-936-1.png""/></p>",4.6 kHz,46 kHz,460 kHz,4600 kHz,,C,
<p>In a Darlington pair</p>,the emitter of first transistor drives the base of the second,the base of the first transistor drives the emitter of the second,emitters of the two transistors are connected through a resistor,none of the above,,A,
"<p>Figure shows a zener circuit and characteristic of the zener used. If R<sub>2</sub> is the lowest load resistance, then for proper voltage regulation R<sub>1</sub> must be<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/313-191-1.png""/></p>","more than <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/313-191-2.png""/>","more than <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/313-191-3.png""/>","less than <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/313-191-3.png""/>","less than <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/313-191-2.png""/>",,C,
"<p>In CC configuration, the output signals has approximately</p>",the same amplitude and phase,opposite amplitude and phase,same amplitude but opposite phase,none of the above,,A,
<p>The PIV of a bridge rectifier is less than that of full wave rectifier with centre tapped transformer.</p>,True,False,,,,A,
<p>Zero bias works only with</p>,D MOSFETs,E MOSFETs,both D and E MOSFETs,neither D nor E MOSFETs,,A,
<p>Which of the following uses a capacitor in the feedback path?</p>,Active low pass filter,Active high pass filter,Both (a) or (b),Neither (a) nor (b),,A,
<p>In an inverting amplifier using op-amp the current input to the inverting terminal</p>,is equal to the current through feedback resistance,is less than the current through feedback resistance,is more than the current through feedback resistance,"may be equal to, less or more than current through feedback resistance",,A,
"<p>For a transistor the normal collector voltage is 12 V. If actually it is found to be + 28 V, the trouble could be</p>",R<sub>L</sub> is open,R<sub>E</sub> is open,C<sub>E</sub> is shorted,C<sub>E</sub> is open,,B,
"<p>In a CE transistor amplifier, when collector-emitter voltage increases</p>",the instantaneous operating point moves up the load line,the instantaneous operating point moves down the line,load current increases,none of the above,,A,
"<p>In figure, V<sub>C</sub> is approximately equal to<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/326-425-1.png""/></p>",2 V,4.6 V,8 V,7.6 V,,C,
<p>Which one of the following power amplifier has the maximum efficiency?</p>,Class A,Class B,Class AB,Class C,,D,
"<p>Figure shows small signal model of CB amplifier circuit. Then I and R are respectively equal to<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/313-184-1.png""/></p>","<span class=""symbol"">a</span> <i>i</i><sub><i>e</i></sub> and <i>r</i><sub><i>e</i></sub>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/313-184-2.png""/>","<span class=""symbol"">a</span> <i>i</i><sub><i>e</i></sub> and <i>r</i><sub><i>e</i></sub> (<span class=""symbol"">a</span> - 1)","(<span class=""symbol"">a</span> - 1) <i>i</i><sub><i>e</i></sub> and <i>r</i><sub><i>e</i></sub>",,A,
<p>The common emitter short circuit current gain β of a transistor</p>,is a monotonically increasing function of the collector current I<sub><i>c</i></sub>,is a monotonically decreasing function of I<sub><i>c</i></sub>,"increasing with I<sub><i>c</i></sub>, for low I<sub><i>c</i></sub>, reaches a maximum and then decreases with further increase in I<sub><i>c</i></sub>",is not a function of I<sub><i>c</i></sub>,,C,
<p>A complementary symmetry amplifier has</p>,1 P-N-P and 1 N-P-N transistor,2 P-N-P transistor,2 N-P-N transistor,2 P-channel FETs,,A,
"<p>The units of <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/335-548-1.png""/> are</p>",V,V<sup>-1</sup>,J,J/K,,B,
<p>Negative feedback is used in audio amplifiers to</p>,operate class C,reduce distortion,increase distortion,increase gain,,B,
<p>A BJT amplifier has a power gain of 0.5 from source to base. The power gain in dB is</p>,-0.3 dB,-3 dB,-6 dB,-10 dB,,B,
<p>A rectifier circuit has load resistance R. It uses a capacitance filter having capacitance C. For low ripple in the output</p>,RC should be 1,RC should be low,RC should be high,RC should be neither low nor high,,C,
<p>In graphical analysis of BJT amplifier the slope of ac line is more than that of dc load line.</p>,True,False,,,,A,
<p>Which circuit is called emitter follower?</p>,CC,CE,CB,Both (a) and (b),,A,
<p>Logarithmic amplifiers are used in</p>,adders,dividers,multipliers,all of the above,,B,
"<p>Figure represents a<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/347-776-1.png""/></p>",JFET shunt switching circuit,JFET series switching circuit,JFET analog switch,multiplexing,,B,
"<p>In figure V<sub>BE</sub> = 0.7 V. If base current required to saturate the transistor is 0.1 mA, V<sub><i>i</i></sub> =<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/320-288-1.png""/></p>",5 V,5.7 V,10 V,10.7 V,,B,
"<p>As per miller theorem the circuit of figure (1) can be replaced by that in figure (2) If V<sub>1</sub>/V<sub>2</sub> = K, then Y<sub>1</sub> and Y<sub>2</sub> are equal to<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/310-141-1.png""/></p>",Y(1 - K) each,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/310-141-2.png""/> each","Y<sub>1</sub> = Y(1 - K) and Y<sub>2</sub> = <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/310-141-2.png""/>","Y<sub>1</sub> = <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/310-141-2.png""/> and Y<sub>2</sub> = (1 - K)",,C,
"<p>In a biased JFET (Figure) the shape of the channel is as shown because<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/326-423-1.png""/></p>",it is the property of material used,the drain end is more reverse biased than source end,drain end is more forward biased than source end,impurity profile changes with distance,,B,
<p><p><b>Assertion (A):</b>  In class A amplifier the distortion is minimum</p><p><b>Reason (R):</b>  In class A amplifier collector current exists for 360° of input cycle</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,A,
<p><p><b>Assertion (A):</b>  In a differential amplifier the current through common emitter resistor is called tail current</p><p><b>Reason (R):</b>  CMRR of an op-amp indicates how a differential signal amplified </p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,C,
<p>Quartz crystal has</p>,very small Q,small Q,very high Q,Q less than 1,,C,
<p>The current I<sub>CBO</sub></p>,increases with increases in temperature,is normally greater for silicon transistor than germanium transistors,mainly depends on the emitter base junction bias,depends largely on the emitter doping,,A,
<p><p><b>Assertion (A):</b>  In a push pull circuit each transistor stays in the active region for one half cycle</p><p><b>Reason (R):</b>  A push pull amplifier has low distortion</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,A,
