question,A,B,C,D,E,answer,explanation
<p>CC circuit is suitable for impedance matching.</p>,True,False,,,,A,
<p>Which of the following number specification refers to FET with one gate?</p>,2N,3N,3Y,3X,,B,
<p>Which of the following plot can be directly used to determine β?</p>,V<sub>CE</sub> versus <i>i</i><sub>C</sub> for constant I<sub>B</sub>,V<sub>BE</sub> versus <i>i</i><sub>B</sub> for constant V<sub>CE</sub>,V<sub>CB</sub> versus <i>i</i><sub>C</sub> for constant I<sub>B</sub>,All of the above,,A,
<p>Oscillation of frequency in Hartley oscillator is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/331-486-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/331-486-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/331-486-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/331-486-4.png""/>",,B,
<p>The emitter follower steps up the impedance by a factor of</p>,"<span class=""symbol"">a</span>",β,"<span class=""symbol"">a</span> β","<span class=""symbol"">a</span>/β",,B,
"<p>In each of circuits below, indicate which diode is conducting?<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/351-865-1.png""/></p>",Figure A,Figure B,Figure C,All the three,,D,
<p>A dc amplifier can operate</p>,at zero frequency,only at low frequency,only at high frequencies,both at low and high frequencies,,A,
<p><p><b>Assertion (A):</b>  In a common source amplifier with source terminal at ac ground the voltage gain is about <i>g</i><sub><i>m</i></sub> <i>r</i><sub><i>d</i></sub></p><p><b>Reason (R):</b>  A common source amplifier is a source follower circuit</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,C,
<p>Thermal runaway will take place if the quiescent point is such that</p>,"V<sub>CE</sub> &gt; <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/339-608-1.png""/>",V<sub>CE</sub> &lt; V<sub>CC</sub>,V<sub>CE</sub> &lt; 2V<sub>CC</sub>,"V<sub>CE</sub> &lt; <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/339-608-1.png""/>",,A,
"<p>In applications where __________ input resistance is needed, the JFET is preferred to the bipolar transistor.</p>",zero,very low,low,high,,D,
<p>A Clapp's oscillator is</p>,a modified Hartley oscillator,a modified Colpitt's oscillator,a modified RC oscillator,none of the above,,B,
"<p>In the circuit shown in the figure, the approximate voltage at the transistor, <br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/345-728-1.png""/></p>",base and emitter respectively are -8 V and -7.3 V,base and collector respectively are -8 V and -5 V,Collector and emitter respectively are -5 V and -7.3,"base, emitter and collector respectively are -8 V, 7.3 V and -5 V",,D,
<p>A quiescent state of a transistor implies</p>,zero bias,no output,no distortion,no input signal,,C,
