question,A,B,C,D,E,answer,explanation
"<p>In a transistor amplifier, the reverse saturation current I<sub>CO</sub></p>",Doubles for every 10°C rise in temperature,Doubles for every 20°C rise in temperature,Increase 100°C with temperature,Doubles for every 5°C rise in temperature,,A,
"<p>When the emitter current of a transistor is changed by 1 mA, its collector current changes by 0.990 mA. The common-emitter short-circuit current gain is</p>",1,199,99,9.9,,C,
"<p>In figure V<sub><i>i</i></sub> may vary from 15 to 20 V and load current may vary from 20 mA to 100 mA. Suitable maximum value of R is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/319-259-1.png""/></p>",20 Ω,50 Ω,100 Ω,200 Ω,,B,
<p><p><b>Assertion (A):</b>  A common collector amplifier is used for matching a high impedance source to a low impedance load</p><p><b>Reason (R):</b>  A common collector amplifier has a near unity voltage gain</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,B,
"<p>In a crystal oscillator of the Colpitt's oscillator type, the crystal is put is place of the</p>",resistor R<sub>1</sub>,condenser C<sub>2</sub>,condenser C<sub>1</sub>,inductor L,,D,
<p>Astable multivibrator has</p>,one stable state,two stable state,two quasi-stable states,one quasi stable state,,C,
<p>Most small signal transistors are</p>,"N-P-N, silicon, in a plastic package","P-N-P, silicon, in a plastic package","N-P-N, germanium in a metallic case","P-N-P, germanium in a metallic case",,A,
<p>A FET is a better clapper than a BJT because it has</p>,lower off-set voltage,higher series ON resistance,lower input current,higher input impedance,,A,
<p>The input gate current of FET is closer to</p>,few amperes,few milli amperes,few microamperes,negligibly smaller value,,D,
"<p>When a 1 V increase in gate voltage changes the drain current 10 mA in an FET, its <i>g</i><sub><i>m</i></sub> equals</p>",10 μμ,100 μμ,1000 μμ,10000 μμ,,D,
"<p>In the circuit shown in the given figure, the current flowing through resistance of 100 Ω would be<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/340-626-1.png""/></p>",8 mA,10 mA,20 mA,100 mA,,A,
<p>A sine wave is passed through an amplifier which severely limits it symmetrically. If then passes to a second amplifier which is narrow band and tuned to the frequency of the original sine wave. What will be the output wave from this second amplifier?</p>,A square wave of the same frequency as that of the original sine wave,A square wave of double the frequency of that of original sine wave,A sine wave of constant amplitude at the frequency of the original sine wave,A sine wave of constant amplitude at double frequency of the original sine wave,,C,
<p>In which configuration is ac collector voltage zero?</p>,CE,CB,CC,none of the above,,C,
<p>Which connection is rarely used?</p>,CE,CB,CC,Both (a) and (b),,B,
<p><p><b>Assertion (A):</b>  The main use of positive feedback is in oscillator circuits.</p><p><b>Reason (R):</b>  In an oscillator the loop gain Aβ is kept slightly more than unity </p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,B,
<p>In a transistor which of the following region is very lightly doped and is very thin?</p>,Emitter,Base,Collector,None of the above,,B,
<p>The properties of FETs closely resemble those of a</p>,thermionic valve,P-N-P transistor,N-P-N transistor,UJT,,A,
<p>The purpose of providing groundings rings with MOSFET is to</p>,avoid any stray voltage at the gate that may destroy SiO<sub>2</sub> layer,protect against any descaling,ground all eddy currents,protect against any physical injury,,A,
