question,A,B,C,D,E,answer,explanation
<p>Which op-amp circuit uses a resistance in series with input and capacitor in feedback path?</p>,Differentiating amplifier,Integrating amplifier,Logarithmic amplifier,Exponential amplifier,,B,
<p>Saturation of iron core causes distortion.</p>,True,False,,,,A,
<p>Which of the following is non-sinusoidal oscillator?</p>,Multivibrator,Relaxation oscillator using UJT,Relaxation oscillator using tunnel diode,Any of the above,,A,
<p>Low gain-bandwidth product of a JFET is due to</p>,reduced number of holes,junction capacitive effects,low degree of isolation between input and output,all of the above,,B,
"<p>The circuit of the figure is an example of feedback of the following type<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/334-539-1.png""/></p>",current series,current shunt,voltage series,voltage shunt,,D,
<p>Oscillation frequency in Wein bridge oscillator is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/331-488-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/331-488-2.png""/>","<i>f</i> = 2<span class=""symbol"">p</span> CR","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/331-488-3.png""/>",,A,
<p><p><b>Assertion (A):</b>  A class C amplifier can also be used as frequency multiplier</p><p><b>Reason (R):</b>  When narrow current pulses drive a resonant circuit the output can be a near perfect sine wave</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,B,
"<p>The parameter β of a BJT change by 300%. If self bias is used in the amplifier using this BJT, the quiescent value of I<sub>C</sub> and V<sub>CE</sub> remain almost the same.</p>",True,False,,,,A,
<p>A bypass capacitor produces</p>,dc ground,ac ground,both dc and ac ground,none of the above,,B,
<p>Rise time in a transistor is change from</p>,10% of its final value to 90% of its final value,0% of its final value to 90% of its final value,10% of its final value to 100% of its final value,10% to its final value to 50% of its final value,,A,
<p>The common gate amplifier has a characteristically __________ input resistance and a __________ output resistance.</p>,"low, low","high, high","low, high","high, low",,C,
"<p>For input and later stages, BI-FET op-amp use</p>",JFETs and MOSFETs respectively,MOSFETs and JFETs respectively,JFETs and BJTs respectively,BJTs and JFETs respectively,,C,
"<p>The emitter coupled pair of BJT's gives a linear transfer relation between the differential output voltage and the differential input voltage V<sub><i>id</i></sub> only when the magnitude of V<sub><i>id</i></sub> is less <span class=""symbol"">a</span> times the thermal voltage, where <span class=""symbol"">a</span> is</p>",4,3,2,1,,D,
<p>In most transistor the collector region is made physically larger than the emitter region</p>,for dissipating heat,to distinguish it from other regions,as it is sensitive to ultraviolet rays,to reduce resistance in the path of flow of electrons,,A,
<p>The leakage current in CB configuration may be around</p>,few micro amperes,few hundred micro amperes,few milliamperes,few hundred milliamperes,,A,
"<p>In figure V<sub>CC</sub> = + 30 V, I<sub>C</sub> corresponding to Q point is 1 mA. If R<sub>C</sub> = 5 kΩ and R<sub>E</sub> = 5 kΩ, V<sub>CE</sub> corresponding to Q point is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/320-290-1.png""/></p>",30 V,20 V,25 V,5 V,,B,
"<p>Symbol shown in figure represents a<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/346-747-1.png""/></p>",Enhancement only N-channel MOSFET,UJT with <i>p</i>-type base,N-channel DMOSFET with internal protection,Phototransistor,,C,
<p>In which of the following circuits is op-amp used in open loop configuration?</p>,Comparator,Summing amplifier,Integrating amplifier,Logarithmic amplifier,,A,
"<p>In the op-amp circuit of figure, V<sub>0</sub> =<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-227-1.png""/></p>",3 V<sub>1</sub> - 4 V<sub>2</sub>,-3 V<sub>1</sub> + 4 V<sub>2</sub>,3(V<sub>1</sub> - V<sub>2</sub>),-3(V<sub>1</sub> - V<sub>2</sub>),,B,
