question,A,B,C,D,E,answer,explanation
<p>The noise figure of FET circuit is</p>,independent of the quiescent point,dependent on the quiescent point only,dependent on the triggering mechanism,independent of all above,,A,
"<p>The circuit diagram shown in the figure consists of transistors in;<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/337-579-1.png""/></p>",parallel connection,cascade connection,darlington connection,series connection,,A,
<p>The encapsulation of transistor is necessary for</p>,preventing radio interference,preventing photo-emission effects,avoiding loss of free electrons,mechanical ruggedness,,D,
"<p>The circuit of figure is called<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/323-354-1.png""/></p>",current mirror,voltage mirror,impedance inversion,phase splitting,,A,
"<p>In CE approximately, the active region is where the collector curves are</p>",almost horizontal,almost vertical,inclined at 45°,inclined at 60°,,A,
<p>In a transistor leakage current mainly depends on</p>,doping of base,size of emitter,rating of transistor,temperature,,D,
<p>In a CB amplifier the maximum efficiency could be</p>,99%,85%,50%,25%,,D,
<p><p><b>Assertion (A):</b>  As per Miller theorem a capacitance C from input to output appears as a much larger capacitance across input terminals</p><p><b>Reason (R):</b>  In a lag network the output voltage appears across capacitor</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,B,
"<p>When a transistor is connected in common emitter mode, it with have</p>",negligible input resistance and high output resistance,high input resistance and low output resistance,medium input resistance and high output resistance,low input resistance as well as output resistance,,C,
"<p>In the equivalent circuit of figure voltage gain is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/321-310-1.png""/></p>","<span class=""symbol"">a</span>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/321-311-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/321-311-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/321-311-3.png""/>",,C,
<p>The signal input to a given amplifier is made up of 100 mΩ signal power and 1 mΩ noise power. The amplifier contributes an additional 100 mΩ of noise and has a power gain of 20 dB. The input signal-to noise ratio is</p>,2,10,20,100,,D,
<p><p><b>Assertion (A):</b>  A good op-amp should have very large band width</p><p><b>Reason (R):</b>  An ideal op-amp should have infinite input resistance and zero output resistance</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,A,
<p>In all base driver amplifiers</p>,ac collector voltage is 180° out of phase with ac base voltage,ac emitter voltage is 180° out of phase with ac base voltage,ac collector voltage is in phase with ac base voltage,none of the above,,A,
<p>The horizontal intercept of dc load line is the same as ideal</p>,cut off point,saturation point,operating point,quasi saturation point,,A,
"<p>Figure represents a<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/340-636-1.png""/></p>",NPN transistor,PNP transistor,Zener diode,Power diode,,A,
<p>In deriving ac equivalent circuit for an amplifier circuit we short circuit</p>,all resistors,all transistors,all inductors,all capacitors,,D,
<p>Which of the following statements is false?</p>,Push pull signals are equal and opposite in phase,Class AB operation cannot be used for a push pull audio power output phase,A push pull output transformer has a centre-tapped primary,All of the above,,B,
<p>Which of the following amplifier circuit using junction transistor has the best gain?</p>,Common base,Common emitter,Common collector,All have the same gain,,B,
<p>In an op-amp differentiator</p>,the amplitude of output is proportional to rate of change of input,the amplitude of output is proportional to input,output occurs when input is finite and constant,polarity of input and output is the same,,A,
"<p>In switching devices, gold doping is used to</p>",improve bonding,reduce storage time,increase the mobility of the carrier,protect the terminals against cooperation,,B,
<p>In a BJT amplifier circuit the size of coupling capacitor depends on</p>,lowest frequency,highest frequency,average of lowest and highest frequencies,none of the above,,A,
"<p>In a closed loop non-inverting amplifier, constructed using single break-frequency op-amp, bandwidth with feedback can be written as. (<i>f</i><sub>0</sub> - break frequency, β - gain of the feedback circuit, A - open loop voltage gain, A<sub><i>f</i></sub> - closed loop voltage gain)</p>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/329-470-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/329-470-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/329-470-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/329-470-4.png""/>",,A,
<p>A silicon sample A is doped with 10<sup>18</sup> Atoms/cm<sup>3</sup> of Boron. Another sample B of identical dimensions is doped with 10<sup>18</sup> atoms/cm<sup>3</sup> of phosphorus. The ratio of electron to hole mobility is 3. The ratio of conductivity of the sample A to B is</p>,3,1/3,2/3,3/2,,B,
<p>Which of the following circuit has the greatest bandwidth?</p>,<i>f</i><sub><i>r</i></sub> = 455 MHz; Q = 10,<i>f</i><sub><i>r</i></sub> = 455 MHz; Q = 100,<i>f</i><sub><i>r</i></sub> = 1 MHz; Q = 100,<i>f</i><sub><i>r</i></sub> = 1 MHz; Q = 10,,D,
<p>A FET is a __________ controlled device whereas a bipolar transistor is a __________ controlled device.</p>,"gate, drain","drain, gate","current, voltage","voltage, current",,D,
"<p>Two identical FETs, each characterised by the parameters <i>g</i><sub><i>m</i></sub> and <i>r</i><sub><i>d</i></sub> are connected in parallel. The composite FET is then characterised by the parameters</p>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/334-538-1.png""/> and 2<i>r</i><sub><i>d</i></sub>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/334-538-1.png""/> and <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/334-538-2.png""/>","2<i>g</i><sub><i>m</i></sub> and <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/334-538-2.png""/>",2<i>g</i><sub><i>m</i></sub> and 2<i>r</i><sub><i>d</i></sub>,,C,
