question,A,B,C,D,E,answer,explanation
<p>It is desired to reduce distortion in a CE amplifier circuit. We should</p>,reduce emitter current,reduce collector current,reduce ac base voltage,reduce base emitter voltage,,D,
"<p>In the circuit of figure β = 50 and V<sub>BE</sub> = 0.5 V. The quiescent value of base current I<sub>B</sub> is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/310-136-1.png""/></p>",about 28 μA,about 28 mA,about 0.28 μA,about 2.8 A,,A,
<p>For a push pull circuit the most favoured biasing method is</p>,self bias,emitter bias,diode bias,collector bias,,C,
<p>In feedback amplifier the closed loop gain is nearly independent of open loop gain and depends only on the feedback factor.</p>,True,False,,,,A,
"<p>In a N-P-N transistor, when emitter junction is forward biased and collector junction is reverse biased, the transistor will operate in</p>",active region,saturation region,cut of region,inverted region,,A,
<p>A feedback network to be used with an amplifier to provide oscillation is tested and found to give an output of 0.124 V with a 0.5 V input. What percentage negative feedback should be introduced to the amplifier so that linear oscillations result?</p>,1.25%,2.50%,-1.25%,-2.5%,,C,
<p>The advantage of Weinbridge oscillator over the phase shift oscillator is that oscillator the frequency may be varied over a range of</p>,1 : 2,1 : 3,1 : 5,1 : 10,,D,
"<p>In figure the input and output Miller capacitances are<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/324-389-1.png""/></p>",0.25 μF each,500 pF each,0.25 μF and 500 pF respectively,500 pF and 0.25 μF respectively,,A,
"<p>An inverting amplifier has R<sub>1</sub> = 10 kΩ, and R<sub><i>f</i></sub> = 150 kΩ then the O/P voltage, if input voltage V<sub>i</sub> = 1 volt.</p>",-15 V,-10 V,15 V,-14 V,,A,
"<p>Figure uses 10 V zener diode. The minimum and maximum current through series resistance are<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/316-217-1.png""/></p>",10 mA and 30 mA,20 mA and 40 mA,0 and 30 mA,0 and 40 mA,,A," <p>Minimum current = <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/361-217-1.png""/> = 10 mA.</p>
<p>Minimum current = <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/361-217-2.png""/> = 30 mA.</p> "
"<p>When Z<sub>1</sub> &lt;&lt; Z, The circuit of figure works as<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/315-205-1.png""/></p>",inverting amplifier,Schmitt trigger,non-inverting amplifier,source follower,,D,
"<p>In a class C operation V<sub>CC</sub> = 40 V, R<sub>L</sub> = 50 Ω. The maximum load power can be</p>",64 W,32 W,16 W,8 W,,C,
"<p>IF V<sub>CC</sub> = 15 V, V<sub>CEQ</sub> = 5 V and I<sub>CQ</sub> = 50 mA, the efficiency in class A operation is</p>",100%,50%,25%,16.7%,,D,
<p>A bridge rectifier circuit has a dc load current of 10 mA and a filter capacitance of 1000 μF. The peak to peak ripple voltage is</p>,0.01 V,0.05 V,0.1 V,0.5 V,,C," <p>Peak to peak ripple voltage = <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/359-46-1.png""/>.</p> "
<p>Which of the following best represents the bandwidth of an actual op-amp?</p>,100 Hz to 1 MHz,0 Hz to 100 kHz,0 Hz to 10 MHz,0 Hz to infinity,,B,
<p>For an ideal noise free transistor amplifier the noise factor is</p>,zero,zero dB,1 dB,depends on other factors,,B,
