question,A,B,C,D,E,answer,explanation
"<p>A full wave rectifier circuit using centre tapped transformer and a bridge rectifier are fed at 100 V, 50 Hz. The frequencies of outputs in these two rectifiers are</p>",100 Hz each,50 Hz each,100 Hz and 50 Hz,50 Hz and 100 Hz,,A, <p>Output wave in each case has two cycles for one cycle of input wave.</p> 
"<p>When the ac base voltage in a CE amplifier circuit is too high, the ac emitter current is</p>",zero,constant,alternating,distorted,,D, <p>A high signal causes distortion because <i>v</i>-<i>i</i> characteristics of BJT is non-linear.</p> 
"<p>When load is coupled to class A amplifier through transformer, efficiency decreases.</p>",True,False,,,,B, <p>Transformer coupling increases efficiency.</p> 
<p>The gain of an FET amplifier can be changed by changing</p>,<i>r</i><sub><i>m</i></sub>,<i>g</i><sub><i>m</i></sub>,R<sub><i>d</i></sub>,none of the above,,B, <p>Gain is proportional to <i>g</i><sub><i>m</i></sub> .</p> 
<p>The open loop gain of an actual op-amp is about 100.</p>,True,False,,,,B, <p>It is very high.</p> 
"<p>In the circuit figure LED will be on when <i>v</i><sub>1</sub> is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/312-175-1.png""/></p>",less than 6 V,more than 6 V,less than 12 V,more than 12 V,,B," <p>Voltage input to inverting input is <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/360-175-1.png""/>. Therefore, <i>v</i><sub><i>i</i></sub> should be more than 6 V.</p> "
<p>A differential amplifier consists of two CB amplifiers.</p>,True,False,,,,B, <p>It consists of two CE amplifiers.</p> 
"<p>Figure shows a portion of linear <i>v</i> - <i>i</i> characteristics of diode. If applied voltage is + 6 V, the current will be<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/315-210-1.png""/></p>",42 mA,48 mA,51 mA,54 mA,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/361-210-1.png""/>.</p> "
"<p>A power transistor dissipates 5 W. If ambient temperature is 30° and case to air thermal resistance is 10° C/W, the case temperature is</p>",80°C,20°C,32°C,305°C,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/362-344-1.png""/></p> "
"<p>An R-C coupled amplifier has mid-frequency gain of 200 and a frequency response from 100 Hz to 20 kHz. A negative feedback network with β = 0.2 is incorporated into the amplifier circuit, the Bandwidth will be</p>",50 kHz,20 kHz,100 kHz,infinite,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/365-502-1.png""/></p>
<p>B.W. = <i>f</i><sub>H</sub>' - <i>f</i><sub>L</sub>' .</p> "
"<p>In figure the zener current<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/318-254-1.png""/></p>",is always 130 mA,may vary between 10 mA and 130 mA,may vary between 60 mA and 130 mA,is always equal to 65 mA,,B," <p>When I<sub>L</sub> = 0, Zener current = 130 mA, when I<sub>L</sub> = 120 mA, zener current (<i>t</i> = 10 mA).</p> "
