question,A,B,C,D,E,answer,explanation
"<p>Figure is a 24 V<sub><i>r</i></sub> stabilized power supply. The zener is 24 V, 600 mW. The minimum zener current is 10 mA. Proper values R and maximum load current are<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/316-212-1.png""/></p>","320 Ω, 10 mA","400 Ω, 15 mA","400 Ω, 10 mA","320 Ω, 15 mA",,D," <p>Max. zener current = <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/361-212-1.png""/>. </p>
<p>Maximum load current = 25 - 10 = 15 mA.</p> "
"<p>The open loop gain of an amplifier is 200. If negative feedback with β = 0.2 is used, the closed loop gain will be</p>",200,40.12,4.878,2.2,,C," <p>Closed loop gain = <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/359-22-1.png""/> .</p> "
"<p>In a class C power amplifier the input signal has a frequency of 250 kHz. If the collector current pulses are 0.1 μs wide, the duty cycle of current waveform is</p>",50%,25%,2.5%,0.25%,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/362-366-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/362-366-2.png""/></p> "
"<p>In figure as the load resistance is changed<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/318-257-1.png""/></p>",the zener current remain constant,the load current remains constant,the output voltage remains constant,the output voltage and current through <i>R</i> remain constant,,D," <p>Output voltage = 12 V, <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/362-257-1.png""/>.</p> "
"<p>In figure, voltage across R<sub>2</sub> = + 10 V. If V<sub>BE</sub> = 0.7 V and V<sub>E</sub> = 0.7 V and R<sub>E</sub> = 10 kΩ, current through R<sub>E</sub> is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/320-290-1.png""/></p>",1 mA,0.93 mA,2 mA,1.86 mA,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/362-293-1.png""/></p> "
<p>A 12 kHz pulse wave-form is amplified by a circuit having an Upper cut-off frequency of 1 MHz. The minimum input pulse width that can be accurately reproduced is</p>,83.33 μ sec,1 μ sec,0.1 m sec,3.5 m sec,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/363-461-1.png""/></p>
<p><i>t</i><sub><i>r</i></sub> = 10% Pω = <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/363-461-2.png""/> <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/1-sym-imp.gif""/> minimum Power(P) = 10 <i>t</i><sub><i>r</i></sub> <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/1-sym-imp.gif""/> 10 x 0.35 μ sec = 3.5 μ sec.</p>
<p>Note: The I/P Pulse will be severely distorted if the rise time is more than 10% of Pulse width.</p> "
<p>Feedback factor may be less or more than 1.</p>,True,False,,,,B, <p>Feedback factor is much less than 1.</p> 
<p>An RC oscillator uses</p>,one RC combination,two RC combinations,at least three RC combinations,either (a) or (b),,C, <p>One RC combination can give a phase shift of less them 90°. Therefore 3 RC combinations are required for 180° phase shift.</p> 
<p>The main advantage of CMOS circuit is</p>,high gain,high output impedance,low power consumption,high gain and high output impedance,,C, <p>Low power consumption is a big advantage in digital circuits.</p> 
<p>Ac signals are given to both inverting and non-inverting terminals of an op-amp. When will the output maximum</p>,when the phase difference between the inputs is 0°,when the phase difference between the inputs in 90°,when the phase difference between the inputs is 180°,when the phase difference between the inputs is 0 or 180°,,C," <p>For non-inverting terminal input, output is in phase with input. For inverting terminal input, output is 180° out of phase with input. If inputs have 180° phase difference, outputs will be in phase and additive.</p> "
<p>An ideal op-amp has zero slew rate.</p>,True,False,,,,B, <p>An ideal op-amp has infinitely fast slew rate.</p> 
<p>In a bridge rectifier circuit the rms value of input ac voltage is 10 V. The PIV across each diode is</p>,7.07 V,14.14 V,10 V,28.28 V,,B," <p>PIV is <span class=""root"">2</span> x 10 = 14.14 V.</p> "
<p>In a half wave diode rectifier circuit the current flows in the load circuit for</p>,90° in each cycle,180° in each cycle,270° in each cycle,360° in each cycle,,B, <p>Current flows during positive half cycle.</p> 
<p>In a push pull circuit</p>,each transistor conducts for 180°,each transistor conducts for more than 180° but less than 360°,each transistor conducts for less than 180°,the period of conduction of each transistor depends on circuit configuration,,A, <p>Since each transistor conducts for 180°. Therefore high efficiency but low distortion.</p> 
"<p>A transistor with <span class=""symbol"">a</span> = 0.9 and I<sub>CBO</sub> = 10 μA is biased so that I<sub>BQ</sub> = 90 μA. Then I<sub>EQ</sub> will be</p>",5.15 mA,5.2 mA,5 mA,990 mA,,D," <p>I<sub>EQ</sub> = I<sub>CQ</sub> + I<sub>BQ</sub> = 910 μA + 90 μA <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/1-sym-imp.gif""/> 990 μA.</p> "
"<p>In figure, transistor β<sub><i>dc</i></sub> = 100 and LED voltage when it is conducting is 2 V. Then the base current which saturates the transistor is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/320-288-1.png""/></p>",18 mA,1.8 mA,0.18 mA,0.018 mA,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/362-288-1.png""/>.</p> "
"<p>In figure the dc emitter current of each transistor is about<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/325-402-1.png""/></p>",4 mA,2 mA,3 mA,1 mA,,D," <p>Total <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/363-402-1.png""/>. It divides equally between the two transistors.</p> "
<p>The input voltage for starting oscillations in an oscillator is caused by</p>,negative feedback,positive feedback,noise voltage in resistors,a special generator,,C," <p>The amplifier in the oscillator amplifies the noise voltages. However phase shift around the closed loop is zero at only one frequency. Therefore, only this frequency appears at output.</p> "
<p>The current flowing in a certain P-N junction at room temperature is 2 x 10<sup>-7</sup> Amp. When a large reverse biased voltage is applied. Calculate the current flowing when 0.1 volts is applied.</p>,9 μA,10 μA,2 μA,4 μA,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/365-494-1.png""/></p> "
"<p>In following figure find V<sub>DSQ</sub> by assuming gate current is negligible for the <i>p</i>-channel JFET. (if I<sub>DQ</sub> = - 6 mA, R<sub>S</sub> = 0, V<sub>DD</sub> = -18 V, R<sub>D</sub> = 2 kΩ, I<sub>DSS</sub> = - 10 mA, I<sub>PO</sub> = - 3 V)</p>",4 V,- 6 V,- 10 V,6 V,,B," <p>By Appling KVL around drain source loop.</p>
<p>V<sub>DSQ</sub> = -18 - (-6). 2 x 10<sup>3</sup> = - 18 + 12 k x 10<sup>-3</sup> <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/1-sym-imp.gif""/> -6 V.</p> "
<p>Which of the following power amplifiers has highest efficiency?</p>,Class A,Class AB,Class B,Class C,,D, <p>Class C has more efficiency than all other classes.</p> 
<p>A full wave rectifier using centre tapped transformer and a bridge rectifier use similar diodes and have equal no load output voltage. Under equal load conditions</p>,Output voltage of bridge rectifier,Output voltage of bridge rectifier will be more than that of other,Output voltage of both will be exactly equal,Output voltage of any one may be more than that of other,,A," <p>Since two diodes are in series bridge rectifier, voltage drop is more.</p> "
"<p>Assume that op-amp in figure is ideal. If input V<sub><i>i</i></sub> is triangular, the output V<sub>0</sub> will be<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/328-443-1.png""/></p>",square wave,sine wave,triangular wave,parabolic wave,,A, <p>It is a differentiating amplifier.</p> 
