question,A,B,C,D,E,answer,explanation
<p>A transistor in CE mode is in saturation region. Then the collector is almost at</p>,ground potential,a potential equal to V<sub>CC</sub>,a potential equal to 0.5 V<sub>CC</sub>,a potential equal to 2 V<sub>CC</sub>,,A,
<p>The semi-conductor type 2 N 34 indicates</p>,a <i>n</i>-channel MOSFET,a JFET,a diode with two electrodes,a diode with three electrodes,,C,
<p>The emitter bias largely depends on</p>,gain,signal input,I<sub>E</sub>,none of the above,,C,
<p>A limiter circuit can be built using a diode and resistance.</p>,True,False,,,,A,
<p>In saturation region JFET acts like a</p>,bipolar device,short circuit,switch,resistance,,D,
<p>Which of the following are difficult to be fabricated in a monolithic IC?</p>,Inductors,Large capacitors,Small capacitors,Both (a) and (b),,D,
<p>In an op-amp a common mode signal is applied to</p>,inverting terminal,non-inverting terminal,both terminals,one or both the terminals,,C,
<p>The ripple factor of a full wave rectifier is about 0.5.</p>,True,False,,,,A,
<p>Which of the following op-amp circuits has zero resistance in the feedback path?</p>,Inverting amplifier,Summing amplifier,Source follower,Integrating amplifier,,C,
"<p>In an LC filter, the ripple factor,</p>",increases with load current,increases with load resistance,remains constant with the load current,has the lowest value,,D,
<p>FET can used in</p>,buffer amplifier circuits,cascade amplifier circuits,digital circuits,all of the above,,A,
"<p>The circuit in figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/315-202-1.png""/></p>",CE amplifier,CB amplifier,Constant voltage source,Constant current source,,C,
<p>Each of two cascaded stages has a voltage gain of 30. The overall gain is</p>,3,9,30,900,,D,
"<p>A two stage amplifier has an upper cutoff frequency of 2 MHz and a lower cutoff frequency of 2 MHz and a lower cut off frequency of 30 Hz. If both stages are similar, their individual upper and lower cut off frequencies respectively are</p>",4 MHz and 60 MHz,3 MHz and 20 Hz,3 MHz and 60 Hz,4 MHz and 20 Hz,,B,
<p>A bipolar transistor is a __________ controlled devices whereas a FET is a __________ controlled devices.</p>,"current, voltage","current, current","voltage, current","voltage, voltage",,A,
<p>The input impedance of a non-inverting amplifier is very low.</p>,True,False,,,,B,
<p>RC oscillator can be used upto</p>,1 kHz,10 kHz,50 kHz,100 kHz,,B,
"<p>In a N-P-N transistor of the emitter junction is reverse biased and collector junction is also reversed biased, the transistor will operate in</p>",active region,saturation region,cut-off region,inverted region,,C,
<p>Wide banding technique is employed in the</p>,video amplifier of a TV receiver,IF amplifier of an FM receiver,RF amplifier of an AM receiver,input section of a communication receiver,,A,
<p><p><b>Assertion (A):</b>  The maximum efficiency of a class B push pull amplifier is 78.5%</p><p><b>Reason (R):</b>  A current mirror uses a compensating diode in parallel with the emitter diode</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,B,
"<p>In a common Emitter BJT amplifier, the maximum usable supply voltage is limited by</p>",avalanche breakdown of Base emitter junction,collector to Base Breakdown voltage with emitter open (βV<sub>CBO</sub>),collector Emitter Breakdown voltage with base open (βV<sub>CBO</sub>),zener breakdown voltage of the emitter base Junction,,D,
<p>High frequency oscillations can be caused by</p>,electric coupling,magnetic coupling,ground loop,all of the above,,D,
"<p>In order to obtain triangular pulses at the output of the circuit in the figure, the input should be.<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/337-585-1.png""/></p>",grounded,a square wave,Triangular wave,Trigger,,A,
