question,A,B,C,D,E,answer,explanation
"<p>To prevent a DC return between source and load, it is necessary to use</p>",resistor between source and load,inductor between source and load,capacitor between source and load,either (a) or (b),,C, <p>Capacitor offers infinite impedance to DC.</p> 
"<p>For a base current of 10 μA, what is the value of collector current in common emitter if β<sub>dc</sub> = 100</p>",10 μA,100 μA,1 mA,10 mA,,C, <p>I<sub>C</sub> = 10 x 100 μA = 1 mA.</p> 
<p>Which of the following oscillators is suitable for frequencies in the range of mega hertz?</p>,RC phase shift,Wien bridge,Hartley,Both (a) and (c),,C, <p>Only LC oscillators are suitable for MHz range.</p> 
"<p>If the input to the ideal comparator shown in the figure is a sinusoidal signal of 8 V (peak to peak) without any DC component, then the output of the comparator has a duty cycle of<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/332-515-1.png""/></p>",1/2,1/3,1/6,1/12,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/365-515-2.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/365-515-1.png""/></p> "
<p>A half wave diode circuit using ideal diode has an input voltage 20 sin ω<i>t</i> volts. Then average and rms values of output voltage are</p>,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-228-1.png""/> and 10 V","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-228-2.png""/> and 10 V","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-228-1.png""/> and 5 V","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-228-2.png""/> and 5 V",,B," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/361-228-1.png""/> and V<sub>C</sub> = 0.5 x 20 = 10 V.</p> "
"<p>An RC coupled amplifier has an open loop gain of 200 and a lower cutoff frequency of 50 Hz. If negative feedback with β = 0.1 is used, the lower cut off frequency will be</p>",about 50 Hz,about 5 Hz,about 2.38 Hz,about 70.5 Hz,,C," <p>New lower cutoff frequency = <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/359-24-1.png""/> .</p> "
"<p>In figure <i>v</i><sub>1</sub> = 8 V and <i>v</i><sub>2</sub> = 4 V. Which diode will conduct?<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/311-156-1.png""/></p>",D<sub>2</sub> only,D<sub>1</sub> only,Both D<sub>1</sub> and D<sub>2</sub>,Neither D<sub>1</sub> nor D<sub>2</sub>,,B, <p>D<sub>1</sub> will conduct and the output voltage will be about 7 V. Therefore D<sub>2</sub> will be reverse biased and will not conduct.</p> 
<p>The load impedance Z<sub>L</sub> of a CE amplifier has R and L in series. The phase difference between output and input will be</p>,180°,0,more than 90° but less than 180°,more than 180° but less than 270°,,D, <p>It is 180° for purely resistive load and between 180° and 270° for R-L load.</p> 
"<p>Gain of the amplifier is 'A'. Then the I/P impedance and O/P impedance of the closed loop amplifier shown below would be<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/330-480-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/330-480-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/330-480-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/330-480-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/330-480-5.png""/>",,B," <p>By using Miller theorem circuit can be redrawn as</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/364-480-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/364-480-2.png""/>.</p> "
"<p>If an amplifier with gain of - 1000 and feedback factor β = - 0.1 had a gain change of 20% due to temperature, the change in gain of the feedback amplifier would be</p>",10%,5%,0.2%,0.01%,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/367-580-1.png""/></p>
<p>As we know, Gain with feedback</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/367-580-2.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/367-580-3.png""/></p>
<p>A = - 1000, β = -0.1 .</p> "
