question,A,B,C,D,E,answer,explanation
<p>The ripple factor of a full wave rectifier is about 0.5</p>,True,False,,,,A,
<p>Which of the following statement is false?</p>,The zener diode is uses as a constant voltage source,The SCR is a silicon rectifier with a gate electrode to control when current flows from cathode to anode,The gate electrode in the FET corresponds to the collector in a bipolar transistor,None of the above,,D,
"<p>The configuration of figure is a<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/329-472-1.png""/></p>",Hartley oscillator,Precision Integrator,Wienbridge oscillator,Butterworth high pass filter,,C,
<p>The voltage gains of an amplifier without feedback and with negative feedback respectively are 100 and 20. The percentage of negative feedback would be.</p>,40%,5%,20%,80%,,C,
"<p>In a CE amplifier circuit, the output voltage</p>",is very small,is always constant,depends on β,none of the above,,C,
<p>CMOS is widely used in</p>,digital wrist watches,analog circuits,high power circuits,all of the above,,A,
<p>Oscillation frequency in colpitt's oscillator is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/331-487-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/331-487-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/331-487-3.png""/>",none of these,,A,
<p>A JFET can operate on</p>,enhancement mode only,depletion mode only,both depletion as well as enhancement modes,neither depletion nor enhancement mode,,B,
<p>Which of the following is the point of reference JFET?</p>,Drain,Gate,Source,None of the above,,C,
<p>A Darlington pair consist of</p>,two CB amplifiers,two CC amplifiers,two cascaded CC amplifiers,two cascaded CE amplifiers,,C,
<p>The purpose of using negative feedback in a op-amps is to</p>,stabilize overall gain,increase output,stabilize overall gain and increase output,increase output and decrease input,,A,
<p>A transistor amplifier with 85% efficiency is expected to be</p>,class A,class B,class C,class AB,,C,
"<p>In the case of the circuit shown in the figure V<sub><i>io</i></sub> = 10 mV dc maximum, the maximum possible output offset voltage V<sub><i>oo</i></sub> caused by the input offset voltage V<sub><i>io</i></sub> with respect to ground is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/337-581-1.png""/></p>",60 mV dc,110 mV dc,130 mV dc,150 mV dc,,C,
<p>The advantage of transistor over vacuum tube is</p>,no heat is required,small size and light in weight,very low power consumption,all of the above,,D,
<p>Which of the following is necessary transistor action?</p>,The base region must be very wide,The base region must be very narrow,The base region must be made of some insulating material,The collector region must be heavily doped,,B,
"<p>An op-amp is fed from a signal source through resistance R<sub>1</sub>. If it is to work as sign changer, the feedback resistance R<sub><i>f</i></sub> should be</p>",equal to R<sub>1</sub>,twice R<sub>1</sub>,half R<sub>1</sub>,either (b) or (c),,A,
"<p>For a sinusoidal input, the circuit shown in the figure will act as a<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/338-587-1.png""/></p>",Pulse generator,Full wave rectifier,Ramp generator,Voltage Doubler,,B,
