question,A,B,C,D,E,answer,explanation
<p>Pick the odd-one out</p>,Hartley Oscillator,Colpitt oscillator,Clapp oscillator,Weinbridge oscillator,,D,
<p>In a CE amplifier the output coupling capacitor is short circuited. The dc collector voltage</p>,will increase,may increase or decrease,will remain the same,will decrease,,D,
"<p>A certain transistor has <span class=""symbol"">a</span><sub>dc</sub> of 0.98 and a collectors leakage current of 5 μA. If I<sub>E</sub> = 1 mA, the collector current will be</p>",1.005 mA,0.985 mA,0.975 mA,0.955 mA,,B,
"<p>If 1.5% of the output of an amplifier is feedback positively to the input, the minimum gain required of the amplifier for oscillations to occur, is</p>",16.6,44.4,66.6,75,,C,
<p>The use of a capacitor filter in a rectifier circuit gives satisfactory performance only when the load</p>,current is high,current is low,voltage is high,voltage is low,,B,
<p>The transconductance curve of a JFET is</p>,a straight line,parabolic,hyperbolic,inverted V-type,,B,
"<p>The input resistance R, of an ideal voltage amplifier is __________ and that of a current amplifier is __________ .</p>","zero, zero","infinite, infinite","zero, infinite","infinite, zero",,D,
"<p>In CE amplifier circuit, voltage gain is directly proportional to</p>",β,collector supply voltage,base resistance,none of the above,,A,
<p>The heat sink disposes off heat mainly by</p>,radiation,natural convection,forced convection,conduction,,B,
<p>A major advantage of TWT over a Klystron lies in its</p>,higher bandwidth,higher gain,higher frequency,higher output,,B,
<p>When narrow current pulses drive a high Q resonant circuit the voltage across the circuit looks like</p>,narrow pulses,half sine wave,almost sine wave,either (a) or (b),,C,
<p>The multivibrator circuit that has a typical application of converting sinusoidal input into a square wave output is</p>,emitter coupled binary,Schmitt trigger,monoshot multivibrator,free-running multivibrator,,B,
"<p>Symbol shown in figure represents a<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/348-801-1.png""/></p>",P-channel enhancement MOSFET,N-channel DEMOSFET,UJT with P-type base,UJT with N-type base,,A,
<p>The feedback resistance r<sub><i>d</i></sub> in small signal model of MOSFET is of the order of</p>,1000 MΩ,1 MΩ,1 KΩ,100 Ω,,A,
<p>Which amplifier has a voltage gain of less than 1?</p>,Common emitter,Common collector,Common base,Both CB and CC,,B,
<p>A clamper</p>,adds a dc component to the input signal,removes signal voltages above or below a specified value,both (a) and (b),either (a) or (b),,C,
<p>For holding the drain current constant in spite of large changes in JFET parameters</p>,current source bias is used,voltage divider bias is used,reverse bias is used,no bias is used,,A,
<p>The main disadvantage of a JFET is</p>,low gain-bandwidth product,high noise level,high cost,low gain,,A,
"<p>For Q &gt;&gt; 1, the output frequency of LC oscillator is equal to resonant frequency.</p>",True,False,,,,A,
"<p>At the peak of negative half cycle in figure<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/316-219-1.png""/></p>",diode A is forward biased and diode B is reverse biased,both diodes are reverse biased,both diodes are forward biased,diode A is reverse biased and diode B is forward biased,,D,
<p>IN 3242 is a</p>,P-N-P transistor,N-P-N transistor,UJT,semi-conductor diode,,D,
<p>Low frequency response of amplifier is mainly limited by</p>,input capacitor,bypass capacitor,output capacitor,biasing capacitor,,B,
<p>With negative feedback the closed loop gain is always less than open loop gain.</p>,True,False,,,,A,
"<p>As compared to a bipolar transistor, a JFET is</p>",highly sensitive to changes in input voltage,more sensitive to changes in input voltage,less sensitive to changes in input voltage,equally sensitive to changes in input voltage,,C,
"<p>In a bistable multivibrator, commutating capacitors are used to</p>",increase the base storage charge,provide ac coupling,increase the speed of response,alter the frequency of the output,,C,
<p>Two 3Ω speakers in series will have a total impedance of</p>,1 Ω,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/350-837-1.png""/>",3 Ω,6 Ω,,B,
