question,A,B,C,D,E,answer,explanation
<p>Negative feedback in amplifier</p>,reduces gain,increases frequency and phase distortion,reduces bandwidth,increases noise,,A,
<p>Which of the following is the fastest switching device?</p>,JFET,BJT,MOSFET,Triode,,C,
<p>Which of the following is not valid in case of bipolars?</p>,It has a low input impedance,It has high voltage gain,It is a current controlled device,It is difficult to bias,,D,
<p>The input resistance of JFET ideally approaches</p>,zero,1 ohm,100 ohm,infinity,,D,
<p>In the analysis of common emitter amplifier we may neglect</p>,<i>h</i><sub><i>re</i></sub>,<i>h</i><sub><i>oe</i></sub>,<i>h</i><sub><i>fe</i></sub>,<i>h</i><sub><i>ie</i></sub>,,A,
<p>The ac input voltage of an amplifier</p>,is always equal to ac signal voltage,may be equal to or more than ac signal voltage,is always less than ac signal voltage,may be equal or more or less than ac signal voltage,,D,
<p><p><b>Assertion (A):</b>  Negative feedback reduces the gain of an amplifier</p><p><b>Reason (R):</b>  Negative feedback is very commonly used in amplifier circuits</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,B,
"<p>In figure the coordinates of Q point on the load line are (Neglect V<sub>BE</sub>)<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/320-277-1.png""/></p>","I<sub>C</sub> = 10 mA, V<sub>CE</sub> = 15 V","I<sub>C</sub> = 5 mA, V<sub>CE</sub> = 22.5 V","I<sub>C</sub> = 5 mA, V<sub>CE</sub> = 15 V","I<sub>C</sub> = 10 mA, V<sub>CE</sub> = 22.5 V",,A,
"<p>In the <i>r</i><sub><i>e</i></sub> model of a BJT amplifier, the ac resistance of diode at room temperature is about (I<sub>E</sub> is quiescent emitter current)</p>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/310-139-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/310-139-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/310-139-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/310-139-4.png""/>",,A,
<p>The emitter resistor R<sub>E</sub> in the emitter of CE amplifier stabilizes the dc operating point against variation in</p>,temperature only,β of transistor,both temperature and β,none of the above,,C,
<p>Which of the following circuit does not need a coupling capacitor?</p>,Resistance loaded,Transformer coupled,Impedance coupled,Single tuned,,B,
