question,A,B,C,D,E,answer,explanation
"<p>A CB amplifier has <span class=""symbol"">a</span> = 0.98 and R<sub>L</sub> = 600 Ω. If I<sub>E</sub> = 3.5 mA, the current gain is</p>",1,0.98,0.98 x 3.5,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/321-316-1.png""/>",,B," <p>Current gain of CB amplifier is <span class=""symbol"">a</span>.</p> "
<p><i>f</i><sub><i>unity</i></sub> of an op-amp is about 1 kHz.</p>,True,False,,,,B, <p>It is about 1 MHz.</p> 
<p><p><b>Assertion (A):</b>  In an RC coupled amplifier the junction capacitances can be neglected at low frequencies but not at high frequencies</p><p><b>Reason (R):</b>  Capacitive reactance is inversely proportional to frequency.</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,A, <p>At high frequencies X<sub>C</sub> is very small.</p> 
"<p>In figure, D<sub>1</sub> turns on when<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/319-260-1.png""/></p>",<i>v</i><sub><i>i</i></sub> is more than V<sub>1</sub>,<i>v</i><sub><i>i</i></sub> is less than V<sub>1</sub>,<i>v</i><sub><i>i</i></sub> is between V<sub>1</sub> and V<sub>2</sub>,none of the above,,A, <p>D<sub>1</sub> is forward biased when <i>v</i><sub><i>i</i></sub> &gt; V<sub>1</sub>.</p> 
"<p>In a full wave rectifier circuit using centre tapped transformer, the peak voltage across half of the secondary winding is 30 V. Then PIV is</p>",30 V,60 V,15 V,10 V,,B, <p>In full wave circuit using centre tapped transformer PIV = 2V<sub><i>m</i></sub> .</p> 
"<p>In the circuit of figure both diodes are ideal. If <i>v</i><sub>1</sub> = 10 V and <i>v</i><sub>2</sub> = 10 V which diode will conduct?<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/311-159-1.png""/></p>",D<sub>1</sub> only,D<sub>2</sub> only,Both D<sub>1</sub> and D<sub>2</sub>,Neither D<sub>1</sub> nor D<sub>2</sub>,,C, <p>Both D<sub>1</sub> and D<sub>2</sub> are forward biased.</p> 
<p>The output impedance of an ideal op-amp is</p>,zero,low,high,infinite,,A, <p>An ideal op-amp has zero output impedance and can deliver any amount of load current without any voltage drop.</p> 
"<p>In the circuit of the given figure, assume that the diodes are ideal and the meter is an average indicating ammeter, the ammeter will read<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/334-531-1.png""/></p>","0.4<span class=""root"">2</span> A",0.4 A,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/334-531-2.png""/>","0.4/<span class=""symbol"">p</span> mA",,D," <p>Ammeter will real during +ve half cycle only and</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/366-531-1.png""/>.</p> "
<p>A virtual ground is a ground for</p>,voltage,current,both voltage and current,voltage but not for current,,D, <p>No current can flow through virtual ground. However voltage is zero.</p> 
"<p>As compared to a full wave diode rectifier circuit using centre tapped transformer, the bridge diode rectifier circuit has the main advantage of</p>",higher current carrying capacity,higher efficiency,lower ripple factor,lower PIV,,D," <p>For bridge rectifier, peak inverse voltage is equal to peak value of ac voltage while for the circuit using centre tapped transformer peak inverse voltage is 2 E<sub>m</sub>.</p> "
<p>A dc power supply has no load voltage of 30 V and full load voltage of 25 V at full load current of 1 A. The output resistance and voltage regulation respectively are</p>,5 Ω and 25%,25 Ω and 20%,5 Ω and 16.7%,25 Ω and 16.7%,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/363-447-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/363-447-2.png""/>.</p> "
<p>The main advantage of CC amplifier is</p>,High input impedance and low output impedance,Low input impedance and high output impedance,High voltage gain,High current gain,,A," <p>Therefore, it is suitable for impedance matching.</p> "
"<p>If <span class=""symbol"">a</span> = 0.995, I<sub>E</sub> = 10 mA, I<sub>CO</sub> = 0.5 mA, then I<sub>CEO</sub> will be</p>",100 μA,25 μA,10.1 μA,10.5 μA,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/367-577-1.png""/>.</p> "
<p><p><b>Assertion (A):</b>  In class C amplifier the efficiency is more than that for other classes of amplifiers</p><p><b>Reason (R):</b>  In class C amplifier we can get high efficiency over a wideband</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,C, <p>R is not correct because bandwidth of class C amplifier is narrow.</p> 
"<p>In the following figure C = 0.02 μF, and V<sub><i>th</i></sub> is known to be of frequency ω = 10<sup>7</sup> rad/sec and <i>r</i><sub><i>d</i></sub> = 2.5 Ω and Z<sub>Th</sub> = R<sub>Th</sub> = 10 Ω Then phase angle between <i>i</i><sub><i>d</i></sub> and V<sub><i>d</i></sub><br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/335-556-1.png""/></p>",26.5°,25°,30°,0°,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/366-556-1.png""/></p>
<p>Z<sub><i>d</i></sub> = (<i>r</i><sub><i>d</i></sub>)11 (-<i>jx</i><sub><i>d</i></sub>) <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/1-sym-imp.gif""/> 2 - JΩ</p>
<p>θ = tan<sup>-1</sup> (-1/2) <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/1-sym-imp.gif""/> 26.56 .</p> "
"<p>A class C amplifier has input frequency of 200 kHz. If width of collector pulses is 0.1 μ<i>s</i>, duty cycle is</p>",1%,2%,10%,20%,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/363-429-1.png""/> .</p> "
<p>Output of a phase splitter is</p>,a pair of sine waves of unequal amplitude,a pair of sine waves of equal amplitudes,a pair of sine waves of equal amplitudes and opposite phase,a pair of sine waves of unequal amplitudes and opposite phase,,C, <p>A phase shifter gives two voltages which have equal magnitudes but are out of phase by 180°.</p> 
<p>In a transistor the minimum and maximum values of β<sub><i>dc</i></sub> are 100 and 121. The proper value of β<sub><i>dc</i></sub> to be used to locate Q point is</p>,100,121,110.5,110,,D, <p>Lowest value of β should be used to locate Q point.</p> 
<p>The input to an op-amp integrating amplifier is a constant voltage. The output will be</p>,a constant voltage,a sawtooth wave,a ramp,ac voltage,,D, <p>Integral of a constant is <i>t</i>.</p> 
<p>FET amplifier is more difficult to analyse than BJT amplifier.</p>,True,False,,,,B, <p>FET amplifier is easier to analyse since gate current is negligible.</p> 
<p>To bypass a 100 ohm emitter resistor at</p>,10 μF,100 μF,1000 μF,1 μF,,C," <p>X<sub>C</sub> &lt; 0.1 x 100 or X<sub>C</sub> &lt; 10 Ω or 10 = <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/362-321-1.png""/> or C <img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/1-sym-aa=.gif""/> 1000 mF.</p> "
