question,A,B,C,D,E,answer,explanation
<p>Which of the following are linear ICs?</p>,RF and IF amplifiers,Wide band amplifier,Audio amplifiers,All of the above,,D,
"<p>The more negative gate voltage, the conductive channel becomes</p>",narrower,wider,thicker,linear,,A,
"<p>Which circuit has its output signal from, the emitter?</p>",Common base,Common emitter,Emitter follower,None of the above,,C,
"<p>Symbol shown in figure represents a<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/346-754-1.png""/></p>",P-channel DEMOSFET,N-channel DEMOSFET,UJT with N-type base,UJT with P-type base,,C,
<p>A JFET is a</p>,unipolar device,bipolar device,tripolar device,none of the above,,A,
<p>Which configuration has high input impedance and low output impedance?</p>,CB,CE,CC,CB and CE,,C,
<p><p><b>Assertion (A):</b>  An ac amplifier uses coupling capacitors at input and output</p><p><b>Reason (R):</b>  The capacitive reactance varies inversely with frequency. It is infinite for dc</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,A,
<p>Common base configuration is little used because</p>,it has low input impedance,it has high input impedance,it does not heat up,it has very high gain,,A,
"<p>In figure it is desired that output wave is symmetrical. Then<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/319-260-1.png""/></p>",both diodes should be similar and |V<sub>1</sub>| = |V<sub>2</sub>|,both diodes should be similar,|V<sub>1</sub>| = |V<sub>2</sub>|,either (a) or (b),,A,
"<p>If the plate supply voltage for a plate modulated class C amplifier is E volts, the maximum plate-cathode voltage could be almost as high as</p>",E,E/2,2E,4E,,D,
"<p>If three cascaded stages of amplifier have gains 10, 20 and 30 the overall voltage will be</p>",30,60,600,6000,,D,
<p>A collector collects</p>,electrons from the base in case of N-P-N transistor,electrons from the emitter in case P-N-P transistor,holes from the base in case of N-P-N transistor,holes from the base in case of P-N-P transistor,,B,
"<p>In a resistance loaded, RC coupled amplifier the d.c. component is blocked by</p>",Transistor,C<sub>C</sub>,R<sub>B</sub>,R<sub>C</sub>,,B,
<p>A logarithmic amplifier has diode in the feedback path.</p>,True,False,,,,A,
<p>The input resistance of FET in the low frequency small signal operation is</p>,infinitely high,around 1 kΩ,around 50 Ω,very small,,A,
<p>The enhancement type MOSFET is called a</p>,normally on MOSFET,normally off MOSFET,P-type MOSFET,N-type MOSFET,,B,
<p>The input gate current of a FET is</p>,a few amperes,a few milli amperes,a few micro amperes,negligible,,D,
"<p>For maximum unclipped output from a CE amplifier, the Q point should be</p>",at the centre of dc load line,at the centre of ac load line,at the centre of collector current,none of the above,,B,
"<p>The circuit shown in figure will act as<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/350-848-1.png""/></p>",differentiator,adder,clipper,clamper,,C,
<p>Which of the following best represents the input impedance of an actual op-amp?</p>,10 ohm,1 k ohm,1 M ohm,100 M ohm,,C,
"<p>An engineer designs an amplifier to have a voltage gain of 60, but when constructed it only had a gain of 50. Which of the following will increases from this type of operation?</p>",Stability,Bandwidth,Distortion,Input resistance,,C,
"<p>For a transistor if <span class=""symbol"">a</span><sub>dc</sub> = 0.98 and emitter current I<sub>E</sub> is 2 mA, then base current will be</p>",10 μA,40 μA,80 μA,200 μA,,A,
"<p><p><b>Assertion (A):</b>  Linear ICs include audio amplifier, wideband amplifier, RF amplifier and IF amplifier</p><p><b>Reason (R):</b>  The error voltage in a feedback circuit is very small</p></p>",Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,B,
"<p>The given circuit has a feedback factor of<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/339-615-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/339-615-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/339-615-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/339-615-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/339-615-5.png""/>",,D,
"<p><p><b>Assertion (A):</b>  The horizontal intercept of dc load line is the same as ideal cut off point</p><p><b>Reason (R):</b>  When a transistor is in cut off region, collector current is zero</p></p>",Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,A,
<p>Which of the following statement is incorrect?</p>,UJT is a 3-terminal diode having two unequally doped regions,A UJT can be triggered by any one of its three terminals,The bi-directional switching characteristics of a diac are symmetrical,"As compared to JFETs, MOSFETs generate less noise in high gain amplifiers",,D,
<p>Which circuit is called swamped amplifier?</p>,CC,CE,CB,Both (a) and (b),,A,
<p>The ripple factor of a power supply is given by</p>,P<sub>dc</sub>/P<sub>ac</sub>,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/338-602-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/338-602-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/338-602-3.png""/>",,B,
<p>In a linear op-amp circuit</p>,the product of gain and bandwidth is constant,input can be dc only,input can be ac only,saturation may occur,,A,
<p>In a normally biased N-P-N transistor the main current crossing the collector junction is</p>,a drift current,a hole current,a diffusion current,same as the base current,,A,
<p>The changes in ambient temperature affect the open loop gain of amplifier.</p>,True,False,,,,A,
"<p>In a JFET, the lower end is called the __________ and the upper end is called the __________ .</p>","source, channel","channel, drain","source, drain",drain source,,C,
<p>A semi-conductor device that behaves like two SCRs is</p>,UJT,MOSFET,JFET,TRIAC,,D,
"<p>As compared to a BJT amplifier circuit, a JFET amplifier circuit</p>",has low input impedance,has high input impedance,has very low input impedance,may have either low or high input impedance,,B,
<p>In an oscillator the total phase shift around the loop must be</p>,180°,90°,270°,0°,,D,
<p>Which of the following parameters of CE circuit has the unit of ohms?</p>,<i>h</i><sub><i>ie</i></sub>,<i>h</i><sub><i>re</i></sub>,<i>h</i><sub><i>fe</i></sub>,<i>h</i><sub><i>oe</i></sub>,,A,
"<p>In the op-amp circuit shown in figure the current through load resistance R<sub>L</sub> is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-222-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-222-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-222-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-222-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-222-5.png""/>",,A,
<p>Whenever a JFET operates above pinch-off voltage</p>,depletion regions become smaller,drain current increase steeply,drain current starts decreasing,drain current remains nearly constant,,D,
<p>A Weinbridge oscillator is a</p>,VHF oscillator,RF oscillator,microwave oscillator,audio frequency oscillator,,D,
"<p>RC network shown in the given figure can provide a maximum theoretical phase shift of<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/340-634-1.png""/></p>",90°,180°,270°,360°,,B,
"<p><p><b>Assertion (A):</b>  In the circuit shown figure the diode is used to protect the active devices. Transistor T goes into saturation when a positive pulse is applied at base and non conducting</p><p><b>Reason (R):</b>  When the current in an inductor is suddenly stopped, a high voltage is induced across it.<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/356-965-1.png""/></p></p>",Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,A,
<p>When the ac input signal is very large the instantaneous operating point CE amplifier moves all the way between</p>,ac saturation and ac cut off points,ac operating and ac cut off points,ac saturation and ac operating points,none of the above,,A,
"<p>For full wave rectification four diode bridge rectifier is claimed to have following advantages: <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Less expensive transformer</li><li style=""padding-top:10px;"">Small size transformer</li><li style=""padding-top:10px;"">Suitable for higher voltage applications</li></ol> Which of these are correct?</p>",1 and 2 only,1 and 3 only,2 and 2 only,"1, 2, 3",,D,
"<p>Following figure is a signal conditioning Amplifier, changes gain depending upon the polarity of V<sub><i>s</i></sub>. What will be circuit voltage gain for + V<sub><i>s</i></sub> and for - V<sub><i>s</i></sub> if D<sub>2</sub> is ideal.<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/336-576-1.png""/></p>",A<sub>V</sub> = -R<sub>3</sub>/R<sub>1</sub>,R<sub>3</sub>/R<sub>1</sub>,R<sub>1</sub>/R<sub>3</sub>,1 + R<sub>3</sub>/R<sub>1</sub>,,A,
<p>Which class of amplifiers operates with least distortion?</p>,Class A,Class B,Class C,Class AB,,A,
<p>In a full wave diode rectifier circuit each diode carries current for</p>,90° in each cycle,180° in each cycle,270° in each cycle,360° in each cycle,,B,
"<p>When a JFET is cut off, it's like an __________ switch and when it is saturated, it's like a __________ switch.</p>","closed, open","open, closed","open, open","closed, closed",,B,
<p>The mobility of e<sup>-</sup> for Ge and Si respectively is</p>,"1.66, 2.5","2.5, 1.66","2.7, 2.33","2.33, 2.7",,A,
"<p>If a capacitor C is charged by a constant current I, then the rate of change of voltage with time given by sweep speed equal to</p>",C/I,IC,I/C,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/338-599-1.png""/>",,C,
"<p>In operational Amplifier, Common mode voltage gain should be</p>",0,∞,1,0.5,,A,
