question,A,B,C,D,E,answer,explanation
"<p>If the Q of a single stage single tuned amplifier is doubled, the bandwidth will</p>",remain the same,become half,become double,become four times,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/363-437-1.png""/>. If Q is doubles, bandwidth becomes half.</p> "
"<p>In full wave rectification, if the input frequency is 50 Hz, then frequency at the output of filter is</p>",50 Hz,0 Hz,100 Hz,75 Hz,,B, <p>Filter output will give d.c. signal and d.c. signal Passed zero frequency.</p> 
"<p>The circuit in the given figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/332-518-1.png""/></p>",low pass filter,high pass filter,band Pass filter,band reject filter,,A, <p>It is a L.P.F. of second order.</p> 
"<p>The turn ratio of a transformer is 20:1, if a load of 10Ω is connected across the secondary, what will be the effective resistance seen looking into the Primary?</p>",2 kΩ,4 kΩ,8 kΩ,32 kΩ,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/365-492-1.png""/></p> "
<p>In a CE amplifier circuit the ac voltage between emitter and ground</p>,is very high,may be high or low,is zero,depends on circuit configuration,,C, <p>Common emitter means emitter at ground potential.</p> 
"<p>A 120 V, 30 Hz source feeds a half wave rectifier circuit through a 4 : 1 step down transformer, the average output voltage is</p>",30 V,13.5 V,10 V,7.07 V,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/361-230-1.png""/>.</p> "
<p>The slew rate of an ideal op-amp is</p>,very slow,slow,fast,infinitely fast,,D, <p>Slew rate signifies the fastest change which can occurs in output voltage. In an ideal op-amp the output can change instantaneously.</p> 
"<p>Regulation of the DC power supply of 12 V, 100 mA is the effective resistance of power supply is 20 Ω</p>",22%,131%,30%,20%,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/363-463-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/363-463-2.png""/>.</p> "
<p>A bridge diode circuit using ideal diodes has in input voltage of 20 sin ω<i>t</i> volts. The average and rms values of output voltage are</p>,"<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-229-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-229-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-229-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/317-229-4.png""/>",,A," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/361-229-1.png""/>.</p> "
"<p>In the circuit of figure <i>v</i><sub>1</sub> = 8 V and <i>v</i><sub>2</sub> = 0. Which diode will conduct (Assume ideal diodes)?<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/311-156-1.png""/></p>",D<sub>1</sub> only,D<sub>2</sub> only,Both D<sub>1</sub> and D<sub>2</sub>,Neither D<sub>1</sub> nor D<sub>2</sub>,,A, <p>Since only <i>v</i><sub>1</sub> is positive and more than 0.7 V only D<sub>1</sub> will conduct.</p> 
"<p><p><b>Assertion (A):</b>  An op-amp has high voltage gain, high input impedance and low output impedance</p><p><b>Reason (R):</b>  Negative feedback increases output impedance</p></p>",Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,C, <p>Negative feedback reduces output impedance.</p> 
"<p>A transistor has a maximum power dissipation of 350 mW at an ambient temperature of 25°C. If derating factor is 2 mW/°C, the maximum power dissipation for 40°C ambient temperature is</p>",300 mW,330 mW,350 mW,380 mW,,C, <p>Derating improves reliability but does not affect maximum power dissipation.</p> 
<p>The output voltage waveform of a CE amplifier is fed to a dc coupled CRO. The trace on the screen will be</p>,dc output voltage,ac output voltage,sum of dc and ac output voltage,either (a) or (b),,C, <p>Due to direct coupling between output and CRO both dc and ac output voltage will appear on screen of CRO.</p> 
"<p>In an RC phase shift oscillator, the total phase shift of the three RC lead networks is</p>",360°,180°,90°,0°,,B, <p>Each RC network gives 60° phase shift.</p> 
"<p>In the circuit of figure β = 100 and quiescent value of base current is 20 μA. The quiescent value of collector<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/310-136-1.png""/> current is</p>",0.2 μA,2 μA,2 mA,20 mA,,C, <p>I<sub>C</sub> = βI<sub>B</sub> = 2 mA.</p> 
<p>Values of V<sub>T</sub> at 20°C for an ideal P-N diode</p>,25.27 mV,30.3 mV,23 mV,50 mV,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/366-553-1.png""/>.</p> "
<p><p><b>Assertion (A):</b>  In an op-amp the voltage gain and band width can be adjusted as per requirement</p><p><b>Reason (R):</b>  Large value capacitor can also be fabricated on a chip</p></p>,Both A and R are correct and R is correct explanation for A,Both A and R are correct but R is not correct explanation for A,A is correct R is wrong,A is wrong R is correct,,C, <p>Large value capacitor cannot be fabricated on a chip.</p> 
"<p>In figure which diode will conduct and what will be the value of V<sub>0</sub>?<br/><img src=""/_files/images/electronics-and-communication-engineering/analog-electronics/326-422-1.png""/></p>","D<sub>3</sub>, 1 V","D<sub>1</sub>, 2 V","D<sub>2</sub>, 5 V","D<sub>1</sub>, 5 V",,C," <p>Since battery connected to anode of D, is of 5 V it is forward biased. D<sub>1</sub> and D<sub>3</sub> are reverse biased. Output voltage is 5 V.</p> "
