question,A,B,C,D,E,answer,explanation
<p>Chrome signals in PAL colour television system consist of</p>,R - Y and B - Y signal,V and U signals,I and Q signals,R - Y and G - Y signals,,B,
"<p>In TV system in India, each frame is divided into</p>",625 horizontal lines,525 horizontal lines,425 horizontal lines,325 horizontal lines,,A,
<p>In PAL system</p>,phase of U signal is reversed on alternating lines,phase of V signal is reversed on alternating lines,phases of both U and V signals are reversed on alternating lines,none of the above,,B,
"<p>Among the various modulation systems, the most favoured from the point of linearity of modulation and efficiency is</p>",anode or collector modulation,central grid modulation,screen grid modulation,modulated oscillators,,A,
<p>The phase of colour subcarrier burst in PAL is along the axis at</p>,+180°,-180°,±180°,±45°,,C,
"<p>Which of the following is correct (<i>f<sub>m</sub></i> is maximum usable frequency, S is speed and G is width of air gap)?</p>",<i>f<sub>m</sub></i> = (S) (2G),"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/500-93-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/500-93-2.png""/>",G = (<i>f<sub>m</sub></i>)(S),,C,
"<p>If the transmitted pulse power of a radar is P<sub><i>t</i></sub> (peak value) and the antenna is isotropic, the power density at a distance <i>r</i> is</p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/524-657-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/524-657-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/524-657-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/524-657-4.png""/>",,B,
<p>In a hi-fi system the frequency response over the audio frequency range should be within</p>,± 10 dB,5 dB,2 dB,1 dB,,D,
<p>Multiplex techniques are used for</p>,low density communications,low density point-to-point communications,high-density point-to-point communications,all of the above,,C,
"<p>In delta modulation, the output signal to quantization noise ratio S<sub>0</sub>/N<sub><i>q</i></sub> is (N is the number of bits)</p>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-461-1.png""/> N<sup>2</sup>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-461-1.png""/> N<sup>3</sup>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-461-2.png""/> N<sup>2</sup>","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/516-461-2.png""/> N<sup>3</sup>",,B,
"<p>In an AM system, doubling of modulation index doubles the antenna current. The system is</p>",single side band full carrier,vestigial side band,single side band suppressed carrier,double side band full carrier,,C,
<p>A frequency multiplier stage should operate as</p>,class A,class AB,class C,either of the above,,C,
<p>UHF range is</p>,30 MHz to 300 MHz,300 MHz to 3000 MHz,"3000 MHz to 30, 000 MHz","above 30, 000 MHz",,B,
<p>A carrier signal at frequency 100 MHz is frequency modulated with modulation index 2 by a signal at 2 kHz. At what frequencies are the sidebands produced?</p>,102 MHz and 98 Mhz,"100 MHz + 2 kHz, 100 MHz - 2 kHz",100 MHz ± Δ<i>f<sub>d</sub></i> where <i>f<sub>d</sub></i> is frequency deviation,"100 MHz ± 3<i>n</i> kHz, where <i>n</i> is 1, 2, ... S integer",,D,
<p>Which is not purpose of modulation?</p>,Effective radiation,Multiplexing,Narrow band,Increase in signal power,,D,
<p>An FM transmitter has maximum frequency deviation of 75 kHz and reproduces audio signals up to 15 kHz. Minimum channel width required is __________ kHz.</p>,180,120,90,60,,B,
<p>A 360 W carrier is simultaneously modulated by two audio wave with modulation percentage of 55 and 65 respectively. Total sideband power radiated will be</p>,500 W,360 W,180 W,130 W,,D,
<p>In a radio detector</p>,stabilization against signal strength variation is provided,linearity is worse than in a phase discriminator,the circuit is the same as in discriminator except that diodes are reversed,output is twice that obtainable from a similar phase discriminator,,B,
<p>ISDN stands for</p>,Integrated Services Digital Network,Inter Services Digital Network,Inter Subscriber Digital Network,integrated Subscriber Digital Network,,A,
"<p>Under identical conditions, for a single modulating frequency, FM and PM are indistinguishable. Now if the modulating frequency is reduced, then</p>",phase modulation index as well as frequency modulation index decrease,phase modulation index as well as frequency modulation index increase,phase modulation index will remain constant whereas frequency modulation index will increase,phase modulation index will decrease whereas frequency modulation index will remain constant,,C,
<p>The main advantage of superheterodyne receiver is</p>,better tracking,simple cut,better alignment,improvement in selectivity and sensitivity,,D,
<p>PAL system was proposed first in</p>,USA,Japan,England,Germany,,D,
<p>MCVF telegraphy causes</p>,SSB techniques,pulse modulation,Out of bond signalling,FM,,A,
"<p>Consider the following statements as regards noise <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">If Gaussian noise is applied at input of a rectifier, the output is not gaussian</li><li style=""padding-top:10px;"">The noise encountered on a telephone line consists of short, pulse type disturbances whose amplitude distribution is not Gaussian</li><li style=""padding-top:10px;"">Shot noise results from random emission of electrons from a cathode</li><li style=""padding-top:10px;"">Shot noise results from phenomenon associated with the flow of current across semi conductor junctions</li></ol> Which of the above are correct?</p>","1, 2, 3, only","1, 2, 4 only","1, 2, 3, 4","2, 3 only",,C,
<p>Noise can be reduced by increasing sampling rate</p>,true,false,can't say,insufficient data,,B,
<p>In tape recorder erase head is active during recording.</p>,True,False,,,,A,
<p>Which of the following microphones has maximum distortion?</p>,Ribbon,Condenser,Crystal,Carbon,,D,
"<p>The relation between bandwidth B, modulating frequency <i>f<sub>m</sub></i> and frequency deviation Δ<i>f</i> for a sinusoidally modulated FM signal is</p>",B = Δ<i>f</i> + <i>f<sub>m</sub></i>,B = 2(Δ<i>f</i> + <i>f<sub>m</sub></i>),B = <i>f<sub>m</sub></i> - Δ<i>f</i>/,B = 2(<i>f<sub>m</sub></i> - Δ<i>f</i>),,B,
<p>FM broadcast is used in</p>,VHP range,UHF range,MF range,both VHP and UHF range,,D,
<p>The power requirement of a RADAR used in military operations is</p>,a few watts,about 500 W,about 2000 W,a few megawatts,,D,
<p>The percentage saving in power when the carrier and one of the sidebands are suppressed in an AM wave modulated to a depth of 100% will be nearly</p>,50%,66%,75%,83%,,D,
<p>The difference between phase and frequency modulation</p>,is purely of academic interest,lies in the different definitions of the modulation index,lies in the poor audio response of phase modulation,is too great to make the two systems compatible,,B,
<p>A signal <i>m</i>(<i>t</i>) amplitude modulates a carrier A<i><sub>c</sub></i> cos ω<i><sub>c</sub>t</i>. The final signal will be</p>,[A<i><sub>c</sub></i> <i>m</i>(<i>t</i>)] cos ω<i><sub>c</sub>t</i>],A<i><sub>c</sub></i> . [1 + <i>m</i>(<i>t</i>)] cos ω<i><sub>c</sub>t</i>,A<i><sub>c</sub></i> + [<i>m</i>(<i>t</i>)] cos ω<i><sub>c</sub>t</i>,A<i><sub>c</sub></i> cos ω<i><sub>c</sub>t</i> + <i>m</i>(<i>t</i>),,B,
