question,A,B,C,D,E,answer,explanation
<p>A cordless telephone using separate frequencies for transmission in base and portable units is known as</p>,duplex arrangement,half duplex arrangement,either (a) or (b),neither (a) nor (b),,A, <p>Separate frequencies for transmission from base and portable units allows two way transmission and is called duplex arrangement.</p> 
<p>For attenuation of high frequencies we should use</p>,shunt capacitance,series capacitance,inductance,resistance,,A," <p>Since X<sub><i>c</i></sub> for high frequencies is low, the high frequencies are shunted to ground and are not transmitted.</p> "
<p>A modem is classified as low speed if data rate handled is</p>,upto 100 bps,upto 250 bps,upto 400 bps,upto 600 bps,,D," <p>When data rate in bits per second is upto 600, modem is low speed.</p> "
<p>VSB modulation is preferred in TV because</p>,it reduces the bandwidth requirement to half,it avoids phase distortion at low frequencies,it results in better reception,none of the above,,A," <p>VSB (vestigial side band) transmission transmits one side band fully and the other side band partially thus, reducing the bandwidth requirement.</p> "
<p>A woofer should be fed from the input through a</p>,low pass filter,high pass filter,band pass filter,band stop filter,,A, <p>Woofer is a low frequency loud speaker covering the range 16 Hz to 500 Hz.</p> 
<p>The colour subcarrier and sidebands produced by its modulation with the chrominance signals are accommodated in the standard channel width by the process of</p>,frequency adjustment,frequency interleaving,frequency changing,frequency amalgamation,,B, <p>In frequency interleaving the space between bundles is used for colour signal.</p> 
<p>In FM signal with a modulation index <i>m<sub>f</sub></i> is passed through a frequency tripler. The wave in the output of the tripler will have a modulation index of</p>,<i>m<sub>f</sub></i>,3<i>m<sub>f</sub></i>,<i>m<sub>f</sub></i>/3,<i>m<sub>f</sub></i>/9,,B," <p>Frequency multiplier increase the deviation, </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/554-749-1.png""/>.</p> "
"<p>In colour TV receiver, varactor diode is used for</p>",detection,rectification,tuning,both (a) and (b),,C," <p>In varactor diode the applied reverse bias controls the width and therefore capacitance of depletion layer. </p>
<p>This capacitance is used for tuning.</p> "
<p>The number of noise sources in a BJT are</p>,3,2,1,4,,A," <p>Shot noise, partition noise and thermal noise.</p> "
<p>Energy content of atmospheric noise</p>,does not depend on frequency,decreases as frequency is increased,increases as frequency is increased,either (a) or (c) depending on the temperature,,B, <p>Atmospheric noise decreases as frequency is increased.</p> 
<p>A 400 W carrier is amplitude modulated with <i>m</i> = 0.75. The total power in AM is</p>,400 W,512 W,588 W,650 W,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/552-516-1.png""/>.</p> "
"<p><i>c</i>(<i>t</i>) and <i>m</i>(<i>t</i>) are used to generate an FM signal. If the peak frequency deviation of the generated FM signal is three times the transmission bandwidth of the AM signal, then the coefficient of the term cos [2<span class=""symbol"">p</span>(1008 x 10<sup>3</sup><i>t</i>)] in the FM signal (in terms of the Bessel Coefficients) is</p>",5 J<sub>4</sub>(3),"<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/535-942-1.png""/> J<sub>8</sub>(3)","<img src=""/_files/images/electronics-and-communication-engineering/communication-systems/535-942-1.png""/> J<sub>8</sub>(4)",5 J<sub>4</sub>(6),,D," <p>As, we known FM, <i>s</i>(<i>t</i>)</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/555-942-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> Frequency deviation = 3 . (AM Bandwidth) = 6 <i>f<sub>m</sub></i></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/555-942-2.png""/></p>
<p>and β= 6 is given in (d) only.</p>
<p>ω<sub><i>c</i></sub> + <i>n</i> ω<sub><i>m</i></sub> = (1008 x 10<sup>3</sup>)2<span class=""symbol"">p</span> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> 2<span class=""symbol"">p</span> x 10<sup>6</sup> + <i>n</i>. 4<span class=""symbol"">p</span> x 10<sup>3</sup> = (1008 x 10<sup>3</sup>).2<span class=""symbol"">p</span> </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/communication-systems/1-sym-imp.gif""/> <i>n</i> = 4</p>
<p>So, β = 6, <i>n</i> = 4 hence answer is 5<i>j</i><sub>4</sub>(6).</p> "
<p>Non-coherently detection is not possible for</p>,PSK,ASK,FSK,both (a) and (c),,A,
<p>Tracking of extra terrestrial objects requires</p>,high transmitting power,very sensitive receiver,fully steerable antenna,all of the above,,D, <p>All the three are required.</p> 
<p><p><b>Assertion (A):</b>  Free space does not interfere with normal radiation and propagation of radio waves</p><p><b>Reason (R):</b>  Free space has no magnetic or gravitational fields.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A," <p>Since free space does not have magnetic and other fields, waves can propagate without any interference.</p> "
<p>In radar systems PRF stands for</p>,Power Return Factor,Pulse Return Factor,Pulse Repetition Frequency,Pulse Response Factor,,C, <p>PRF in radar systems means pulse repetition frequency.</p> 
<p>Which of the following cannot be the Fourier series expansion of a periodic signal?</p>,<i>x</i>(<i>t</i>) = 2 cos <i>t</i> + 3 cos 3<i>t</i>,"<i>x</i>(<i>t</i>) = 2 cos <span class=""symbol"">p</span>t + 7 cos <i>t</i>",<i>x</i>(<i>t</i>) = cos <i>t</i> + 0.5,"<i>x</i>(<i>t</i>) = 2 cos 1.5<span class=""symbol"">p</span><i>t</i> + sin 3.5 <span class=""symbol"">p</span><i>t</i>",,C," <p><i>x</i>(<i>t</i>) = cos <i>t</i> + 0.5</p>
<p>not satisfies the Dirichlet condition. </p>
<p>The integration of constant term is ∞.</p> "
<p>Which of the following is the indirect way of FM generation?</p>,Reactance bipolar transistor modulator,Armstrong modulator,Varactor diode modulator,Reactance FM modulator,,B, <p>It generates FM through phase modulation.</p> 
"<p>A telephone exchange has 9000 subscribers. If the number of calls originating at peak time is 10, 000 in one hour, the calling rate is</p>",0.9,10/9,0.81,0.1,,B, <p>Calling rate is the number of calls per subscriber.</p> 
