question,A,B,C,D,E,answer,explanation
<p>A 1 mA meter is to be converted to 1 A ammeter. The meter resistance is 100 Ω. The value of shunt resistance is</p>,0.001 Ω,0.1001 Ω,100 Ω,1000 Ω,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/254-275-1.png""/>.</p> "
<p>The use of thermocouple meters for ac measurement leads to a scale which is</p>,linear,square law,logarithmic,exponential,,B, <p>Thermocouple meter is based on heating effect which varies as I<sup>2</sup>.</p> 
<p><p><b>Assertion (A):</b>  A low power factor wattmeter has special constructional features to ensure accurate measurement.</p><p><b>Reason (R):</b>  Extension of wattmeter range in dc circuit can be easily done by using current and potential transformer.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,C, <p>CT and PT cannot be used in dc.</p> 
<p>The scale of dynamometer wattmeter is non linear.</p>,True,False,,,,B, <p>It is linear.</p> 
<p>Magnetic deflection is inversely proportional to</p>,voltage,(voltage)<sup>0.5</sup>,(voltage)<sup>1.5</sup>,(voltage)<sup>2</sup>,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/253-183-1.png""/> </p>
<p>where V<sub>A</sub> is the potential difference between anode and cathode.</p> "
<p>The most commonly used moving iron instruments are</p>,repulsion type,attraction type,a combination of attraction and repulsion type,none of the above,,A, <p>Repulsion type have better accuracy.</p> 
<p>A moving iron instrument can be used for</p>,dc only,ac only,both dc and ac,dc and high frequency ac,,C," <p>Its deflecting torque ∝ I<sup>2</sup>. So, it can be used for both d.c. and a.c.</p> "
<p>Two voltmeters are each 0-300 V range. Their internal resistances are 10 kΩ and 20 kΩ They are connected is series and a voltage of 400 V is applied. Their readings respectively will be</p>,266.6 and 133.3 V,133.3 and 266.6 V,200 V each,100 and 300 V,,B," <p>The readings will be proportional to their internal resistance, </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/255-355-1.png""/>.</p> "
"<p>A 300 V voltmeter has an accuracy of ± 2% of full scale deflection. When the reading is 222 V, the actual voltage</p>",lies between 217.56 and 226.44 V,lies between 217.4 and 226.6 V,lies between 216 and 228 V,is exact 222 V,,C," <p>Error = ± 6 V. Therefore, the actual value would be between 222 ± 6 V.</p> "
<p>In a thermocouple two metal junctions between metals <i>M</i><sub>1</sub> and <i>M</i><sub>2</sub> are kept at temperature <i>T</i><sub>1</sub> and <i>T</i><sub>2</sub>. The thermocouple emf is produced because</p>,"M<sub>1</sub>, M<sub>2</sub> are similar and T<sub>1</sub>, T<sub>2</sub> are equal","M<sub>1</sub>, M<sub>2</sub> are similar but T<sub>1</sub>, T<sub>2</sub> are unequal","M<sub>1</sub>, M<sub>2</sub> are dissimilar but T<sub>1</sub>, T<sub>2</sub> are equal","M<sub>1</sub>, M<sub>2</sub> are dissimilar but T<sub>1</sub>, T<sub>2</sub> are unequal",,D, <p>The two materials in thermocouple are different and the two junctions are kept at different temperatures.</p> 
"<p>The current through a resistance <i>R</i> is shown in figure. The computed value of power is <br/><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/240-236-1.png""/></p>",400 ± 0.42 W,400 ± 4.6 W,400 ± 8.85 W,400 ± 10.65 W,,C," <p>% error in current is 2% and % error in resistance is 0.2%.</p>
<p>Since P = I<sup>2</sup>R, % error in power = 2 x 2% + 0.2% = 4.2%.</p> "
<p>The resistance in the circuit of the moving coil of a dynamometer wattmeter should be</p>,very low,low,high,almost zero,,C, <p>Moving coil is voltage coil and must have high resistance.</p> 
"<p>What would be the reading of voltmeter as shown in below figure. The voltmeter has a 0-1 V scale and is a 20000 Ω/V meter <br/><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/230-16-1.png""/></p>",0.4545 V,0.082 V,0.82 V,4.54 V,,B," <p>Effective resistance of circuit</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/252-16-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/252-16-2.png""/>.</p> "
<p>A temperature sensistive transducer is subjected to sudden temperature change. It takes 10 seconds for transducer to reach equilibrium condition (five times time constant). The time taken to reach half of temperature difference will be</p>,1.38 <i>s</i>,5 <i>s</i>,8.62 <i>s</i>,0.9 <i>s</i>,,A, <p>The initial change is fast.</p> 
"<p>Figure shows a Wheatstone bridge with RTD to one arm. If resistance of RTD = 1020 Ω, the voltage V<sub>0</sub> is <br/><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/237-191-1.png""/></p>",49 mV,51 mV,48 mV,45 mV,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/253-191-1.png""/></p> "
<p>The current passing through a resistance of 100 ± 0.2% Ω is 2 ± 0.5% A. The limiting error in computation of power will be</p>,± 0.7%,± 0.9%,± 1.2%,± 0.3%,,C, <p>Limiting error = 2 x 0.5 + 0.2 = ± 1.2% (we have to take 2 x 0.5 because power ∝ I<sup>2</sup>).</p> 
"<p>If the secondary burden of a CT 15 VA and secondary current is 5 A, the load impedance of CT is</p>",0.6 Ω,5 Ω,6 Ω,10 Ω,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/254-242-1.png""/>.</p> "
"<p>Consider the following instruments <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Tangent galvanometer</li><li style=""padding-top:10px;"">Rayleigh current balance</li><li style=""padding-top:10px;"">Household energy meter</li><li style=""padding-top:10px;"">Hot wire ammeter</li></ol> Out of above absolute instruments are</p>","1, 2 and 3","1, 2 and 4",1 and 2,"2, 3 and 4",,C, <p>Only tangent galvanometer and Rayleigh Current balance are absolute instruments. Energy meter and ammeter are secondary instruments.</p> 
"<p>A 0-150 voltmeter has a guaranteed accuracy of 1% of full scale reading. If actual reading is 83 V, the percentage error is</p>",0.83%,1%,1.81%,none of the above,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/251-6-1.png""/> </p>
<p> <img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/251-6-2.png""/>.</p> "
"<p>In a CRO, the frequency of output of time base generator</p>",is only one constant value,is adjustable,varies automatically,either (a) or (c),,B, <p>Time base signal frequency is adjustable so that voltages of different frequencies can be measured.</p> 
"<p>If A = 131 ± 4 and B = 106 ± 4, the percentage range of doubt in A - B is</p>",4%,8%,16%,32%,,D," <p>(<i>A</i> - <i>B</i>) = 25 ± 8. Therefore, % range of doubt <img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/252-13-1.png""/>.</p> "
<p>Two resistance R<sub>1</sub> and R<sub>2</sub> are connected in series R<sub>1</sub> = 528 ± 5 Ω and R<sub>2</sub> = 325 ± 3Ω. The total resistance will be</p>,853 ± 2 Ω,853 ± 5 Ω,853 ± 3 Ω,853 ± 8 Ω,,D," <p>Both errors can be positive or negative simultaneously.</p>
<p>Hence 853 ± 8 Ω.</p> "
<p>The function of shunt in an ammeter is to</p>,by pass the current,increase sensitivity of meter,increase resistance of meter,all of the above,,A, <p>It bypasses a major portion of circuit current so that only the rated current of meter can flow through the meter.</p> 
<p>Which of the following does not use the principle of change in inductance?</p>,LVDT,Inductance displacement transducer,Strain gauge,Reluctance pick up,,C, <p>In strain gauge change in resistance occurs.</p> 
<p>It is necessary to measure the amplitudes of two signals and also the phase difference between them. This can be done by using a</p>,phase meter,waveform meter,vector voltmeter,digital voltmeter,,B," <p>A waveform meter is suitable to study amplitudes, phase angles etc. of different waveforms.</p> "
"<p>A sinusoidal signal is measured by CRO. The scale is set at 4 mV/cm. If vertical distance between positive and negative peaks is 6 cm, the peak value of ac signal is</p>",6 mV,12 mV,24 mV,3 mV,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/255-360-1.png""/>, Peak to peak value will be 24 mV.</p> "
<p>Wheatstone bridge is suitable for low resistances.</p>,True,False,,,,B, <p>It is suitable for medium resistances.</p> 
<p>To avoid creep in an energy meter</p>,two shading bands are put on shunt magnet,two shading bands are put on series magnet,two holes are cut in the disc on opposite sides of spindle,the potential coil is made of very thin wire,,C, <p>When a hole comes under a pole of upper electromagnet the disc becomes stationary. Thus creep is avoided.</p> 
"<p>A wire strain gauge has a gauge factor of 2, resistance of 125 Ω and length 1 m. If length of wire changes by .005 m, change in resistance will be</p>",0.25 Ω,0.5 Ω,1.25 Ω,2.5 Ω,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/254-284-1.png""/>.</p> "
<p>Four voltmeters have following specifications. If accuracy is main consideration which is the best?</p>,"100 V, 2 mA","100 V, 100 mA","100 V, 1 mA","100 V, 0.1 mA",,D," <p>Since the current drawn is minimum, the accuracy is maximum.</p> "
"<p>The deflection of a DArsonval galvanometer is measured through a mirror and scale. The mirror is 1 m away from the light source. The mirror is mounted on, the moving system. If mirror rotates through 0.2 rad the displacement on the scale is</p>",0.2 m,0.4 m,0.1 m,0.05 m,,B, <p>Diplacement = (1) (2θ) = 0.4 m.</p> 
"<p>Two ammeters having resistances of 0.5 Ω and 0.25 Ω and having full scale reading of 25 A each are connected in parallel. To ensure that neither of them goes beyond scale, the total current should not be more than</p>",50 A,37.5 A,25 A,40 A,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/255-383-1.png""/> or V = 37.5 V.</p> "
<p>A polyphase wattmeter basically consists of two wattmeters. The moving system of two wattmeters</p>,are common,are separate,are generally common,are generally separate,,A, <p>The moving system has to be common since reading depends on the action of both wattmeters.</p> 
<p>The dead zone in a pyrometer is 0.125% of span. The calibration is 400°C to 1000°C. What temperature change might occur before it is detected.</p>,0.125°C,0.75°C,0.4°C,1°C,,B," <p>Span = 600°, <img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/254-268-1.png""/>.</p> "
