question,A,B,C,D,E,answer,explanation
<p>A single phase energy meter operates on induction principle.</p>,True,False,,,,A,
<p>The accuracy of measurement using CRO is about</p>,± 0.5%,± 0.05 %,± 1%,± 3%,,D,
<p>The channel required for FM telemetry is</p>,same as required for AM telemetry,smaller than that required by AM telemetry,100 times that required for AM telemetry,10 times that required for AM telemetry,,C,
<p><p><b>Assertion (A):</b>  Absolute instruments are used in standard laboratories.</p><p><b>Reason (R):</b>  Absolute instruments do not require calibration.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p><p><b>Assertion (A):</b>  A 3 phase wattmeter consists of two wattmeters mounted in one case.</p><p><b>Reason (R):</b>  Power measurement in a 3 phase circuit can be conveniently done by two wattmeter method. </p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
"<p>A digital voltmeter can count from 0 to 9999. If full scale reading is 9.999 V, the resolution of full scale reading is</p>",0.001,1000,2 digit,1 mV,,D,
<p>The most serious problems in ac bridge measurement is</p>,eddy currents,leakage current,residual magnetism,stray fields,,D,
<p><p><b>Assertion (A):</b>  An electrostatic voltmeter is free from hysteresis and eddy current errors.</p><p><b>Reason (R):</b>  An electrostatic voltmeter has a number of fixed and moving vanes in parallel. </p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p>The pointer of an indicating instrument should be</p>,very light,very heavy,neither heavy nor light,heavy,,A,
<p>The resistance of resistance strain gauge is about</p>,5 Ω,50 Ω,120 Ω,0.5 Ω,,C,
<p>Which bridge can be used to measure frequency?</p>,Maxwell,Kelvin,Schering,Wein,,D,
<p>The time base generator in a CRO gives an output which is</p>,low frequency sinusoidal,high frequency sinusoidal,low frequency rectangular,high frequency sawtooth,,D,
