question,A,B,C,D,E,answer,explanation
"<p>The current in a circuit is measured using a 150 : 1 CT If the ammeter reads 0.6 A, the circuit current is</p>",250 A,90 A,156 A,144 A,,B, <p>150 x 0.6 = 90 A.</p> 
<p>A volt ratio box should have low resistance.</p>,True,False,,,,B, <p>It should have high resistance.</p> 
"<p>A Hall effect transducer has K<sub>H</sub> = - 1 x 10<sup>-8</sup>. If B = 1 Wb/m<sup>2</sup>, I = 3 A and bismuth slab is 2 mm wide, the Hall voltage is</p>",-7.5 x 10<sup>-6</sup> V,-15 x 10<sup>-6</sup>,-20 x 10<sup>-4</sup> V,-22.5 x 10<sup>-4</sup> V,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/253-223-1.png""/>.</p> "
"<p>Two ammeters A and B both 0-10 A have internal resistance of 1 Ω and 0.5 Ω respectively. They are connected in parallel. If total current is 15 A, then</p>",I<sub>A</sub> = I<sub>B</sub> = 7.5 A,"I<sub>A</sub> = 5 A, I<sub>B</sub> = 10 A","I<sub>A</sub> = 10 A, I<sub>B</sub> = 5 A","I<sub>A</sub> = 9 A, I<sub>B</sub> = 6 A",,B," <p>Currents divide in inverse proportion of resistances.</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/255-362-1.png""/>.</p> "
<p>Which of the following is not correct?</p>,Voltmeter should have a very high resistance,An ammeter should have a very low resistance,A shunt should have a very low resistance,An electronic voltmeter draws appreciable current from source,,D, <p>An electronic voltmeter draws negligible current.</p> 
<p>The loss of charge method can be used to measure</p>,resistance of shunt,insulation resistance of cable,resistance of shunt winding,both (b) and (c),,B, <p>It is used for measuring very high resistance.</p> 
<p><p><b>Assertion (A):</b>  Maxwell bridge is for measuring inductance of medium magnitude.</p><p><b>Reason (R):</b>  In Maxwell's bridge the unknown inductance is measured by comparing it with a capacitance.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,C, <p>Maxwell bridge does not use a capacitor.</p> 
<p><p><b>Assertion (A):</b>  A semiconductor strain gauge is more accurate than a resistance strain gauge.</p><p><b>Reason (R):</b>  The gauge factor of a semiconductor strain gauge is about 100 where as the gauge factor of a resistance strain gauge is only about 2. </p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A, <p>Higher gauge factor results in better accuracy.</p> 
<p>Current density has the dimensions</p>,IL,IL<sup>-2</sup>,IL<sup>-3</sup>,I<sup>2</sup>L<sup>-2</sup>,,B, <p>Current density = current/area = IL<sup>-2</sup>.</p> 
"<p>The resistance of a dc galvanometer is 20 Ω. A current of 10 mA causes full scale deflection. To convert it into 0-300 V voltmeter, we have to use a series resistance of</p>",30000 Ω,29980 Ω,6000 Ω,15 Ω,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/252-48-1.png""/>.</p> "
<p>A capacitance transducer can be used to measure</p>,thickness of sheet,displacement,level of fluids,all of the above,,D," <p>In all these, change of capacitance occurs.</p> "
<p>The dynamometer principle can be used for</p>,ammeter only,voltmeter only,wattmeter only,"ammeter, voltmeter and wattmeter",,D," <p>Dynamometer principle can be used for ammeter, voltmeter and wattmeter. However it is generally used for wattmeters only.</p> "
<p><p><b>Assertion (A):</b>  In hot wire instrument the material of hot wire in generally platinum iridium.</p><p><b>Reason (R):</b>  A hot wire ammeter is suitable for ac only</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,C, <p>Hot wire instruments are suitable for both ac and dc.</p> 
<p>The scale of hot wire ammeter is</p>,linear,non-linear,cramped,absolute linear,,B," <p>Since deflecting torque ∞ I<sup>2</sup>, scale is non-linear.</p> "
"<p>A moving coil meter has a shunt of 0.02 Ω resistance. If coil resistance is 1000 Ω and a potential difference of 500 mV is required across it to cause full scale deflection, the current through shunt is</p>",2.5 A,25 A,0.25 A,0.025 A,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/253-231-1.png""/>.</p> "
"<p>Consider the following features of an instrument <ol style=""list-style-type: upper-roman; padding-bottom:10px;""><li style=""padding-top:10px;"">suitable for both ac and dc</li><li style=""padding-top:10px;"">free from hysteresis and eddy current errors</li><li style=""padding-top:10px;"">No waveform and frequency errors</li><li style=""padding-top:10px;"">it is essentially a voltmeter</li></ol> This instrument is</p>",moving iron,moving coil,electrostatic,dynamometer,,C, <p>Only electrostatic instrument has all these features.</p> 
<p>Which one of the following effects is used in measuring power?</p>,Seeback,Ferrari,Induction,Hall,,C, <p>Induction wattmeter.</p> 
<p>The effect of lead resistance is important in measurement of</p>,resistance of shunt,resistance of shunt winding,resistance of ammeter,both (a) and (c),,D, <p>Lead resistance is important when measuring low resistance. Resistance of shunt and ammeter is low.</p> 
<p>A high resistance was measured by loss of charge method. The voltmeter resistance was 10<sup>10</sup> ohms. The calculation gave the value of unknown resistance as 0.8 x 10<sup>9</sup> ohms. The true value of resistance is</p>,0.8 x 10<sup>9</sup> Ω,less than 0.8 x 10<sup>9</sup> Ω,more than 0.8 x 10<sup>9</sup> Ω,either (b) or (c),,C," <p>Let unknown resistance be R. </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/253-113-1.png""/></p>
<p>Evidently <i>R</i> is more than 0.8 x 10<sup>9</sup> ohm.</p> "
"<p>A resistance wire strain gauge has gauge factor 2. If stress is 100 mega newton/m<sup>2</sup> and Young's modulus is 200 giga newton/ m<sup>2</sup>, the percentage change in gauge resistance due to stress is</p>",0.1,0.2,0.4,0.5,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/254-328-1.png""/>.</p> "
<p>Insertion of a dielectric material between the plates of an air capacitor</p>,increases the capacitance,decreases capacitance,has no effect an capacitance,increases breakdown voltage,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/254-255-1.png""/>.</p> "
