question,A,B,C,D,E,answer,explanation
<p>A direct current can be measured</p>,directly by dc potentiometer,by dc potentiometer in conjunction with a standard resistance,by dc potentiometer in conjunction with volt ratio box,none of the above,,B,
"<p>Consider the following galvanometers <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">D'Arsonval</li><li style=""padding-top:10px;"">Ballistic</li><li style=""padding-top:10px;"">Vibration</li></ol> Which of these are permanent magnet moving coil instruments?</p>",1 and 2 only,"1, 2 and 3",2 and 3 only,1 and 3 only,,B,
<p><p><b>Assertion (A):</b>  Hall effect is observed in all metals but is very appreciable in semiconductors.</p><p><b>Reason (R):</b>  Hall effect transducer is very suitable for measurement of magnetic flux density. </p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p><p><b>Assertion (A):</b>  The trigger circuit of a CRO is excited by the same signal as Y plates.</p><p><b>Reason (R):</b>  The time base generator develops a saw tooth voltage.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p>A data signal having frequency components from dc to 50 Hz is to be sent through pulse code modulation using an 8 digit code. The minimum carrier channel bandwidth is</p>,1 kHz,2 kHz,4 kHz,8 kHz,,C,
"<p>If E<sub><i>b</i></sub> is the potential of accelerating anode, the energy of electrons as they emerge from electron gun is proportional to</p>",E<sub><i>b</i></sub>,"<span class=""root"">E<sub><i>b</i></sub></span>",E<sub><i>b</i></sub><sup>1.5</sup>,E<sub><i>b</i></sub><sup>2</sup>,,B,
<p>A moving iron instrument has</p>,"two iron vanes, one fixed and one movable",two movable iron vanes,"two aluminium vanes, one fixed and one movable","two vanes, one fixed made of Aluminium and the other movable made of iron",,A,
<p>The temperature coefficient of resistance for a thermistor is</p>,low and negative,low and positive,high and negative,high and positive,,C,
<p>To measure an unknown ac voltage by an ac potentiometer it is desirable that supply for the potentiometer is taken</p>,from a battery,from a source which is not the same as unknown voltage,from the same source as the unknown voltage,either (a) or (b),,C,
<p>A linear displacement digital transducer generally uses</p>,straight binary code,BCD,gray code,hexadecimal code,,C,
<p>Two wattmeter method for 3 phase power measurement can be used only for</p>,balanced loads,unbalanced loads,both balanced and unbalanced loads,star connected loads,,C,
"<p>A coil resonates at 1 MHz with a resonating capacitance of 72 pF. At 500 pF, resonance is obtained with a resonating capacitor of 360 pF. The self capacitance of coil is</p>",12 pF,24 pF,30 pF,72 pF,,B,
<p>A peak responding ac voltmeter using a half wave rectifier has been calibrated to read 1 V for 1 V rms sine wave input. If input is 1 V dc the reading will be</p>,0.707 V,0.707 or 0 V,1.414 V,1.414 or 0 V,,B,
"<p>For measuring inductance with high <i>Q</i>, we should use</p>",Maxwell's bridge,Maxwell Wien bridge,Hay's bridge,Either (a) or (b),,C,
<p>A resistance strain gauge has a resistance of about</p>,100 Ω,25 Ω,10 Ω,1 Ω,,A,
<p><p><b>Assertion (A):</b>  The speed of a shaft can be measured by using a dc tacho generator.</p><p><b>Reason (R):</b>  A two phase servometer can also be used as a speed transducer.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
"<p>The circuit of figure is used to measure the value R<sub><i>x</i></sub>. Ammeter resistance R<sub><i>a</i></sub> = 0.1 Ω voltmeter resistance R<sub><i>v</i></sub> = 5000 Ω. It R<sub><i>x</i>1</sub> and R<sub><i>x</i>2</sub>, are the measured values of R<sub><i>x</i></sub> with switch in position 1 and 2, the mean of R<sub><i>x</i>1</sub>, and R<sub><i>x</i>2</sub>, is <br/><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/238-216-1.png""/></p>",9.98 Ω,10 Ω,10.04 Ω,10.1 Ω,,C,
<p>A Weston frequency meter is</p>,moving coil instrument,moving iron instrument,dynamometer instrument,induction instrument,,B,
<p>The 10 MHz in the specification of CRO means that</p>,the sweep frequency is 10 MHz,the frequency of input signal should not be more than 10 MHz,the vertical amplifier has been designed for 10 MHz,none of the above,,A,
<p>Rayleigh current balance is an absolute instrument.</p>,True,False,,,,A,
<p>An oscilloscope has an input impedance consisting of 1 MΩ and 20 pF is parallel. A high impedance probe connected to input of this oscilloscope has a 10 MΩ series resistance. This 10 MΩ series resistance</p>,may not be shunted,should be shunted by 2 pF capacitor,should be shunted by 20 pF capacitor,should be shunted by 200 pF capacitor,,B,
<p>Which of the following is used as detector in audio frequency ac bridges?</p>,AC voltmeter,CRO,Head phones,Vibration galvanometer,,C,
<p><p><b>Assertion (A):</b>  The gall tinsley potentiometer is a coordinate potentiometer and has two exactly similar potentiometers.</p><p><b>Reason (R):</b>  An ac potentiometer may measure the unknown voltage in polar form or rectangular coordinate form.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
"<p>If <i>d</i><sub>1</sub>, <i>d</i><sub>2</sub>, ..., <i>d</i><sub>n</sub> are <i>n</i> individual deviations, the standard deviation is</p>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/230-4-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/230-4-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/230-4-3.png""/>",none of the above,,A,
<p>DC voltage of the order of a few mV can be accurately of measured by</p>,PMMC voltmeters,moving iron voltmeter,null balancing potentiometer,electrostatic voltmeter,,C,
"<p>If the load current is high, the pressure coil of wattmeter should be connected directly across the load.</p>",True,False,,,,A,
"<p>In measurements using CRO, Lissajous patterns are used to</p>",measure magnitude of peak voltage,measure frequency,measure impedance,measure current,,B,
<p>A dynamometer wattmeter is suitable for both dc and ac.</p>,True,False,,,,A,
"<p>If E<sub><i>y</i></sub> is the voltage applied to Y plates, the vertical deflection of beam is proportional to</p>",E<sub><i>y</i></sub>,"<span class=""root"">E<sub><i>y</i></sub></span>",E<sub><i>y</i></sub><sup>1.5</sup>,E<sub><i>y</i></sub><sup>2</sup>,,A,
<p>The method of frequency compensation in moving iron voltmeter is</p>,to use a capacitor in series with coil,to connect a capacitor in parallel with coil,to connect a capacitor in parallel with series resistance,none of the above,,C,
<p><p><b>Assertion (A):</b>  A photovoltaic cell is greatly affected by temperature.</p><p><b>Reason (R):</b>  Both germanium and silicon can be used for photovoltaic cells. </p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p>Wagner earthing device eliminates</p>,all stray capacitance in the circuit,stray capacitances between components,stray capacitance between detector terminal and ground,mutual coupling between components,,C,
<p>The deflection sensitivity of a CRO is generally expressed in</p>,meter/V,cm/V,V/meter,V/cm,,A,
<p>The response of D'Arsonval galvanometer is over damped if</p>,D<sup>2</sup> &gt; 4CJ,D<sup>2</sup> &gt; 2CJ,D<sup>2</sup> &lt; 4CJ,D<sup>2</sup> &lt; 2CJ,,A,
"<p>In figure the values of R<sub><i>x</i></sub> and C<sub><i>x</i></sub> are <br/><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/242-283-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/242-283-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/242-283-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/242-283-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/242-283-5.png""/>",,A,
<p>The material used in RTD is</p>,linear,aluminium,silver,platinum,,D,
<p>Basically a potentiometer is a device for</p>,comparing two votage,measuring a voltage,comparing two currents,measuring a current,,A,
<p>It is required to measure the true open circuit emf of a battery. The best device is</p>,dc voltmeter,ammeter and known resistance,dc potentiometer,either (a) or (c),,C,
"<p>If two time varying signals of equal magnitudes and 90° phase displacement are applied to X and Y plates of CRO, the display will be</p>",a straight line,a circle,an ellipse,a rectangle,,B,
"<p>Measurement of non-electrical quantity involves the following subsystems <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Amplifier block</li><li style=""padding-top:10px;"">Display block</li><li style=""padding-top:10px;"">Instrumentation block</li><li style=""padding-top:10px;"">Transducer block</li></ol> The correct sequence of these blocks is</p>","4, 1, 3, 2","4, 3, 1, 2","1, 3, 2, 4","1, 2, 3, 4",,A,
<p>Crompton potentiometer has</p>,14 coils and a slide wire all having the same resistance,14 coils and a slide wire but the resistance of slide wire is half that of each coil,14 coils each of different resistance,14 coils out of which 7 coils have resistance which is twice that of remaining 7 coils,,A,
<p><p><b>Assertion (A):</b>  For best results the system of a D'Arsonval galvanometer should be slightly under damped.</p><p><b>Reason (R):</b>  Degree of damping affects the time taken by the instrument to come to final position.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p><p><b>Assertion (A):</b>  An RTD uses platinum coil.</p><p><b>Reason (R):</b>  Platinum is a very stable material.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
"<p>Which of the following, is not a piezoelectric material?</p>",Rochelle salt,Quartz,Lithium sulphate,Sodium bicarbonate,,D,
<p>Harmonic distortion analyser</p>,measures amplitude of each harmonic,measures rms value of fundamental frequency component,measures rms value of all harmonics except fundamental frequency,displays rms value of each harmonic on screen of CRO,,C,
<p>The scale of thermocouple instrument is linear.</p>,True,False,,,,B,
<p>Which of the following combinations is not used in thermocouple transducer measurement of temperature?</p>,Iron-constantan,Chromel-aluminium,Copper-constantan,Iron-silver,,D,
<p>The dynamic characteristics of capacitive transducer are similar to those of</p>,LP filter,HP filter,notch filter,band stop filter,,B,
<p>The electrical power to a megger is provided by</p>,battery,inverter,permanent magnet dc generator,ac generator,,C,
<p>The precision of an instrument indicates its ability to reproduce a certain reading with a given</p>,drift,resolutions,shift,consistency,,D,
<p>An electrostatic voltmeter is suitable for</p>,low voltage at high frequency,high voltage,low voltage at low frequency,all ac and dc voltages,,B,
<p>The flow rate of electrically conducting liquid without any suspended particle can not be measured by</p>,turbine flow meter,electromagnetic flow meter,ultrasonic flow meter,thermistor based heat flow meter,,D,
<p>While calibrating an ammeter by a dc potentiometer it is necessary to use a standard resistance.</p>,True,False,,,,A,
