question,A,B,C,D,E,answer,explanation
<p><p><b>Assertion (A):</b>  CRO can be used to study waveshape accurately.</p><p><b>Reason (R):</b>  Input impedance of a CRO is very high.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
<p>LVDT is used to measure</p>,displacement,pressure,temperature,any of the above,,A,
<p>The scale of PMMC instrument is linear.</p>,True,False,,,,A,
"<p><p><b>Assertion (A):</b>  Thermistors are commonly used to measure hot spot temperatures in electric machines.</p><p><b>Reason (R):</b>  Thermistor has the advantages of high temperature coefficient, small size and high speed of response.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
<p>Absolute instruments are used in</p>,laboratories,industries,power houses,standard laboratories,,D,
<p>Burden of an instrument transformer is expressed in</p>,A,V-A,Ω,watt,,B,
<p>Which of the following devices should be used for accurate measurement of a low dc voltage?</p>,Small range moving coil voltmeter,Dc potentiometer,Small range thermocouple voltmeter,Hot wire instrument,,B,
"<p>If σ is standard deviation, variation is</p>","<span class=""root"">σ - 1</span>",σ<sup>1.5</sup>,σ<sup>2</sup>,σ<sup>3</sup>,,C,
<p>An electrodynamometer instrument has the advantage of</p>,freedom from hysteresis and eddy currents because air cored coils are used,freedom from hysteresis and eddy currents because cores of coils have special ferromagnetic material,high torque/weight ratio,low cost,,A,
<p>The dimensions of permittivity are</p>,L<sup>-3</sup>M<sup>-1</sup>T<sup>2</sup>Q<sup>2</sup>,L<sup>-1</sup>M<sup>-1</sup>T<sup>2</sup>Q<sup>2</sup>,L<sup>2</sup>MT<sup>-1</sup>Q<sup>-1</sup>,L<sup>-2</sup>M<sup>-1</sup>T<sup>2</sup>Q<sup>2</sup>,,A,
<p>A <i>Q</i> meter uses the principle of</p>,variation of self inductance,variation of mutual inductance,series resonance,none of the above,,C,
<p>In semiconductor strain gauge</p>,resistance increases with strain,resistance decreases with strain,resistance increases with strain in p type and decreases with strain in n type,resistance increases with strain in n type and decreases with strain in p type,,C,
<p>Four terminal approach is used in measuring low resistance because it</p>,eliminates thermoelectric energy,eliminates stray capacitance,eliminates stray inductance,eliminates the effect of leads and contacts,,D,
<p>In Weston synchronoscope the fixed coils are connected across</p>,bus bars,incoming alternator,lamp,either (a) or (b),,B,
<p>Which of the following is not a transducer in true sense?</p>,Thermocouple,Piezo electric,Photo electric cell,LCD,,D,
<p>It is required to measure a low magnitude high frequency current. The proper instrument is</p>,moving iron,dynamometer,thermocouple,induction,,C,
<p>Bridge circuits using RTD in temperature measurement usually employ 3 lead system so as to obtain</p>,higher sensitivity,better impedance matching,compensation for signal wire resistance,reduction in power consumption,,C,
<p>The stator of phase shifting transformer for use in conjunction with an ac potentiometer has a</p>,single phase winding,two phase winding,3 phase winding,either (a) or (c),,B,
"<p>An average responding voltmeter using full wave rectifier has been calibrated to read 1 V for 1 V rms sinusoidal input. For 1 V peak to peak square wave input, the meter reading will be</p>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/241-258-1.png""/>",zero V,"<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/241-258-2.png""/>","<span class=""symbol"">p</span><span class=""root"">2</span> V",,A,
<p>The sensitivity of a potentiometer can be increased by</p>,increasing the length of wire,decreasing the length of wire,increasing the current in the wire,decreasing the current in the wire,,A,
"<p>Two resistances are R<sub>1</sub> = 36 ± 5% and R<sub>2</sub> = 75 ± 5%. If they are connected in parallel, the limiting error in percent will be</p>",5%,10%,15%,20%,,C,
"<p>For critical damping, the resistance in D'Arsonval galvanometer circuit should be equal to</p>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/232-69-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/232-69-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/232-69-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/232-69-4.png""/>",,A,
<p>An ac bridge uses galvanometer as detector.</p>,True,False,,,,B,
"<p>In figure, the reading of wattmeter will be proportional <br/><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/233-98-1.png""/></p>",V I cos θ,"<span class=""root"">3</span> VI cos θ","<span class=""root"">3</span> VI sin θ",V I sin θ,,C,
"<p>Consider the following statements about mutual inductances: <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">The value should remain constant under all conditions.</li><li style=""padding-top:10px;"">The mutual inductance should not vary with temperature.</li><li style=""padding-top:10px;"">The inductance should be independent of excitation.</li><li style=""padding-top:10px;"">They have two coils wound on a bobbin of hard magnetic material, coils being separated by a range.</li></ol> Out of the above, correct statement are</p>","2, 3, 4","1, 2, 3","1, 3, 4","1, 2, 4",,B,
