question,A,B,C,D,E,answer,explanation
<p>The output of a Piezoelectric crystal has</p>,low amplitude and low impedance,high amplitude and low impedance,low amplitude and high impedance,high amplitude and high impedance,,C,
<p>The pressure coil of a wattmeter should be connected to the supply side of the current coil when</p>,load impedance in high,load impedance is low,voltage is high,voltage is low,,A,
<p>A universal RLC bridge uses</p>,Maxwell bridge for measurement of inductance and De Sauty's bridge for measurement of capacitance,Maxwell's bridge for measurement of inductance and modified De Sauty bridge for measurement of capacitance,Maxwell Wien bridge for measurement of inductance and modified De Sauty bridge for measurement of inductance,Maxwell Wien bridge for measurement of inductance and Wien bridge for measurement of capacitance,,C,
"<p>If φ<sub><i>sh</i></sub> is flux of shunt magnet, φ<sub><i>se</i></sub> is flux of series magnet, i<sub><i>sh</i></sub> is eddy current due to φ<sub><i>se</i></sub>, the torque in an induction wattmeter is proportional to</p>",φ<sub><i>se</i></sub> i<sub><i>se</i></sub> + φ<sub><i>sh</i></sub> i<sub><i>sh</i></sub>,φ<sub><i>sh</i></sub> i<sub><i>se</i></sub> - φ<sub><i>se</i></sub> i<sub><i>sh</i></sub>,φ<sub><i>sh</i></sub> i<sub><i>sh</i></sub> - φ<sub><i>se</i></sub> i<sub><i>se</i></sub>,φ<sub><i>sh</i></sub> i<sub><i>sh</i></sub> + φ<sub><i>se</i></sub> i<sub><i>se</i></sub>,,B,
"<p>If C is spring constant and θ is deflection, controlling torque is</p>",Cθ,C/θ,θ/C,C<sup>2</sup>θ,,A,
<p>The operating voltage of a megger is about</p>,100 V,12 V,6 V,1 V,,A,
<p>An ohmmeter is a</p>,moving coil instrument,moving iron instrument,dynamometer instrument,induction instrument,,A,
<p>Loading effect is primarily caused by instruments having</p>,high resistance,high sensitivity,low sensitivity,high range,,C,
<p>Capacitive transducer is superior to inductive type for measurement of capacitance because of</p>,absence of non-linearity,high frequency response,small size,high accuracy,,B,
<p>Which of the following effects is used in measurement of magnetic flux?</p>,Hall effect,Seeback effect,Piezo electric effect,Photoelectric effect,,A,
<p><p><b>Assertion (A):</b>  The sign and magnitude of displacement can be measured by an LVDT.</p><p><b>Reason (R):</b>  LVDT is based on the principle of mutual inductance.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p>In Maxwell's bridge the unknown inductance is measured by comparing it with a standard capacitor.</p>,True,False,,,,B,
<p>Magnetic deflection sensitivity is defined as</p>,deflection/flux density,(deflection/flux density)<sup>0.5</sup>,(Deflection)<sup>0.5</sup>/flux density,none of the above,,A,
<p>Which of the following is active transducer?</p>,Photoelectric,Photovoltaic,Photoconductive,Photoemissive,,B,
"<p>Which is the displacement transducer with excellent sensitivity, linearity and resolution?</p>",Incremental encoder,Absolute encoder,LVDT,Strain gauge,,C,
<p>The accuracy of a multimeter is about</p>,± 0.5%,± 3%,± 0.01%,± 10%,,B,
<p>Induction wattmeter is an absolute instrument.</p>,True,False,,,,B,
<p>In a current transformers</p>,the number of turns in primary and secondary windings are nearly equal,the number of primary turns is very small as compared to number of secondary turns.,the number of secondary turns is very small as compared to the number of primary turns,either (a) or (c).,,B,
<p>The time base of a high frequency CRO whose screen diameter is 10 cm is set at 10 μ sec/cm. The lowest frequency which can be fully displayed on the screen is</p>,more than 100 kHz,equal to 100 kHz,equal to 10 kHz,less than 10 kHz,,C,
<p>Eddy currents are essential for the deflecting torque of an induction wattmeter.</p>,True,False,,,,A,
<p>Gauge factor of a strain gauge is</p>,unit change in resistance per unit change in length,change in resistance per unit change in length,unit change in length per unit change in resistance,none of the above,,A,
"<p><p><b>Assertion (A):</b>  Capacitance effect can be used to measure thickness of sheets, displacement and pressure.</p><p><b>Reason (R):</b>  Capacitance between two plates depends on the area of plates, distance between plates and permittivity of medium.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
<p>The total insulation resistance consists of insulation volume resistance and surface leakage resistance.</p>,True,False,,,,A,
<p><p><b>Assertion (A):</b>  Energy meters use induction principle.</p><p><b>Reason (R):</b>  Induction wattmeter is less accurate than a dynamometer wattmeter.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p>A dynamometer wattmeter can be used for</p>,dc only,ac only,dc and 50 Hz ac,dc and high frequency ac,,C,
"<p>If low pressure of 10<sup>-6</sup> mm of Hg is required to be measured, we should use</p>",compound pressure gauge,thermocouple vacuum gauge,Pirani gauge,ionization type vacuum gauge,,C,
<p>A transducer must have</p>,good dynamic response,good sensitivity,good resolution,all of the above,,D,
"<p>If two time varying signals of equal magnitude and zero phase displacement are applied to X and Y plates respectively; of CRO, the display will be</p>",a straight line,a circle,an ellipse,a square,,A,
<p>Wagner earthing device is used to eliminate error due to</p>,electromagnetic coupling,electrostatic coupling,both electrostatic and electromagnetic coupling,either (a) or (b),,B,
<p>RTD is generally suitable for temperature up to</p>,about 800°C,about 1500°C,about 200°C,about 50°C,,A,
"<p>To measure moisture in wood, the most suitable method is</p>",electric conduction,electrical-capacitive,absorption of radiation,equilibrium-moisture Vs humidity,,A,
<p>An <i>E</i> transformer is a</p>,displacement transducer,velocity transducer,acceleration transducer,pressure transducer,,A,
"<p>In which of the following instruments is the deflecting torque proportional to <img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/247-377-1.png""/> where L is inductance of coil and Q is deflection</p>",PMMC,electrostatic,moving iron,both (a) and (b),,C,
"<p>In a low power factor wattmeter, the resistance of pressure coil is more than in ordinary wattmeter.</p>",True,False,,,,A,
<p>The moving iron instruments are generally repulsion type.</p>,True,False,,,,A,
<p>It is required to measure pressure using LVDT. The additional device needed is</p>,strain gauge,pitot tube,bourden tube,rotameter,,C,
"<p>Which of the following quantities have same dimension in <i>emu</i> and <i>esu</i>? <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Current</li><li style=""padding-top:10px;"">Electrical power</li><li style=""padding-top:10px;"">Electrical energy</li></ol> Select the answer as per following codes</p>",1 only,1 and 2,2 and 3,1 and 3,,C,
"<p>In a dynamometer instrument, the moving coil is pressure coil.</p>",True,False,,,,A,
<p>Load cell uses</p>,piezoelectric crystal,capacitor,mutual inductance,strain gauge,,D,
"<p><p><b>Assertion (A):</b>  A dc potentiometer measures the true open circuit emf of a source.</p><p><b>Reason (R):</b>  At balance point, a dc potentiometer does not draw any current from the source. </p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,A,
<p>To measure an emf by dc potentiometer it is necessary to standardise the potentiometer with the help of a standard cell.</p>,True,False,,,,A,
<p>Which of the following transformers has low primary current?</p>,Current transformer,Potential transformer,Distribution transformer,Both (a) and (b),,B,
<p>The phenomenon of creep occurs in</p>,energy meters,voltmeters,ammeters,wattmeters,,A,
<p>A D' Arsonval galvanometer is a</p>,moving coil instrument,moving iron instrument,dynamometer instrument,induction instrument,,A,
<p>Schering bridge is used to measure</p>,capacitance and dielectric loss,inductance,resistance,mutual inductance,,A,
<p>In a CRO the Y plates are oriented</p>,horizontally,vertically,at an angle of 20° of horizontal,at an angle of 70° of horizontal,,A,
<p>The accuracy of an instrument is determined by</p>,closeness of indicated value to the actual value,repeatability of measured value,speed with which the reading approaches final value,least value which can be measured,,A,
"<p>If σ standard deviation, probable error</p>",σ,± 1.19 σ,± 0.6745 σ,± 0.4125 σ,,C,
"<p><p><b>Assertion (A):</b>  In two wattmeter method of 3 phase power measurement, one of the wattmeters would read negative if power factor of load is less than 0.5.</p><p><b>Reason (R):</b>  In two wattmeter method of 3 phase power measurement, both the wattmeters would show equal readings if power factor of load is unity.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,B,
<p>In a megger the moving coil meter has a permanent magnet.</p>,True,False,,,,A,
