question,A,B,C,D,E,answer,explanation
<p>Kelvin's double bridge is used to measure low resistances because</p>,it has high sensitivity,there is no thermoelectric emf,resistance variation due to temperature,effect of contact and lead resistances is eliminated,,D, <p>Effect of lead and contact resistances is very important in measurement of low resistances.</p> 
<p><p><b>Assertion (A):</b>  Shunt of an ammeter has a low resistance.</p><p><b>Reason (R):</b>  Shunt may be connected in series or in parallel with ammeter.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true R is false,A is false R is true,,C, <p>Shunt is always connected in parallel with ammeter.</p> 
<p>The scale of hot wire instrument is linear.</p>,True,False,,,,B," <p>Since reading is proportional to I<sup>2</sup>, the scale is non-linear.</p> "
<p>The D'Arsonval- movement can be converted into audio frequency ac ammeter by adding a</p>,thermocouple,transducer,chopper,rectifier,,D, <p>Rectifier converts ac to dc which is measured by D'Arsonval meter.</p> 
<p>The resistance of a 125 Ω strain gauge changes by 1 ohm for 4000 micro strain. The gauge factor is</p>,1.5,2,2.5,3,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/253-225-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/253-225-2.png""/>.</p> "
<p>Electrostatic voltmeter is suitable only for low voltages.</p>,True,False,,,,B, <p>It is suitable for high voltage.</p> 
"<p>An accelerometer has a seismic mass of 0.05 kg and spring constant of 3 x 10<sup>5</sup> N/m. If maximum displacement of mass is ± 1 mm, the maximum acceleration which can be measured is</p>",30 m/s<sup>2</sup>,60 m/s<sup>2</sup>,90 m/s<sup>2</sup>,120 m/s<sup>2</sup>,,B, <p>0.05 x <i>a</i> = 3 x 10<sup>3</sup> x 10<sup>-3</sup> or <i>a</i> = 60 m/s<sup>2</sup>.</p> 
"<p>If an inductance L is connected in one arm of bridge and resistance R<sub>1</sub>, R<sub>2</sub>, R<sub>3</sub> in other three arms</p>",the bridge cannot be balanced,the bridge can be balanced,the bridge is balanced for some specified value of frequency,"the bridge is balanced for some specific values of R<sub>1</sub>, R<sub>2</sub>, R<sub>3</sub>",,A, <p>To balance the bridge both magnitudes and phase angles of voltages have to be balanced.</p> 
"<p>A moving iron voltmeter reads 250 V when connected to 250 V dc. If connected to 250 V 50 Hz, the voltmeter reading is likely to be</p>",250 V,252 V,248 V,210 V,,C, <p>The inductance of coil will allow slightly less ac current. Hence reading slightly less.</p> 
"<p>A single element strain gauge bridge has two fixed resistances R<sub>1</sub> and R<sub>1</sub> of 120 Ω each and a variable resistance which gives full deflection at 120 Ω for zero strain and 120.6 Ω for straine <i>e</i>. If gauge factor is 2, strain <i>e</i> is</p>",0.0025,0.0035,0.005,0.0075,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/254-247-1.png""/>.</p> "
<p>LVDT is a</p>,pressure transducer,displacement transducer,velocity transducer,acceleration transducer,,B, <p>It is used to measure displacement.</p> 
"<p>A 0-200 V voltmeter has an accuracy of 0.75% of full scale reading. If voltage measured is 100 V, the error is</p>",3%,2%,1.5%,.75%,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/254-276-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/254-276-2.png""/>.</p> "
"<p>In Schering bridge, the potential of detector above earth potential is about</p>",a few volts,10 kV,1000 V,either (a) or (b),,A, <p>136.</p> 
<p>The dimensions of EMF are</p>,ML<sup>2</sup>I<sup>-1</sup>T<sup>-3</sup>,M<sup>-1</sup>T<sup>-3</sup>,ML<sup>2</sup>I<sup>-2</sup>T<sup>-3</sup>,ML<sup>3</sup>I<sup>-1</sup>T<sup>-3</sup>,,A, <p>EMF = workdone/charge.</p> 
"<p>Which of the following instruments has non-linear scale? <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Moving coil instrument</li><li style=""padding-top:10px;"">Moving iron instrument</li><li style=""padding-top:10px;"">Electrostatic instrument</li><li style=""padding-top:10px;"">Rectifier instrument</li></ol> Select the answer as per following codes</p>",2 only,2 and 3 only,"2, 3 and 1","1, 2, 3 and 4",,B, <p>Moving coil and Rectifier Instruments have linear scale. Moving iron and electrostatic have non-linear scale.</p> 
<p>The power input and output in a device are 3650 W and 3385 W with each reading in doubt by ± 10 W. The percentage uncertainty in losses is</p>,± 7.55%,± 3.77%,± 11.32%,± 15.09%,,A," <p>Losses = 3650 - 3385 = 265 W uncertainty = ± 20 W.</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/252-20-1.png""/>.</p> "
"<p>A meter coil has a resistance of 100 Ω and a full scale deflection current of 10 mA. To convert it into a voltmeter of 0-200 V range, the series resistance should be</p>",20 kΩ,19.9 kΩ,1.9 kΩ,20.1 kΩ,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/measurements-and-instrumentation/252-46-1.png""/>.</p> "
