question,A,B,C,D,E,answer,explanation
<p>The ratio of impurity atoms to intrinsic semiconductor atoms in an extrinsic semiconductor is about.</p>,1 : 10,1 : 1000,1 : 100000,1 : 10<sup>8</sup>,,D,
<p>To ensure that a zener diode does not get destroyed</p>,the applied voltage should not exceed breakdown voltage,the current should not exceed rated current,the current should be less than magnitude of barrier potential,both (a) and (b),,B,
<p>SCR turns of from conducting state to blocking state on</p>,reducing gate current,reversing gate voltage,reducing anode current below holding current value,applying <i>ac</i> to the gate,,C,
<p>The kinetic energy of free electrons in a metal is (where <i>k</i> is the de-Broglie wave number of the electron)</p>,inversely proportional to <i>k</i>,inversely proportional to square of <i>k</i>,proportional to <i>k</i>,proportional to the square of <i>k</i>,,B,
<p>The turn on time of an SCR is 5 micro second. Its trigger pulse should have</p>,short rise time with pulse width = 2.5 μs,long rise time with pulse width = 3 μs,short rise time with pulse width = 4 μs,long rise time with pulse width = 4 μs,,C,
<p>The cut in voltage</p>,is the same for silicon and germanium diodes,is a forward voltage,is a reverse voltage,is a forward voltage below which the current is very small,,D,
"<p>With an ac input from 50 Hz power line, the ripple frequency is</p>",50 Hz in the dc output of half wave as well as full wave rectifier,100 Hz in the dc output of half wave as well as full wave rectifier,50 Hz in the dc output of half wave and 100 Hz in the dc output of full wave,100 Hz in the dc output of half wave and 50 Hz in the dc output of full wave,,C,
"<p>For an insulating material, dielectric strength and dielectric loss should be respectively</p>",high and high,low and high,high and low,low and low,,C,
<p>Semiconductors have</p>,aero temperature coefficient of resistance,positive temperature coefficient of resistance,negative temperature coefficient of resistance,none of the above,,C,
<p>The dipole moment per unit volume as a function of E in the case of an insulator is given by (symbols have the usual meaning).</p>,P = ε<sub>0</sub>E (ε<sub><i>r</i></sub> - E),P = ε<sub>0</sub>E,"P = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/59-480-1.png""/>","P = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/59-480-2.png""/>",,A,
