question,A,B,C,D,E,answer,explanation
<p>The product <i>k</i>T (where <i>k</i> is Boltzmann's constant and T is absolute temperature) at room temperature is about</p>,0.051 eV,0.026 eV,0.01 eV,0.001 eV,,B,
"<p>If E is energy level of electron and E<sub>F</sub> is fermi level, and T = 0 and E &gt; E<sub>F</sub>, then</p>",the probability of finding an occupied quantum state of energy higher than E<sub>F</sub> is zero,all quantum states with energies greater than E<sub>F</sub> are occupied,some quantum states with energies greater than E<sub>F</sub> are occupied,majority of quantum states with energies greater than E<sub>F</sub> are occupied,,A,
<p>Which variety of copper has the best conductivity?</p>,Pure annealed copper,Hard drawn copper,Induction hardened copper,Copper containing traces of silicon,,A,
<p>The number of valence electrons in a silicon atom is</p>,4,2,1,0,,A,
<p>In a JFET V<sub>DS</sub> exceeds the rated value. Then it operates in</p>,active region,ohmic region,cut off region,either cut off or active region,,C,
"<p>Figure represents a<br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/68-685-1.png""/></p>",Diode rectifier,Schottky diode,Varistor,None of the above,,B,
"<p>The output, V-I characteristics of an Enhancement type MOSFET has</p>",only an ohmic region,only a saturation region,an ohmic region at low voltage value followed by a saturation region at higher voltages,an ohmic region at large voltage values preceded by a saturation region at lower voltages,,C,
<p>Piezoelectric quartz crystal resonators find application where</p>,signal amplification is required,rectification of the signal is required,signal frequency control is required,modulation of signal is required,,B,
<p>The forbidden energy gap between the valence band and conduction band will be least in case of</p>,metals,semiconductors,insulators,all of the above,,A,
<p>If too large current passes through the diode</p>,all electrons will leave,all holes will freeze,excessive heat may damage the diode,diode will emit light,,C,
"<p>Figure shows the terminals of a transistor in plastic package TO 18. Then <br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/44-189-1.png""/></p>","terminals 1, 2, 3 are emitter, collector, base respectively","terminals 1, 2, 3 are emitter, base, collector respectively","terminals 1, 2, 3 are base, emitter collector, respectively","terminals 1, 2, 3 are collector, emitter, base respectively",,B,
"<p>The network shown in the figure represents a<br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/56-429-1.png""/></p>",band pass filter,low pass filter,high pass filter,band stop filter,,A,
"<p>In a bipolar transistor, the emitter base junction has</p>",forward bias,reverse bias,zero bias,zero or reverse bias,,A,
<p>Which of these has semi-conductor metal junction?</p>,PIN diode,Photo diode,Tunnel diode,Schottky diode,,D,
<p>The ripple factor of power supply is a measure of</p>,its filter efficiency,diode rating,its voltage regulation,purity of power output,,D,
"<p><p><b>Assertion (A):</b>  When light falls at junction of <i>p</i>-<i>n</i> photodiode, its <i>p</i> side becomes positive and <i>n</i> side becomes negative.
</p><p><b>Reason (R):</b>  When a photodiode is short circuited, the current in the external circuit flows from <i>p</i> side to <i>n</i> side.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>In what condition does BJT act like an open switch</p>,cut off,saturation,active,both (b) and (c),,A,
<p>In a JFET</p>,gate source cut off voltage is equal to V<sub>DS</sub>,gate source cut off voltage is equal to pinch off voltage,gate source cut off voltage is twice the pinch off voltage,gate source cut off voltage is equal to negative pinch off voltage,,D,
<p>A power supply has full-load voltage of 20 V. What will be its no load voltage when its voltage regulation is 100%</p>,0 V,10 V,20 V,40 V,,D,
"<p>For a photo conductor with equal electron and hole mobilities and perfect ohmic contacts at the ends, an increase in the intensities of optical illumination results in</p>",change in open circuit voltage,change in short circuit current,a reduction resistance,an increase of resistance,,C,
<p>Holes act like</p>,positive charges,neutral atoms,negative charges,crystals,,A,
"<p><p><b>Assertion (A):</b>  Silicon is less sensitive to changes in temperature than germanium.
</p><p><b>Reason (R):</b>  It is more difficult to produce minority carriers in silicon than in germanium.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>The number of protons in a silicon atom is</p>,32,28,14,4,,C,
<p>The emitter follower is widely used in electronic instrument because</p>,its voltage gain is less than unity,its voltage gain is very high,its O/P Impedance is low and input impedance is high,its O/P Impedance is high and I/P impedance is low,,C,
<p>A cascade amplifier stage is equivalent to</p>,a common emitter stage followed by a common stage,a common base stage followed by an emitter follower,an emitter follower stage followed by a common base stage,a common base stage followed by a common emitter stage,,A,
<p>An amplifier with resistive -<i>ve</i> feedback has two left poles in its open loop transfer function. The amplifier</p>,will always be unstable at high frequencies,will be stable for all frequencies,"may be unstable, depending on the feedback factor",will oscillate at low frequencies,,B,
<p>Amplification of ultrasonic waves is possible in a piezoelectric semiconductor under applied electric field. The basic phenomenon involved is known as</p>,electrostriction,acousto-optic interaction,acousto-electric interaction,stimulated Brillouin scattering,,C,
"<p>For a junction FET in the pinch off region, as the drain voltage is increased, the drain current</p>",becomes zero,abruptly decrease,abruptly increases,remains constant,,D,
"<p>For a BJT, under the saturation region.</p>",I<sub>C</sub> = βI<sub>B</sub>,I<sub>C</sub> &gt; βI<sub>B</sub>,I<sub>C</sub> is independent of other parameter,I<sub>C</sub> &lt; βI<sub>B</sub>,,D,
<p>In which mode of BJT operation are both junctions reverse biased?</p>,Active,Saturation,Cut off,Reverse active,,C,
<p>In a junction transistor biased for operation at emitter current 'I<sub>E</sub>' and collector current 'I<sub>C</sub>' the transconductance '<i>g</i><sub><i>m</i></sub>' is.</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/57-443-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/57-443-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/57-443-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/57-443-4.png""/>",,B,
<p>Ferrities are particularly suited for high frequency applications because of their</p>,low distortion,low eddy current loss,high conductivity,high mobility,,B,
"<p>In intrinsic semiconductor, the fermi level</p>",lies at the centre of forbidden energy gap,is near the conduction band,is near the valence band,may be anywhere in the forbidden energy gap,,A,
<p>Electromagnetic waves transport</p>,energy only,momentum only,energy as well as momentum,neither energy nor momentum,,C,
<p>In a forward biased <i>p</i>-<i>n</i> junction current enters <i>p</i> material as hole current and leaves <i>n</i> material as electron current of the same magnitude.</p>,True,False,,,,A,
"<p>When P-N junction is in forward bias, by increasing the battery voltage</p>",current through P-N junction reduces,current through P-N junction increases,circuit resistance increases,none of the above,,B,
<p>A semiconductor in its purest form called</p>,intrinsic semiconductor,extrinsic semiconductor,P-type semiconductor,N-type semiconductor,,A,
<p>Which of the following is an active device?</p>,Transformer,Silicon controlled rectifier,Electric bulb,Loudspeaker,,B,
"<p><p><b>Assertion (A):</b>  The forward dynamic resistance of <i>p</i>-<i>n</i> diode varies inversely with current.
</p><p><b>Reason (R):</b>  The forward dynamic resistance of <i>p</i>-<i>n</i> diode varies with the operating voltage. 
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,B,
"<p>If E (i.e., available energy state) = E<sub><i>F</i></sub>(i.e., Fermi level), then probability that state E will be occupied is 0.5 for any temperature T.</p>",True,False,,,,A,
<p>CE saturation resistance of <i>n</i>-<i>p</i>-<i>n</i> transistor is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/43-169-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/43-169-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/43-169-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/43-169-4.png""/>",,B,
<p>In LED the radiation is in</p>,visible region,infrared region,both (a) and (b),neither (a) nor (b),,D,
<p>The rate of change of excess carrier density is proportional to carrier density.</p>,True,False,,,,A,
<p>Tuned voltage amplifiers are not used</p>,radio receivers,public address system,T.V. Receivers,band of freq. selected and amplified,,B,
<p>The main reason why Ni-Zn ferrites are used for audio and T.V. transformers is that</p>,they have large saturation magnetization,they are easy to fabricate by rolling,they are totally free from pores and voids,they have a high electrical resistivity,,A,
"<p><p><b>Assertion (A):</b>  Intrinsic semiconductor is an insulator at 0 K.
</p><p><b>Reason (R):</b>  Fermi level in intrinsic semiconductor is in the centre of forbidden energy band.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>Typical values of <i>h</i> parameters at about 1 mA collector current for small signal audio amplifier in CE configuration are :</p>,"<i>h</i><sub><i>ie</i></sub> = 100 Ω, <i>h</i><sub><i>re</i></sub> = 10<sup>-1</sup>, <i>h</i><sub><i>fe</i></sub> = 50, <i>h</i><sub><i>oe</i></sub> = 1 m mho","<i>h</i><sub><i>ie</i></sub> = 5 kΩ, <i>h</i><sub><i>re</i></sub> = 10<sup>-4</sup>, <i>h</i><sub><i>fe</i></sub> = 200, <i>h</i><sub><i>oe</i></sub> = 20 m mho","<i>h</i><sub><i>ie</i></sub> = 5 kΩ, <i>h</i><sub><i>re</i></sub> = 0, <i>h</i><sub><i>fe</i></sub> = 50, <i>h</i><sub><i>oe</i></sub> = 2 m mho","<i>h</i><sub><i>ie</i></sub> = 100 kΩ, <i>h</i><sub><i>re</i></sub> = 10<sup>-2</sup>, <i>h</i><sub><i>fe</i></sub> = 100, <i>h</i><sub><i>oe</i></sub> = 10 m mho",,B,
