question,A,B,C,D,E,answer,explanation
<p>The depletion layer in a reverse biased <i>p</i>-<i>n</i> junction is due to the presence of</p>,electrons,holes,both electrons and holes,immobile ions,,D,
<p>Which materials find application in MASER?</p>,Diamagnetic,Paramagnetic,Ferromagnetic,Ferrimagnetic,,A,
<p>An electrically neutral semiconductor has</p>,no free charges,no majority carriers,no minority carriers,equal number of positive and negative charges,,D,
<p>Magnetic recording tape is most commonly made from</p>,small particles of iron,silicon iron,ferric-oxide,silver nitrate,,C,
"<p>The circuit shown in the figure is best described as a<br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/54-396-1.png""/></p>",bridge rectifier,ring modulator,frequency discriminator,voltage doubler,,D,
<p>Gold is often diffused into silicon P-N junction devices to</p>,increase recombination rate,reduce recombination rate,make silicon a direct gap semiconductor,make silicon semimetal,,B,
"<p>In a solar cell, the photovoltaic voltages is the voltage at which the resultant current is</p>",positive,zero,negative,rated current,,B,
<p>The forbidden energy gap between the valence band and conduction band will be wide in case of</p>,semiconductors,all metals,good conductors of electricity,insulators,,D,
<p>At 0 K the forbidden energy gap in intrinsic semi conductor is about</p>,10 eV,6 eV,1 eV,0.2 eV,,C,
<p>The resistance of a metallic wire would</p>,increase as the operating frequency increase,decrease as the operating frequency increase,remain unaffected on increasing the operating frequency,first increase then decrease,,B,
<p>Before doping the semiconductor material is</p>,dehydrated,heated,hardened,purified,,D,
<p>The atomic number of silicon is 14. It can be therefore concluded that</p>,a silicon atom contains 14 protons,a silicon atom contains 14 neutrons,a silicon atom contains 14 electrons,all of the above,,D,
<p>X-rays cannot penetrate through a thick sheet of</p>,wood,paper,lead,aluminium,,C,
<p>Ohmic range of metal film resistors is</p>,1 to 100 ohms,10 to 1 K ohms,100 to 1 M ohms,100 to 100 M ohms,,C,
"<p>The current density J, free electron mobility μ<sub><i>n</i></sub>, hole mobility μ<sub><i>p</i></sub> , magnitude of free electron and hole concentration <i>n</i><sub><i>i</i></sub> electric field E and charge on electron <i>e</i>, in intrinsic semiconductor are related as</p>",J = (μ<sub><i>n</i></sub> + μ<sub><i>p</i></sub>)<i>en</i><sub><i>i</i></sub>E,"J = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/37-32-1.png""/>","J = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/37-32-2.png""/>","J = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/37-32-3.png""/>",,A,
