question,A,B,C,D,E,answer,explanation
"<p><p><b>Assertion (A):</b>  Hall effect is used to find the type of semiconductor.
</p><p><b>Reason (R):</b>  When a specimen of semiconductor carrying current I lies in a magnetic field the force on electrons and holes is in opposite directions.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,
"<p>The <i>f</i><sub>T</sub> of a BJT is related to its <i>g</i><sub><i>m</i></sub>, C<sub><span class=""symbol"">p</span></sub> and C<sub>μ</sub> as follows.</p>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/53-375-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/53-375-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/53-375-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/53-375-4.png""/>",,D,
<p>When a <i>p</i>-<i>n</i> junction is forward biased. The width of depletion layer decreases.</p>,True,False,,,,A,
"<p>In which of the following case the rating of the transformer to deliver 100 watts of d.c. power to a load, will be least?</p>",Half wave rectifier,Full wave rectifier,Bridge type full wave rectifier,Three phase full wave rectifier,,D,
<p>When a <i>p</i>-<i>n</i> Junction is forward biased</p>,the current flow is due to electrons only,the majority carriers in both <i>p</i> and <i>n</i> materials are driven toward the junction.,the majority carriers in both <i>p</i> and <i>n</i> materials are away from the junction.,both (a) and (c).,,B,
"<p>In a JFET, the drain current is maximum when</p>",V<sub>GS</sub> = 0,V<sub>GS</sub> is not zero but is slightly negative,V<sub>GS</sub> is negative,V<sub>GS</sub> is negative and equal to V<sub>DS</sub>,,A,
<p>A potential difference is developed across a current carrying metal strip when the strip is placed in a transverse magnetic field. The above effect is known as</p>,Fermi's effect,Photo electric effect,Joule's effect,Hall's effect,,D,
<p>In a zener diode</p>,forward voltage rating is high,negative resistance characteristics exists,sharp breakdown occurs at low reverse voltage,none of the above,,C,
<p>Which one of the following bipolar transistors has the highest current gain bandwidth Product (<i>f</i><sub><i>r</i></sub>) for similar geometry?</p>,NPN germanium transistor,NPN silicon transistor,PNP germanium transistor,PNP silicon transistor,,B,
<p>The depletion layer across a P<sup>+</sup> <i>n</i> junction lies</p>,mostly in the P<sup>+</sup> region,mostly in <i>n</i> region,equally in both the P<sup>+</sup> and <i>n</i>-region,entirely in the P<sup>+</sup> region,,A,
