question,A,B,C,D,E,answer,explanation
<p>A Darlington emitter follower circuit is some times used in the output stage of a TTL gate in order to</p>,increase its I<sub>QL</sub>,reduce its I<sub>0H</sub>,increase its speed of operation,reduce power dissipation,,C,
"<p><p><b>Assertion (A):</b>  At room temperature the fermi level in <i>p</i> type semiconductor lies nearer to the valence band and in <i>n</i> type semiconductor it lies nearer to the conduction band.
</p><p><b>Reason (R):</b>  At room temperature, the <i>p</i> type semiconductor is rich in holes and <i>n</i> type semiconductor is rich in electrons.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>The drift velocity of electrons and holes is proportional to electric field strength.</p>,True,False,,,,A,
"<p>In an <i>n</i> channel MOSFET, the substrate is connected</p>",to negative terminal of battery,to positive terminal of battery,to either positive or negative terminal of battery,none of the above,,A,
<p>Piezoelectric materials serves as a source of</p>,microwaves,ultrasonic waves,musical waves,resonant waves,,B,
<p>Which of the following is not a semiconductor?</p>,Silicon,Calcium arsenide,Germanium,Zinc sulphide,,B,
<p>At absolute temperature</p>,the forbidden energy gap in germanium is higher than that in silicon,the forbidden energy gap in germanium and silicon are equal,the forbidden energy gap in silicon is higher than that in germanium,none of the above,,C,
"<p>If E is electric field intensity, the current density due to field emission is proportional to</p>",E,E<sup>2</sup>,E<sup>2.5</sup>,E<sup>3/2</sup>,,B,
<p>When a high voltage reference is required it is advantageous to use two or more zener diodes in series to allow</p>,higher voltage,higher dissipation,lower temperature coefficient,all of the above,,D,
"<p><p><b>Assertion (A):</b>  When <i>p</i>-<i>n</i> junction is forward biased, steady current flows.
</p><p><b>Reason (R):</b>  When a <i>p</i>-<i>n</i> junction is forward biased, free electrons cross the junction from <i>n</i> to <i>p</i> and holes from <i>p</i> to <i>n</i>.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>Pentavalent impurity creates <i>n</i> type semiconductor.</p>,True,False,,,,A,
<p>When a BJT is operated under saturated condition</p>,both junctions are forward biased,both junctions are reverse biased,CB junction is forward biased and EB junction is reverse biased,EB junction is forward biased and CB junction is reverse biased,,A,
"<p>Indium, aluminium, arsenic are all <i>p</i> type impurities.</p>",True,False,,,,B,
<p>As the temperature of an intrinsic semiconductor material is increased</p>,additional holes are created in the conduction band,protons get excited,protons acquire charge,energy of the atom is increased,,D,
"<p>Hall coefficient K<sub>H</sub> and charge density <span class=""symbol"">r</span> are related as</p>","K<sub>H</sub> = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/37-47-1.png""/>","K<sub>H</sub> = <span class=""symbol"">r</span>","K<sub>H</sub> = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/37-47-2.png""/>","K<sub>H</sub> = (<span class=""symbol"">r</span>)<sup>1.2</sup>",,A,
"<p>When a diode is forward biased, the diode current is</p>",high,low,zero,low or zero,,A,
"<p>In <i>p</i> type semiconductors the conduction due to holes ( = σ<sub><i>p</i></sub> ) is (where <i>e</i> = charge on hole, μ<sub><i>p</i></sub> is hole mobility and <i>p</i> is hole concentration)</p>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/50-307-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/50-307-2.png""/>",<i>pe</i>μ<sub><i>p</i></sub>,"<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/50-307-3.png""/>",,C,
"<p>At room temperature, the current in the, intrinsic semiconductor is due to</p>",holes,electrons,ions,holes and electrons,,D,
<p>Which of these is also called 'hot carrier diode'?</p>,PIN diode,LED,Photo diode,Schottky diode,,D,
"<p>A d.c. power supply has an open circuit voltage of 100 V. When the full load current is drawn, the output drops to 80 V. The percentage voltage regulation is</p>",97.25%,75%,50%,25%,,D,
<p>The dc output voltage from a power supply</p>,increases with higher values of filter capacitance and decreases with more load current,decreases with higher values of filter capacitance and increases with more load current,decreases with higher values of filter capacitance as well as with more load current,increases with higher values of filter capacitance as well as with more load current,,A,
<p>Avalanche beakdown is primarily dependent on the phenomenon of</p>,doping,collision,recombination,ionization,,B,
"<p>In a JFET, the drain current is maximum when</p>",V<sub>GS</sub> = V<sub>DS</sub>,V<sub>GS</sub> = pinch off voltage,V<sub>GS</sub> = 0,V<sub>GS</sub> is negative,,C,
<p>The holes diffuse from P-region to the N-region in a P-N junction diode because</p>,there is greater concentration of holes in the P-region as compared to N-region,there is greater concentration of holes in the N-region as compared to P-region,the free electrons in the N-region attract them,potential difference facilities such transfer,,A,
<p>Surface leakage current is a part of</p>,reverse current,forward current,reverse breakdown,forward breakdown,,A,
<p>The forbidden energy gap in semiconductors</p>,is always zero,lies just below the valence band,lies between the valence band and the conduction band,lies just above the conduction band,,C,
<p>In commercial electron tubes the current produced by the cathode at 1000 K is about</p>,0.01 A per cm<sup>2</sup> of cathode surface,0.1 A per cm<sup>2</sup> of cathode surface,1 A per cm<sup>2</sup> of cathode surface,5 A per cm<sup>2</sup> of cathode surface,,B,
<p>In a conductor the conduction and valence bands overlap</p>,True,False,,,,A,
<p>In which of the following device electrons will be the majority carriers?</p>,P-type semiconductor,N-type semiconductor,N-P-N transistor,P-N-P transistor,,D,
<p>An <i>n</i> channel JFET has I<sub>DS</sub> whose value is</p>,maximum for V<sub>GS</sub> = 0 and minimum for V<sub>GS</sub> negative and large,minimum for V<sub>GS</sub> = 0 and maximum for V<sub>GS</sub> negative and large,maximum for V<sub>GS</sub> = 0 and minimum for V<sub>GS</sub> positive and large,minimum for V<sub>GS</sub> = 0 and maximum for V<sub>GS</sub> positive and large,,A,
<p>How is an N-channel junction Field Effect Transistor operated as an amplifier?</p>,With a forward bias gate source junction,With a reverse bias gate-source junction,With a open gate source junction,With a shorted gate source junction,,B,
