question,A,B,C,D,E,answer,explanation
<p>Lowest resistivity of the following is</p>,constantan,german silver,manganin,nichrome,,B,
<p>Peak inverse voltage will be highest for</p>,half wave rectifier,full wave rectifier,bridge rectifier,three phase full wave rectifier,,B,
"<p>In <i>CE</i> configuration, the output characteristics of a bipolar junction transistor is drawn between</p>",I<sub>C</sub> and V<sub>CB</sub>,I<sub>E</sub> and V<sub>CB</sub>,I<sub>C</sub> and V<sub>CE</sub>,I<sub>E</sub> and V<sub>CE</sub>,,C,
"<p><p><b>Assertion (A):</b>  The reverse current in a <i>p</i>-<i>n</i> junction is nearly constant.
</p><p><b>Reason (R):</b>  The reverse breakdown voltage of a <i>p-n</i> diode depends on the extent of doping. 
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,B,
"<p>An n type semiconductor is illuminated by a steady flux of photons with energy greater than the band gap energy. The change in conductivity Δσ obeys which relation? <br/> [ Here, <i>e</i> is the electron charge, μ<sub><i>n</i></sub> electron mobility, μ<sub><i>p</i></sub> hole mobility, Δ<sub><i>n</i></sub> (Δ<sub><i>p</i></sub>) is the excess electron (hole) density ].</p>",Δσ = 0,Δσ = <i>e</i>(σ<sub><i>n</i></sub> + σ<sub><i>p</i></sub>) Δ<sub><i>n</i></sub>,Δσ = <i>e</i>(μ<sub><i>n</i></sub>Δ<sub><i>n</i></sub> - μ<sub><i>p</i></sub>Δ<sub><i>p</i></sub>),Δσ = <i>e</i> μ<sub><i>n</i></sub>Δ<sub><i>n</i></sub>,,B,
<p>Resistivity of metals is expressed in terms of</p>,μ ohm,μ ohm/cm,μ ohm-cm,μ ohm-cm/°C,,C,
"<p>Figure shows characteristics curves for bipolar transistor. These curves are <br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/43-161-1.png""/></p>",output characteristics of <i>n</i>-<i>p</i>-<i>n</i> transistor (common base),output characteristics of <i>p</i>-<i>n</i>-<i>p</i> transistor (common base),output characteristics of <i>n</i>-<i>p</i>-<i>n</i> transistor (common emitter),output characteristics of <i>p</i>-<i>n</i>-<i>p</i> transistor (common emitter),,B,
<p>Zener diode is invariably used with</p>,forward bias,reverse bias,either (a) or (b),zero bias,,B,
<p>The relation between plate current and plate voltage of a vacuum diode is called</p>,Richardson Dushman equation,Langmuir Child law,Ohm's law,Boltzmann's law,,B,
"<p>Given that the band gap of cadmium sulphide is 2.5 eV, the maximum photon wavelength, for e<sup>-</sup>-hole pair generation will be</p>",5400 mm,540 mm,5400 Å,540 Å,,C,
<p>The maximum rectification efficiency in case of full wave rectifier is</p>,100%,81.2%,66.6%,40.6%,,B,
"<p>For a full wave bridge rectifier supplied with 50 Hz a.c., the lowest ripple frequency will be</p>",50 Hz,100 Hz,200 Hz,400 Hz,,B,
<p>When an electron rises through a potential of 100 V it will acquired an energy of</p>,100 eV,100 Joules,100 ergs,100 x 10<sup>-6</sup> Newtons,,A,
"<p>Which one of the following gain equations is correct for a MOSFET common-source amplifier?<br/>(<i>g</i><sub><i>m</i></sub> is mutual conductance, and R<sub>D</sub> is load resistance at the drain)</p>",A<sub>V</sub> = <i>g</i><sub><i>m</i></sub>/(1 - R<sub>D</sub>),A<sub>V</sub> = <i>g</i><sub><i>m</i></sub>/R<sub>D</sub>,A<sub>V</sub> = <i>g</i><sub><i>m</i></sub>/(1 + R<sub>D</sub>),A<sub>V</sub> = R<sub>D</sub>/<i>g</i><sub><i>m</i></sub>,,B,
"<p>If 1 kVA transformer is used for all of the following rectifiers, the d.c. power availability will be least in case of</p>",half wave rectifier,full wave rectifier,bridge rectifier,three phase full wave rectifier,,D,
<p>Which of the following is the ferric electric material?</p>,Rochelle salt,Barium titanate,Potassium dihydrogen phosphate,All of the above,,D,
<p>The amount of time between the creation and disappearance of a hole in an intrinsic semiconductor material is called</p>,life cycle,recombination time,life time,half life,,C,
"<p>In photo electric emission, the threshold frequency <i>f</i><sub>0</sub>, work function U<sub><i>w</i></sub>, and Planck's constant <i>h</i> are related as</p>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/38-65-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/38-65-2.png""/>",<i>f</i><sub>0</sub> = (U<sub><i>w</i></sub>)(<i>h</i>)<sup>2</sup>,<i>h</i> = (U<sub><i>w</i></sub>)(<i>f</i><sub>0</sub>),,A,
<p>In which <i>n</i> type device does <i>p</i> substrate extend upto silicon dioxide layer?</p>,JFET,Depletion type MOSFET,Enhancement type MOSFET,Both (b) and (c),,C,
"<p>In a N-type semi-conductor, the concentration of minority carriers is mainly depends on</p>",the number of acceptor atoms,the number of donor atoms,the extent of doping,the temperature of the material,,D,
<p>The band gap of Si at room temperature is</p>,1.3 eV,0.7 eV,1.1 eV,1.4 eV,,C,
<p>Spot the odd one out</p>,aluminium,silver,porcelain,copper,,C,
<p>Transition capacitance is associated with __________ and depletion capacitance is associated with __________ diodes.</p>,reverse bias and forward bias,forward bias and reverse bias,reverse bias and reverse bias,forward bias and forward bias,,C,
