question,A,B,C,D,E,answer,explanation
<p>A JFET operates in ohmic region when</p>,V<sub>GS</sub> = 0,V<sub>GS</sub> is less than pinch off voltage,V<sub>GS</sub> = is Positive,V<sub>GS</sub> = V<sub>DS</sub>,,B,
"<p>In CE connection, the leakage current of a transistor is about</p>",10 x 10<sup>-9</sup> A,5 x 10<sup>-6</sup> A,200 x 10<sup>-6</sup> A,5 x 10<sup>-3</sup> A,,C,
<p>The early effect in a BJT is caused by</p>,fast turn on,fast turn off,large collector base reverse bias,large emitter base forward bias,,C,
"<p>In a common emitter BJT amplifier, the maximum usable supply voltage is limited by</p>",avalanche Beakdown of Base-Emitter junction,collector emitter breakdown voltage with base open(βV<sub>CEO</sub>),collector emitter breakdown voltage with emitter open(βV<sub>CEO</sub>),zener break down voltage of the emitter base junction,,C,
"<p><p><b>Assertion (A):</b>  In active region of CE output characteristics of BJT, collector current is nearly constant.
</p><p><b>Reason (R):</b>  Base current in CE connection is very small.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>The temperature of cathode is increased from 2500K to 2600K. The increase in thermionic emission current is about</p>,0.1%,4%,50%,150%,,D,
"<p>Consider the following statement: At finite temperature, magnetic dipoles in a material are randomly oriented giving low magnetization. When magnetic field H is applied, the magnetization? <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Increases with H</li><li style=""padding-top:10px;"">Decreases with H</li><li style=""padding-top:10px;"">Decreases with temp for constant H</li></ol> Which of the statement given above is/are correct?</p>",1,2,"2, 3",1 and 3,,D,
<p>Ferrites have</p>,low copper loss,low eddy current loss,low resistivity,higher specific gravity compared to iron,,C,
"<p>E<sub><i>g</i></sub> is the band gap, A is pre-factor, <i>k</i> is Boltzmann constant? Which one of the following is the remaining grade of paper used in paper capacitor, besides the other two grade of paper-low and extra low loss?</p>",Strong dielectric,Regular,Rough,High loss,,B,
<p>Barkhausen criterion of oscillation is</p>,Aβ &gt; 1,Aβ = 1,Aβ = &lt; 1,Aβ ≤ 1,,B,
"<p>The current through a PN Junction diode with <i>v</i> volts applied to the P region to the N region, where (I<sub>0</sub> is the reverse saturation current to the diode, <i>m</i> the ideality factor, <i>k</i> the Boltzmann constant, T the absolute temperature and <i>q</i> the magnitude of charge on an electron) is</p>",I<sub>0</sub> (<i>e</i><sup>-<i>qv</i>/<i>mk</i>T</sup> - 1),I<sub>0</sub> <i>e</i><sup>-<i>qv</i>/<i>mk</i>T</sup>,I<sub>0</sub> (1 - <i>e</i><sup><i>qv</i>/<i>mk</i>T</sup>),I<sub>0</sub> (<i>e</i><sup><i>qv</i>/<i>mk</i>T</sup> - 1),,B,
<p>The ratio of diffusion constant for hole D<sub><i>P</i></sub> to the mobility for holes is proportional to</p>,T<sup>2</sup>,T,1/T,T<sup>3</sup>,,B,
<p>The carrier mobility in a semiconductor is 0.4 m<sup>2</sup>/Vs. Its diffusion constant at 300k will be (in m<sup>2</sup>/s).</p>,0.43,0.16,0.04,0.01,,B,
<p>During induction heating of metals which of the following is abnormally high?</p>,Frequency,Voltage,Current,Power factor,,A,
"<p><p><b>Assertion (A):</b>  Alkali metals are used as emitters in phototubes.
</p><p><b>Reason (R):</b>  Alkali metals have low work functions.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,
