question,A,B,C,D,E,answer,explanation
<p>One electron volt is equivalent to</p>,1.6 x 10<sup>-10</sup> joule,1.6 x 10<sup>-13</sup> joule,1.6 x 10<sup>-16</sup> joule,1.6 x 10<sup>-19</sup> joule,,D,
<p>Resistivity of electrical conductors is most affected by</p>,Pressure,temperature,composition,ageing,,B,
<p>Wiedemann-Franz law correlates</p>,electrical and thermal conductivities,electron arrangement in shells,temperature and photo electric emission,all of the above,,A,
<p>In bipolar transistors <i>dc</i> current gain is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/43-164-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/43-164-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/43-164-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/43-164-4.png""/>",,B,
<p>Holes and electrons move in opposite directions.</p>,True,False,,,,A,
<p>The energy of one quantum of light equal to <i>hf</i>.</p>,True,False,,,,A,
"<p>For most metals, Fermi level E<sub>F</sub> is less than</p>",0.1 eV,2 eV,5 eV,10 eV,,D,
<p>The spins in a ferrimagnetic material are</p>,all aligned parallel,partially aligned antiparallel without exactly cancelling out sublattice magnetisation,randomly oriented,all aligned antiparallel such that the sublattice cancels out exactly,,B,
<p>The permeability of soft iron can be increased by</p>,purifying it,reducing carbon percentage,alloying with cobalt,increasing percentage,,C,
<p>All of the following elements have three valence electrons EXCEPT</p>,boron,indium,gallium,arsenic,,D,
<p>What is the function of silicon dioxide layer in MOSFETS?</p>,To provide high input resistance,To increase current carriers,To provide high output resistance,Both (a) and (c),,A,
"<p>The modulation of effective base width by collector voltage is known as Early effect, hence reverse collector voltage</p>","increases both <span class=""symbol"">a</span> and β","decrease both <span class=""symbol"">a</span> and β","increase <span class=""symbol"">a</span> but decrease β","decrease <span class=""symbol"">a</span> but increase β",,C,
"<p><p><b>Assertion (A):</b>  In intrinsic semiconductors, the charge concentration increases with temperature.
</p><p><b>Reason (R):</b>  At higher temperatures, the forbidden energy gap in semiconductors is lower. 
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>Covalent bond energy in Germanium is approximately</p>,3.8 eV,4.7 eV,7.4 eV,12.5 eV,,C,
<p>Which is correct for a vacuum triode?</p>,μ = <i>r</i><sub><i>p</i></sub><i>g</i><sub><i>m</i></sub>,<i>r</i><sub><i>p</i></sub> = μ<i>g</i><sub><i>m</i></sub>,<i>g</i><sub><i>m</i></sub> = μ<i>r</i><sub><i>p</i></sub>,"<span class=""root""><i>r</i><sub><i>p</i></sub><i>g</i><sub><i>m</i></sub></span>",,B,
<p>A 2 bit binary multiplier can be implemented using</p>,2 I/P only,2 I/P XOR<i><sub>s</sub></i> and 4 I/P and gates only,two 2 I/P<sub><i>s</i></sub> NOR and one XNOR gate,XOR gates and shift Register,,B,
<p>Secondary emission results</p>,when temperature of metals is raised to a level above the crystallization temperature,when metals are subjected to strong magnetic fields,when light rays fall on the metal surface,when a high velocity beam of electrons strikes as metal surface,,B,
<p>Ohmic range of carbon composition resistors is</p>,10 to 100 ohms,10 to 10 K ohms,10 to 200 ohms,10 to 25 M ohms,,D,
<p>The depletion layer consists of immobile ions.</p>,True,False,,,,A,
<p>The output V-I characteristics of an Enhancement type MOSFET has</p>,only an ohmic region,only a saturation region,an ohmic region at low voltage value followed by a saturation region at higher voltages.,an ohmic region at large voltage values. Preceded by a saturation region at lower voltages.,,C,
<p>A sample of N-type semiconductor has electron density of 6.25 x 10<sup>18</sup>/cm<sup>3</sup> at 300k. If the intrinsic concentration of carriers in this sample is 2.5 x 10<sup>13</sup>/cm<sup>3</sup> at this temperature the hole density works out to be</p>,10<sup>6</sup>/cm<sup>3</sup>,10<sup>8</sup>/cm<sup>3</sup>,10<sup>10</sup>/cm<sup>3</sup>,10<sup>l2</sup>/cm<sup>3</sup>,,B,
