question,A,B,C,D,E,answer,explanation
<p>Voltage series feedback (Also called series-shunt feedback) results in</p>,increase in both I/P and O/P impedances,decrease in both I/P and O/P impedances,increase in I/P impedance and decrease in O/P impedance,decrease in I/P impedance and increase in O/P impedance,,C,
<p>How many free electrons does a <i>p</i> type semiconductor has?</p>,only those produced by thermal energy,only those produced by doping,those produced by doping as well as thermal energy,any of the above,,A,
<p>Which of the following has highest resistivity?</p>,Mica,Paraffin wax,Air,Mineral oil,,C,
"<p><p><b>Assertion (A):</b>  In <i>p</i>-<i>n</i>-<i>p</i> transistor collector current is termed negative.
</p><p><b>Reason (R):</b>  In <i>p</i>-<i>n</i>-<i>p</i> transistor holes are majority carriers.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>The sensitivity of human eyes is maximum at</p>,white portion of spectrum,green portion of spectrum,red portion of spectrum,violet portion of spectrum,,B,
"<p>In a bipolar transistor, the base collector junction has</p>",forward bias,reverse bias,zero bias,zero or forward bias,,B,
<p>An intrinsic silicon sample has 1 million free electrons at room temperature. As the temperature is increased</p>,the number of free electrons increases,the number of free electrons increases but the number of holes decreases,the number of free electrons and holes increase by the same amount,the number of free electrons and holes increase but not by the same amount,,C,
<p>What is the necessary a.c. input power from the transformer secondary used in a half wave rectifier to deliver 500 W of d.c. power to the load?</p>,1232 W,848 W,616 W,308 W,,A,
"<p>In a semi-conductor diode, the barrier offers opposition to</p>",holes in P-region only,free electrons in N-region only,majority carriers in both regions,majority as well as minority carriers in both regions,,C,
"<p>In a half wave rectifier, the load current flows</p>",only for the positive half cycle of the input signal,only for the negative half cycle of the input signal,for full cycle,for less than fourth cycle,,A,
"<p>For a NPN bipolar transistor, what is the main stream of current in the base region?</p>",Drift of holes,Diffusion of holes,Drift of electrons,Diffusion of electrons,,B,
"<p><p><b>Assertion (A):</b>  A VMOS can handle much larger current than other field effect transistors.
</p><p><b>Reason (R):</b>  In a VMOS the conducting channel is very narrow.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,C,
"<p>In monolithic ICs, all the components are fabricated by</p>",diffusion process,oxidation,evaporation,none,,A,
<p>Which one of the following is not a characteristic of a ferroelectric material?</p>,High dielectric constant,No hysteresis,Ferroelectric characteristic only above the curie point,Electric dipole moment,,C,
"<p>In case of photo conductor for germanium when forbidden energy gap is 0.72 eV, the critical wavelength for intrinsic excitation will be</p>",1.43 m,1.43 mm,1.73 mm,1.73 x 10<sup>12</sup> m,,C,
<p>In the sale of diamonds the unit of weight is carat. One carat is equal to</p>,100 mg,150 mg,200 mg,500 mg,,C,
"<p>R.M.S. value of the waveform shown will be<br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/68-694-1.png""/></p>",3.53 V,1 V,7.07 V,8.56 V,,C,
<p>The effect of current shunt feedback in an amplifier is to</p>,increase the I/P resistance and decrease the O/P resistance,increase both I/P and O/P resistance,decrease both I/P and O/P resistance,decrease the I/P resistance and increase O/P resistance,,D,
"<p><p><b>Assertion (A):</b>  A JFET can be used as a current source.
</p><p><b>Reason (R):</b>  In beyond pinch off region the current in JFET is nearly constant.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>Permalloy is</p>,a variety of stainless steel,a polymer,a conon-ferrous alloy used in aircraft industry,a nickel an iron alloy having high permeability,,D,
<p>Which of the following could be the maximum current rating of junction diode by 126?</p>,1 A,10 A,20 A,100 A,,A,
<p>Each cell of a static Random Access memory contains</p>,6 MOS transistor,"4 MOS transistor, 2 capacitor","2 MOS transistor, 4 capacitor",1 MOS transistor and 1 capacitor,,A,
<p>An electron in the conduction band</p>,has higher energy than the electron in the valence band,has lower energy than the electron in the valence band,loses its charge easily,jumps to the top of the crystal,,A,
<p>The magnetization 'm' of a superconductor in a field of H is</p>,extremely small,- H,- 1,Zero,,B,
<p>The number of free electrons in acceptor atom is</p>,1,2,3,4,,C,
<p>Maximum rectification efficiency for a half wave rectifier is</p>,100%,88%,50%,40.6%,,D,
"<p>For a semiconductor, the conductivity is a function of the products of the number of charge carriers and their mobilites. As result, if the temperature of a slab of intrinsic silicon increases, how does its conductivity vary?</p>",Decreases,Increases,Remains unaffected,Increases or decreases depending upon the rise in temperature,,B,
"<p>In a junction transistor, the collector cut-off current 'I<sub>CB0</sub>' reduces considerably by doping the</p>",emitter with high level of impurity,emitter with low level of impurity,collector with high level of impurity,collector with low level of impurity,,A,
<p>A Schottky diode clamp is used along with a switching BJT for</p>,reducing the power,reducing the switching time dissipation,increasing the value of β,reducing the base current,,B,
<p>The first dominant pole encountered in the frequency response of a compensated op-amp is approximately at</p>,5 Hz,10 kHz,1 MHz,100 MHz,,A,
"<p>For a UJT if<br/>R<sub>1</sub> = Resistor from emitter to the base 1<br/>R<sub>2</sub> = Resistor from emitter to the base 2 and R<sub>BB</sub> = R<sub>1</sub> + R<sub>2</sub>, then the intrinsic stand off ratio (η) is</p>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/60-506-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/60-506-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/60-506-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/60-506-4.png""/>",,D,
<p>The kinetic energy of free electrons in a metal is (where <i>k</i> is de-Broglie wave number of the electrons)</p>,"∝ <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/48-286-1.png""/>","∝ <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/48-286-2.png""/>",μ<sub><i>k</i></sub>,μ<sub><i>k</i></sub><sup>2</sup>,,B,
<p>Intrinsic concentration of charge carriers in a semiconductor varies as</p>,T,T<sup>2</sup>,T<sup>3</sup>,T<sup>-2</sup>,,C,
<p>The dynamic resistance of a forward biased <i>p</i>-<i>n</i> diode</p>,varies inversely with current,varies directly with current,is constant,is either constant or varies directly with current,,A,
<p>A thermistor is a</p>,thermocouple,thermometer,miniature resistance,heat sensitive explosive,,C,
<p>When diodes are connected in series to increase voltage rating the peak inverse voltage per junction</p>,should not exceed half the breakdown voltage,should not exceed the breakdown voltage,should not exceed one third the breakdown voltage,may be equal to or less than breakdown voltage,,C,
<p>Hall effect is observed in a specimen when it is carrying current and is placed in a magnetic field. The resultant electric field inside the specimen is</p>,normal to both current and magnetic field,in the direction of current,antiparallel to magnetic field,in arbitrary direction,,A,
"<p>In an ideal diode there is no breakdown, no __________ current, and no forward __________ drop.</p>","reverse, voltage","forward, current","forward, voltage","reverse, current",,A,
<p>Silicon is not suitable for fabrication of light emitting diodes because it is</p>,an indirect band gap semiconductor,direct band gap semiconductor,wideband gap semiconductor,narrowband gap semiconductor,,A,
<p>MOSFET can be used as a</p>,current controlled capacitor,voltage controlled capacitor,current controlled inductor,voltage controlled inductor,,B,
<p>Power diodes are generally</p>,silicon diodes,germanium diodes,either of the above,none of the above,,A,
<p>The inductance of a single layer solenoid of 10 turns is 5 μH. Which one of the following is the correct value of inductance when the number of turns is 20 and the length is doubled.</p>,10 μH,20 μH,40 μH,5 μH,,A,
<p>The depletion layer width of Junction</p>,decreases with light doping,is independent of applied voltage,is increased under reverse bias,increases with heavy doping,,C,
<p>Forbidden energy gap in germanium at 0 K is about</p>,10 eV,5 eV,2 eV,0.78 eV,,D,
<p>Light dependent resistors are</p>,highly doped semiconductor,intrinsic semiconductor,lightly doped semiconductor,either (a) or (c),,C,
<p>Fermi level is the amount of energy in which</p>,a hole can have at room temperature,an electron can have at room temperature,must be given to an electron move to conduction band,none of the above,,C,
<p>When avalanche breakdown occurs covalent bonds are not affected.</p>,True,False,,,,B,
"<p>In <i>p</i> channel JFET, V<sub>GS</sub> is positive.</p>",True,False,,,,A,
<p>Human body cannot sustain electric current beyond</p>,1 μA,10 μA,5 μA,35 μA,,D,
<p>To produce <i>p</i> type semiconductor we add</p>,acceptor atoms,donor atoms,pentavalent impurity,trivalent impurity,,D,
"<p>The term efficacy, is defined by</p>",same as efficiency,measure of the ability of a device to produce a desired effect,input/output,(efficiency)<sup>2</sup>,,B,
<p>The addition of <i>p</i> type impurity to intrinsic material creates allowable energy levels.</p>,slightly below conduction band,slightly above conduction band,slightly below valence band,slightly above valence band,,D,
<p>An ideal Op-amp is an ideal</p>,voltage controlled current source,voltage controlled voltage source,current controlled current source,current controlled voltage source,,B,
<p>Free electrons exist in</p>,first band,second band,third band,conduction band,,D,
<p>Resistivity of copper is nearly</p>,1.56 μ ohm-cm,3.95 μ ohm-cm,14.55 μ ohm-cm,22.05 μ ohm-cm,,A,
"<p>As compared to bipolar junction transistor, a FET</p>",is less noisy,has better thermal stability,has higher input resistance,all of the above,,D,
"<p>For a P-N diode, the number of minority carriers crossing the junction depends on</p>",forward bias voltage,potential barrier,rate of thermal generation of electron hole pairs,none of the above,,C,
<p>Ripple factor is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/68-703-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/68-703-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/68-703-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/68-703-4.png""/>",,A,
"<p>Figure represents a<br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/67-680-1.png""/></p>",LED,Varistor,SCR,Diac,,A,
