question,A,B,C,D,E,answer,explanation
"<p>In P-N junction, the region containing the uncompensated acceptor and donor ions is called</p>",transition zone,depletion region,neutral region,active region,,B,
<p>In a photodiode the current is due to</p>,majority carriers,minority carriers,both majority and minority carriers,either (a) or (b),,B,
"<p>Consider the following statements <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Acceptor level lies close the valence band.</li><li style=""padding-top:10px;"">Donor level lies close to the valence band.</li><li style=""padding-top:10px;""><i>n</i> type semiconductor behaves as an insulator at 0 K.</li><li style=""padding-top:10px;""><i>p</i> type semiconductor behaves as an insulator at 0 K.</li></ol> Of these statements:</p>",2 and 3 are correct,1 and 3 are correct,1 and 4 are correct,3 and 4 are correct,,C,
"<p>If the temperature of on extrinsic semiconductor is increased so that the intrinsic carrier concentration is doubled, then</p>",the majority carrier density doubles,the minority carrier density doubles,the minority carrier density becomes 4 times the original value,both majority and minority carrier densities double,,D,
"<p><p><b>Assertion (A):</b>  The conductivity of an <i>n</i> type semiconductor increases with increase in temperature and increase in density of donor atoms.
</p><p><b>Reason (R):</b>  Diffusion of carriers occurs in semiconductors.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>The conductivity of materials found in nature ranges from 10<sup>9</sup> ohm<sup>-1</sup>m<sup>-1</sup> to nearly 10<sup>18</sup> ohm<sup>-1</sup> m<sup>-1</sup> from this it can be concluded that the conductivity of silicon in ohm<sup>-1</sup> cm<sup>-1</sup> will be nearly</p>,0.5 x 10<sup>-15</sup>,0.5 x 10<sup>-21</sup>,0.5 x 10<sup>-12</sup>,0.5 x 10<sup>-3</sup>,,D,
"<p>At any point on the <i>v</i>-<i>i</i> characteristics of a semiconductor diode, the slope of <i>v</i>-<i>i</i> characteristics is called</p>",resistance of diode,conductance of diode,incremental resistance of diode,incremental conductance of diode,,D,
<p>The collector to emitter cutoff current (I<sub>CE0</sub>) of a transmitter is related to collector to base cut off current (I<sub>CB0</sub>) as</p>,I<sub>CE0</sub> = I<sub>CB0</sub>,I<sub>CE0</sub> = a I<sub>CB0</sub>,"I<sub>CE0</sub> = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/48-274-1.png""/>","I<sub>CE0</sub> = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/48-274-2.png""/>",,C,
<p>Which of the following statement about the photo electric emission is incorrect?</p>,The maximum velocity of emission varies with the frequency of incident light,The maximum velocity of emission varies with the intensity of light,The amount of photoelectric emission is directly proportional to the intensity of light,The quantum yield depends on the frequency and not the intensity of incident light,,B,
<p>In a semiconductor avalanche breakdown occurs when</p>,reverse bias exceeds the limiting value,forward bias exceeds the limiting value,forward current exceeds the limiting value,potential barrier is reduced to zero,,A,
