question,A,B,C,D,E,answer,explanation
<p>Which of these has 3 layers?</p>,PIN diode,Zener diode,Schottky diode,Photo diode,,A," <p><i>p</i> layer, <i>i</i> layer and <i>n</i> layer.</p> "
"<p>As per Einstein's equation, the velocity of emitted electron in photoelectric emission is given by the equation</p>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/1-div-1by2.gif""/><i>mv</i><sup>2</sup> = <i>hf</i> - U<sub><i>w</i></sub>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/1-div-1by2.gif""/><i>mv</i><sup>2</sup> ≤ <i>hf</i> - U<sub><i>w</i></sub>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/1-div-1by2.gif""/><i>mv</i><sup>2</sup> = <i>hf</i> + U<sub><i>w</i></sub>","<img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/1-div-1by2.gif""/><i>mv</i><sup>2</sup> ≤ <i>hf</i> + U<sub><i>w</i></sub>",,B," <p>Some electrons have less energy than Fermi level E and, therefore, more energy than U<sub><i>w</i></sub> to escape.
</p>
<p>Therefore, this equation has inequality sign.</p> "
"<p>For an P-channel enhancement type MOSFET determine the drain current if K = 0.278 x 10<sup>-3</sup>A/V<sup>2</sup>, V<sub>GS</sub> = -4V, V<sub>T</sub> = -2V, Voltage equivalent at 27°C = 26 mV.</p>",10 mA,1.11 mA,0.751 mA,46.98 mA,,B," <p>Drain current I<sub><i>d</i> </sub> = <i>k</i> (|V<sub><i>gs</i></sub>| - |V<sub>T</sub>|)<sup>2</sup>
</p>
<p>= 0.278 x 10<sup>-3</sup>(4 - 2)<sup>2</sup>
</p>
<p>= 1.11 mA.</p> "
"<p>The skin depth of copper is found to be 66 mm at 1 MHz at a certain temperature. At the same temperature and at 2 MHz, the skin depth would be approximately</p>",47 μm,33 μm,92 μm,1.22 μm,,A," <p>Skin depth = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/76-424-1.png""/></p> "
<p>When <i>p</i>-<i>n</i> junction is reverse biased the holes in <i>p</i> material move towards the junction and electrons in <i>n</i> material move away from the junction.</p>,True,False,,,,B, <p>Both holes and electrons move away from junction.</p> 
<p>A semiconductor diode is biased in forward direction and carrying current I. The current due to holes in <i>p</i> material is</p>,I,0,less than I,0.5,,C, <p>Small current due to minority carriers also. Therefore hole current is less than.</p> 
<p>Between which regions does BJT act like switch?</p>,Cut off and saturation,Cut off and forward active,Forward active and cut off,Saturation and active,,A, <p>In cut off mode a BJT is an open switch and in saturation mode it is a closed switch.</p> 
"<p><p><b>Assertion (A):</b>  When a photoconductive device is exposed to light, its bulk resistance increases.
</p><p><b>Reason (R):</b>  When exposed to light, electron hole pairs are generated in the photoconductive device.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,D, <p>A is wrong because exposure to light decreases bulk resistance.</p> 
"<p>Which of the following elements act as donor impurities? <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Gold</li><li style=""padding-top:10px;"">Phosphorus</li><li style=""padding-top:10px;"">Boron</li><li style=""padding-top:10px;"">Antimony</li><li style=""padding-top:10px;"">Arsenic</li><li style=""padding-top:10px;"">Indium</li></ol> Select the answer using the following codes :</p>","1, 2 and 3","1, 2, 4, and 6","3, 4, 5 and 6","2, 4 and 5",,D," <p>Only antimony, arsenic and phosphorous are pentavalent.</p> "
<p>Light dependent resistor is</p>,photo resistive device,photo voltaic device,photo emissive device,either (a) or (c),,A, <p>Resistance of LDR depends on light.</p> 
<p>The breakdown voltage in a zener diode</p>,is almost constant,is very small,may destroy the diode,decreases with increase in current,,A," <p>Therefore, it is used in voltage regulator circuits.</p> "
<p>A varactor diode is used for</p>,tuning,rectification,amplification,rectification and amplification,,A, <p>Its voltage dependent capacitance is used for tuning.</p> 
<p>One eV = 1.602 x 10<sup>-19</sup> joules.</p>,True,False,,,,A," <p>One electron has a charge 1.602 x 10-<sup>19</sup> C, when it falls through 1 V, energy is 1 eV = 1.602 x 10<sup>-19</sup> J.</p> "
"<p><p><b>Assertion (A):</b>  When V<sub>DS</sub> is more than rated value the drain current in a JFET is very high.
</p><p><b>Reason (R):</b>  When V<sub>DS</sub> is more than rated value, avalanche breakdown occurs.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>Avalanche breakdown causes high current.</p> 
"<p>If <i>i</i><sub><i>b</i></sub> is plate current, <i>e</i><sub><i>b</i></sub> is plate voltage and <i>e</i><sub><i>c</i></sub> is grid voltage the <i>v</i>-<i>i</i> curve of a vacuum triode is <br/><i>i</i><sub><i>b</i></sub> = 0.003 (<i>e</i><sub><i>b</i></sub> + <i>ke</i><sub><i>c</i></sub>)<sup><i>n</i></sup>. Typical values of <i>k</i> and <i>n</i> are</p>",0.5 and 1,- 2 and 1,30 and 1,30 and 1.5,,D, <p><i>k</i> has to be much higher than 1 so that grid is effective in controlling plate current <i>n</i> is not 1 because it is a nonlinear device.</p> 
<p>In which material do conduction and valence bands overlap</p>,insulators,conductors,both conductor and semiconductor,semiconductors,,B, <p>This is the reason for high conductivity of conductors.</p> 
"<p>For a photoconductor with equal electron and hole mobilities and perfect ohmic contacts at the ends, an increase in illumination results in</p>",a change in O.C. voltage,a change in S.C. current,a decrease in resistance,an increase in resistance,,C, <p>Increase in illumination reduces resistance of a photoconductor.</p> 
"<p>Discrete transistors T<sub>1</sub> and T<sub>2</sub> having maximum collector current rating of 0.75 amp are connected in parallel as shown in the figure, this combination is treated as a single transistor to carry a total current of 1 ampere, when biased with self bias circuit. When the circuit is switched on, T<sub>1</sub> draws 0.55 amps and T<sub>2</sub> draws 0.45 amps. If the supply is kept on continuously, ultimately it is very likely that<br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/51-328-1.png""/></p>","Both T<sub>1</sub>, and T<sub>2</sub> get damaged","Both T<sub>1</sub>, and T<sub>2</sub> will be safe.",T<sub>1</sub> Will get damaged and T<sub>2</sub> will be safe,"T<sub>2</sub> will get damaged and T<sub>1</sub>, will be safe.",,C," <p>T<sub>1</sub> draws 0.55 A and T<sub>2</sub> draws 0.45 A, T<sub>1</sub> will get more heated and correct increase. Ultimately, I<sub>1</sub> = 1A and I<sub>2</sub> = 0.</p> "
<p>The number of <i>p</i>-<i>n</i> junctions in a semiconductor diode are</p>,0,1,2,1 or 2,,B," <p>Semiconductor diode has one <i>p</i>-<i>n</i> junction, BJT has two and SCR has three <i>p</i>-<i>n</i> junctions.</p> "
"<p><p><b>Assertion (A):</b>  A high junction temperature may destroy a diode.
</p><p><b>Reason (R):</b>  As temperature increases the reverse saturation current increases. 
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>Both A and R are correct. The diode is destroyed due to high reverse current.</p> 
"<p>When a diode is not conducting, its bias is</p>",forward,zero,reverse,zero or reverse,,D, <p>Diode conducts only when forward biased. There is no conduction when bias is zero or reverse.</p> 
<p>The SCR would be turned OFF by voltage reversal of applied anode-cathode ac supply of frequency of</p>,30 kHz,15 kHz,5 kHz,20 kHz,,C," <p>For inverter grade SCR, typical turn off time (t<sub>off</sub>) is 5 to 50 μsec while 50 to 100 μsec for converter grade SCR. 
</p>
<p>Hence supply frequency of 5 kHz will turn off the SCR by voltage reversal <br/>because <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/75-354-1.png""/> = 200 μsec.</p> "
<p>The number of valence electrons in a donor atom is</p>,2,3,4,5,,D," <p>Therefore, it can donate one electron.</p> "
<p>An electron rises through a voltage of 100 V. The energy acquired by it will be</p>,100 eV,100 joules,(100)<sup>1.2</sup> eV,(100)<sup>1.2</sup> joules,,A," <p>When an electron rises through 1 V, energy = 1 eV.</p> "
<p>Measurement of hall coefficient enables the determination of</p>,mobility of charge carriers,type of conductivity and concentration of charge carriers,temperature coefficient and concentration of charge carriers,fermi level and forbidden energy gap,,B, <p>Hall effect can be used to find type and concentration of charge carriers.</p> 
<p>A Varactor diode has</p>,a fixed capacitance,a fixed inductance,a voltage variable capacitance,a current variable inductance,,C," <p>The applied bias governs the width of depletion layer. Therefore, capacitance varies with bias.</p> "
<p>The most important set of specifications of transformer oil includes</p>,dielectric strength and viscosity,dielectric strength and flash point,flash point and viscosity,"dielectric strength, flash point and viscosity",,D, <p>Oil used in transformer work as cooling as well as dielectric strength.</p> 
"<p><p><b>Assertion (A):</b>  In Hall effect the O.C. transverse voltage developed by a current carrying semiconductor with a steady magnetic field perpendicular to the current direction has opposite signs for <i>n</i> and <i>p</i> semiconductors.
</p><p><b>Reason (R):</b>  The magnetic field pushes both holes and electrons in the same direction.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>Holes and electrons move in opposite directions. Therefore R is wrong.</p> 
<p>A voltage of 9 V is applied in forward direction to a semiconductor diode in series with a load resistance of 1000 Ω. The voltage across the load resistance is zero. It indicates that</p>,diode is short circuited,diode is open circuited,resistor is open circuited,diode is either o.c or s.c,,B," <p>Since there is no voltage across load resistor, the current is zero and diode is open-circuit. If diode is short- circuited or resistor is open-circuited almost 9 V will appear across resistor.</p> "
"<p>If the drift velocity of holes under a field gradient of 100 V/m in 5 m/s, their mobility (in SI units) is</p>",0.05,0.5,50,500,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/75-300-1.png""/>.</p> "
<p>The derating factor for a BJT transistor is about</p>,0.5 mW/°C,2.5 mW/°C,10 mW/°C,25 mW/°C,,B, <p>For every 1°C rise in ambient temperature the power dissipation must be reduced by 2.5 mW so that transistor is safe.</p> 
<p>An intrinsic silicon sample has 2 million free electrons. The number of holes in the sample is</p>,2 million,almost zero,more than 2 million,less than 2 million,,A," <p>In intrinsic semiconductor, the number of free electrons is equal to number of holes.</p> "
