question,A,B,C,D,E,answer,explanation
<p>An incremental model of a solid state device is one which represents the</p>,ac property of the device at desired operating point,dc property of the device at all operating points,complete ac and dc behaviour at all operating points,ac property of the device at all operating points,,A, <p>Incremental model is used for ac response at one operating point.</p> 
"<p>What is the correct sequence of the following step in the fabrication of a monolithic, Bipolar junction transistor? <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Emitter diffusion</li><li style=""padding-top:10px;"">Base diffusion</li><li style=""padding-top:10px;"">Buried layer formation</li><li style=""padding-top:10px;"">E pi-layer formation</li></ol> Select the correct answer using the codes given below:</p>","3, 4, 1, 2","4, 3, 1, 2","3, 4, 2, 1","4, 3, 2, 1",,D, <p>It is always non-linear.</p> 
"<p>For an n-channel enhancement type MOSFET, if the source is connected at a higher potential than that of the bulk (V<sub>SB</sub> &gt; 0), the threshold voltage V<sub>T</sub> of the MOSFET will</p>",remain unchanged,decrease,change Polarity,increase,,A," <p>V<sub>T</sub> depends upon MOSFET construction, hence it will Independent from MOSFET parameters.</p> "
<p>Which of the following is used for generating time varying wave forms?</p>,MOSFET,PIN diode,Tunnel diode,UJT,,D, <p>Its output is used to trigger SCR.</p> 
"<p>Calculate the resistivity of <i>n</i>-type semiconductor from the following data, Density of holes = 5 x 10<sup>12</sup> cm<sup>-3</sup>. Density of electrons = 8 x 10<sup>13</sup> cm<sup>-3</sup>, mobility of conduction electron = 2.3 x 10<sup>4</sup> cm<sup>2</sup>/ V-sec and mobility of holes = 100 cm<sup>2</sup>/V-sec.</p>",0.43 Ω-m,0.34 Ω-m,0.42 Ω-m,0.24 Ω-m,,B," <p>Resistivity(<span class=""symbol"">r</span>) = <img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/75-359-1.png""/>.
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/1-sym-imp.gif""/> σ = <i>e</i>(<i>n</i><sub><i>e</i></sub><i>u</i><sub><i>e</i></sub> + <i>n</i><sub><i>n</i></sub><i>u</i><sub><i>n</i></sub>).</p> "
"<p>An one sided abrupt junction has 10<sup>21</sup>/m<sup>3</sup> of dopants on the lightly doped side, zero bias voltage and a built-in potential of 0.2 V. The depletion width of abrupt junction.(<i>q</i> = 1.6 x 10<sup>-19</sup> C, ε<sub><i>r</i></sub> =16, ε<sub>0</sub> = 8.87 x 10<sup>-12</sup> F/<i>m</i>) is</p>",0.036 nm,0.6 μm,3 mm,1.5 mm,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/76-366-1.png""/>.</p> "
<p><i>n</i>-type semiconductors</p>,are negatively charged,are produced when indium is added as impurity to germanium,are produced when phosphorus is added as impurity to silicon,none of the above,,C, <p><i>n</i> type semiconductor is produced when pentavalent impurity is added.</p> 
<p>In all metals</p>,conductivity decreases with increase in temperature,current flow by electrons as well as by holes,resistivity decreases with increase in temperature,the gap between valence and conduction bands is small,,A, <p>In all metals conductivity decreases (and resistance increases) with increase in temperature.</p> 
<p>The voltage across a zener diode</p>,is constant in forward direction,is constant in reverse direction,is constant in both forward and reverse directions,none of the above,,B, <p>Zener diode is always reverse biased.</p> 
"<p><p><b>Assertion (A):</b>  Two transistors one <i>n</i>-<i>p</i>-<i>n</i> and the other <i>p</i>-<i>n</i>-<i>p</i> are identical in all respects (doping, construction, shape, size). The <i>n</i>-<i>p</i>-<i>n</i> transistor will have better frequency response.
</p><p><b>Reason (R):</b>  The electron mobility is higher than hole mobility.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>Therefore mostly <i>npn</i> transistors are used.</p> 
