question,A,B,C,D,E,answer,explanation
"<p>The O/P char, of a FET is given in the figure. In which region is the device biased for small signal amplification?<br/><img src=""/_files/images/electronics-and-communication-engineering/electronic-devices-and-circuits/59-490-1.png""/></p>",<i>AB</i>,<i>BC</i>,<i>CD</i>,<i>BD</i>,,B,
<p>Photoelectric effect occurs only in semiconductors and not in metals.</p>,True,False,,,,B,
<p>Which of these has peak and valley points in <i>v</i>-<i>i</i> curve?</p>,Tunnel diode,Zener diode,PIN diode,Schottky diode,,A,
"<p>The scaling factor of an MOS device using constant voltage scaling model, the gate area of the device will be scaled as</p>","1/<span class=""symbol"">a</span>","1/<span class=""symbol"">a</span><sup>2</sup>","1/<span class=""symbol"">a</span><sup>3</sup>","1/<span class=""symbol"">a</span><sup>4</sup>",,D,
<p>A full wave bridge rectifier is supplied voltage at 50 Hz. The lowest ripple frequency will be</p>,400 Hz,200 Hz,100 Hz,50 Hz,,C,
<p>Electric breakdown strength of a material depends on its</p>,composition,moisture content,thickness,all of the above,,D,
<p>The atomic weight of an atom is determined by</p>,the number of protons,the number of neutrons,the number of protons and neutrons,the number of electrons and protons,,C,
<p>The minimum charge carried by an ion is</p>,zero,equal to the change of an electron,equal to the change of a pair of electrons,equal to the change of electrons left in the atom,,B,
"<p>In intrinsic semiconductor at 300 K, the magnitude of free electron concentration in silicon is about</p>",15 x 10<sup>4</sup> per cm<sup>3</sup>,5 x 10<sup>12</sup> per cm<sup>3</sup>,1.45 x 10<sup>10</sup> per cm<sup>3</sup>,1.45 x 10<sup>6</sup> per cm<sup>3</sup>,,C,
<p>E<sub>G</sub> for silicon is 1.12 eV and that for germanium is 0.72 eV. Therefore it can be concluded that</p>,more number of electron-hole pairs will be generated in silicon than in germanium at room temperature,less number of electron hole pairs will be generated in silicon than in germanium at room temperature,equal number of electron-hole pairs will be generated in both at lower temperatures,equal number of electron-hole pairs will be generated in both at higher temperatures,,B,
<p>A long specimen of P type semiconductor material</p>,is + vely charged,is electrically neutral,has an electric field directed along its length,acts as a dipole,,B,
"<p>For BJT, under saturation condition</p>",I<sub>C</sub> = βI<sub>B</sub>,I<sub>C</sub> &gt; bI<sub>B</sub>,I<sub>C</sub> is independent of all other parameters,I<sub>C</sub> &lt; βI<sub>B</sub>,,B,
<p>An inductor filter has a ripple that __________ with load resistance and consequently is used only with relatively __________ load currents.</p>,"decreases, low","decreases, high","increases, low","increases, high",,D,
<p>In a JFET</p>,the source gate junction is forward biased and gate drain junction is reverse biased,both the junctions are forward biased,both the junctions are reverse biased,the source gate junction is reverse biased and gate drain junction is forward biased,,C,
<p>Introducing a resistor in the emitter of a common amplifier stabilizes the d.c. operating point against variations in</p>,only the temperature,only β of the transistor,both temperature and β,none of these,,C,
<p>Consider the following statement S<sub>1</sub> and S<sub>2</sub>. <br/><br/>S<sub>1</sub>: The β of a bipolar transistor reduces if the base width is increased. <br/><br/>S<sub>2</sub>: the β of a bipolar transistor increases if the doping concentration in the base is increased. <br/><br/>Which one of the following is correct?</p>,"S<sub>1</sub> is False, S<sub>2</sub> is true",S<sub>1</sub> and S<sub>2</sub> both are true,S<sub>1</sub> and S<sub>2</sub> both are false,"S<sub>1</sub> is true, S<sub>2</sub> is false",,D,
"<p><p><b>Assertion (A):</b>  A BJT can be used as a switch.
</p><p><b>Reason (R):</b>  In forward active mode emitter base junction is forward biased and base collector junction is reverse biased.
</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>The concentration of minority carriers in an extrinsic semiconductor under equilibrium is</p>,directly proportional to the doping concentration,inversely proportional to doping concentration,directly proportional to intrinsic concentration,inversely proportional to the intrinsic concentration,,B,
<p>The mean life time of the minority carriers is in the range of a few</p>,seconds,milli seconds,micro seconds,nano seconds,,D,
"<p>Choose the correct match for input resistance of various amplifier configurations shown below configuration.<br/><table style=""font-size:12px;""><tbody><tr><td>CB : Common Base </td><td>LO : Low</td></tr><tr><td>CC : Common Collector  </td><td>MO : moderate</td></tr><tr><td>CE : Common Emitter</td><td>HI: High</td></tr></tbody></table></p>","CB-LO, CC-MO, CE-HI","CB-LO, CC-HI, CE-MO","CB-MO, CC-HI, CE-LO","CB-HI, CC-LO, CE-MO",,B,
<p>The resistivity of a semiconductor</p>,increases as the temperature increases,decreases as the temperature increases,remains constant even when temperature varies,none of the above,,B,
<p>The voltage at which Avalanche occurs is known as</p>,cut in voltage,barrier voltage,breakdown voltage,depletion voltage,,C,
