question,A,B,C,D,E,answer,explanation
<p>The number of protons in a silicon atom are</p>,4,8,12,14,,D,
<p>The fact that domains exhibits spontaneous magnetisation is</p>,first hypothesis is of Curie,second hypothesis is of Weiss,Curie-Weiss law,Boltzmann's statistics,,B,
"<p><p><b>Assertion (A):</b>  Hall effect is used to determine whether the semi- conductor is <i>p</i> or <i>n</i> type.</p><p><b>Reason (R):</b>  Under the influence of field, holes and electrons move in opposite direction.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>The most important set of specifications of transformer oil include</p>,dielectric strength and viscosity,dielectric strength and flash point,viscosity and flash point,flash point and viscosity,,A,
<p>Nickel is a non-magnetic material.</p>,True,False,,,,B, <p>Nickel is ferromagnetic material.</p> 
"<p>With increase in temperature, the electrical conductivity would</p>",increase in metals as well as in intrinsic semiconductor,increase in metals but decrease in intrinsic semiconductor,decrease in metals but increase in intrinsic semiconductor,decrease in metals as well as in intrinsic semiconductor,,C," <p>Increase in temperature causes resistivity of metals to increase and resistivity of intrinsic semiconductors to decrease. </p>
<p>Conductivity is reciprocal of resistivity.</p> "
<p>An electron for which <i>l</i> = 0 has zero orbital magnetic dipole moment.</p>,True,False,,,,A,
<p>The resistance of a metallic wire would</p>,increase as <i>f</i> increase,decrease as <i>f</i> increase,remains the same at all frequencies,increase with <i>f</i> up to a certain frequency and then decrease,,A, <p>As increases the resistance increases due to skin effect.</p> 
"<p>If a small amount of Cu is added to Ni conductor, then</p>",resistivity of Ni will decrease at all temperatures because Cu is a better conductor than Ni,residual resistivity of Ni at low temperature will increase as Cu atoms act as defect centres,resistivity of Ni will increase at all temperatures as Cu destroys the periodicity of Ni and acts as defects,resistivity of Ni remains the same,,C,
"<p>When a dielectric material is subjected to alternating field, the absorption of energy by the material from the field is given by the imaginary part of polarizability.</p>",True,False,,,,A,
"<p><p><b>Assertion (A):</b>  If an atom of polarizability a is placed in homogeneous field E, the energy stored is 0.5 <span class=""symbol"">a</span>E<sup>2</sup>.</p><p><b>Reason (R):</b>  Capacitance of an isolated conducting sphere R in vacuum is 4 <span class=""symbol"">p</span>∈<sub>0</sub> R farads.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A,
