question,A,B,C,D,E,answer,explanation
"<p>In crystalline solids, atoms are stacked in a regular manner.</p>",True,False,,,,A,
<p>The temperature below which certain materials are antiferromagnetic and above which they are paramagnetic is called</p>,Weiss temperature,Curie temperature,Neel temperature,None of the above,,C,
"<p>In metals, the average drift velocity of electron per unit field is called mobility.</p>",True,False,,,,A,
<p>Ferrites have</p>,a low copper loss,low eddy current loss,low resistivity,higher specific gravity compared to iron,,B, <p>Resistivity of ferrites is very high as compared to that of iron. Hence eddy curretns are much less.</p> 
"<p>In intrinsic semiconductors, the number of free electrons is equal to the number of mobile holes.</p>",True,False,,,,A,
"<p>When a material becomes a superconductor, its resistivity becomes</p>",very small,zero,about 10% of normal value,about 20% of normal value,,B, <p>A superconductor has zero resistance.</p> 
"<p>In a piezoelectric crystal, the application of mechanical force will cause</p>",plastic deformation of crystal,magnetic dipoles in the crystal,electrical polarization in the crystal,shift in Fermi level,,B, <p>Piezoelectric materials permit conversion of mechanical force into electrical energy.</p> 
"<p>Consider the following statement<br/>If an electric field is applied to an <i>n</i> type semiconductor bar, the electrons and holes move in opposite directions due to their opposite charges. The net currents is <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">both due to electrons and holes with electrons as majority carriers</li><li style=""padding-top:10px;"">sum of hole and electron currents</li><li style=""padding-top:10px;"">difference between electron and hole currents.</li></ol> Which of above statements are correct?</p>",1 only,1 and 2,2 only,3 only,,B," <p>The net current is sum of currents due to holes and electrons.</p>
<p>In <i>n</i> type materials, electrons are majority carriers.</p> "
<p>As the temperature of a pure silicon specimen is increased</p>,the number of free electrons increases,the number of holes decreases,the number of holes increases,the number of free electrons and holes increases,,D,
"<p><p><b>Assertion (A):</b>  In many materials, dielectric polarization causes mechanical distortion.</p><p><b>Reason (R):</b>  If dielectric polarization causes mechanical distortion then mechanical distortion must cause dielectric polarization.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,C,
<p>Semi conducting materials are all</p>,elements,compounds,elements or compounds,elements or mixtures,,C, <p>Many compounds also show semiconducting properties.</p> 
<p>Silicon and germanium atoms combine orderly into array of atoms located in repetitive geometric pattern. This pattern is called</p>,crystal,covalent bond,molecule,valence bond,,A,
<p>In a pure sample of silicon</p>,the number of holes and free electrons is always equal,the number of free electrons is more than the number of holes,the number of free electrons and holes is equal at low temperature,the number of free electrons is less than number of holes,,A,
<p>Orbital magnetic dipole moment is due to the motion of electron in its orbit around nucleus.</p>,True,False,,,,A,
"<p><p><b>Assertion (A):</b>  ∈<sub><i>r</i></sub> can be determined experimentally by measuring the capacitance of a parallel plate capacitor with and without the dielectric.</p><p><b>Reason (R):</b>  Capacitance of a parallel plate capacitor = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/299-1.png""/>.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A,
"<p>In a homogeneous magnetic field H of a solenoid, the core carries a magnetic dipole moment M per unit volume equal to</p>",μ<sub>0</sub> H,μ<sub><i>r</i></sub> H,(μ<sub><i>r</i></sub> - 1) H,μ<sub>o</sub>μ<sub><i>r</i></sub> H,,C,
<p>The field pattern of a solenoid is similar to that of bar magnet.</p>,True,False,,,,A,
"<p><p><b>Assertion (A):</b>  In a parallel plate capacitor having area of plate 1 m<sup>2</sup> and plate separation 1 m, the capacitance C and resistance R are given by C = ∈<sub>0</sub>∈<sup><i>'</i></sup><sub><i>r</i></sub> and R = <img src=""/_files/images/electronics-and-communication-engineering/materials-and-components/322-1.png""/> where ω is frequency, ∈<sub><i>r</i></sub><sup><i>'</i></sup> and ∈<sub><i>r</i></sub><sup><i>""</i></sup> are real and imaginary parts of dielectric constant.</p><p><b>Reason (R):</b>  The imaginary part of electric constant is responsible for dielectric losses.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p><p><b>Assertion (A):</b>  Silicon is the most favoured semiconductor material.</p><p><b>Reason (R):</b>  PIV for silicon diode is more than that for germanium diode.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,C, <p>Higher PIV for silicon is a definite advantage.</p> 
"<p><p><b>Assertion (A):</b>  When cathode temperature is increased from 2500 K to 2550 K, thermionic emission current may increase by about 50%.</p><p><b>Reason (R):</b>  Thermionic emission current ∝ T<sup>2</sup> <i>e</i><sup>-Ew/<i>k</i>T</sup>.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A,
"<p>In molecules of ionic crystals, orientation polarization is zero.</p>",True,False,,,,A,
<p><p><b>Assertion (A):</b>  CO<sub>2</sub> has no resultant dipole moment but CO has a dipole moment.</p><p><b>Reason (R):</b>  The structure of CO<sub>2</sub> is O = C = O.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true but R is not correct explanation of A,A is true but R is false,A is false but R is true,,A,
