question,A,B,C,D,E,answer,explanation
<p>As frequency increases</p>,both series and parallel <i>RL</i> impedance decrease,series <i>RL</i> impedance decreases and parallel <i>RL</i> impedance increases,series <i>RL</i> impedance increases and parallel <i>RL</i> impedance decreases,both series and parallel <i>RL</i> impedance increase,,D,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq12_1004_1.gif""/></p> <p>Calculate the voltage dropped across R<sub>1</sub> in the given circuit.</p></p>",14 V,26.8 V,28 V,0 V,,B,
"<p>What is the true power of a 24 Vac parallel <i>RL</i> circuit when <i>R</i> = 45 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> and <i>X<sub>L</sub></i> = 1100 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>?</p>",313.45 W,12.8 W,44.96 W,22.3 W,,B,
"<p>If <i>X<sub>L</sub></i>= 100 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> and <i>R</i> = 100 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>, then impedance will be</p>","141.4 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","14.14 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","100 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>","200 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>",,A,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq12_1001_1.gif""/></p><p>Which of the following statements is true if the inductor shorts out in the circuit in the given circuit?</p></p>",Each component drops 5 V.,"The impedance equals 0 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>.",The power factor equals 1.,The phase angle equals 90°.,,C,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq12_1004_1.gif""/></p> <p>Calculate the voltage dropped across L<sub>2</sub> in the given circuit.</p></p>",18 V,6 V,13.5 V,0 V,,B,
"<p>What is the magnitude of the phase angle of a 24 Vac parallel <i>RL</i> circuit when <i>R</i> = 45 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> and <i>X<sub>L</sub></i> = 1100 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>?</p>",0.001°,2.3°,87.6°,89.9°,,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq12_1001_1.gif""/></p><p>Which of the following statements is true if the frequency decreases in the circuit in the given circuit?</p></p>",The phase angle decreases.,<i>V<sub>R</sub></i> decreases.,<i>I</i><sub>T</sub> decreases.,<i>V</i><sub>S</sub> decreases.,,A,
"<p>What is the magnitude of the phase angle between the source voltage and current when a 100 mH inductor with an inductive reactance of 6 k<img alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> and a 1 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> resistor are in series with a source?</p>",0.1°,9.0°,61.0°,81.0°,,D,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq12_1004_1.gif""/></p> <p>Which of the following statements is true if R<sub>1</sub> opens in the circuit in the given circuit?</p></p>",<i>I</i><sub><i>L</i>2</sub> increases.,<i>Z</i><sub>T</sub> decreases.,<i>V</i><sub>S</sub> increases.,<i>V</i><sub><i>L</i>1</sub> equals 0 V.,,D,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq12_1001_1.gif""/></p><p>Which of the following statements is true if R = 100 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> and X<sub>L</sub> = 100 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> in the circuit in the given circuit?</p></p>",Each component drops 5 V.,"The impedance equals 200 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/>.",The power factor equals 1.,The phase angle equals 45°.,,D,
<p>Which of the following statements is true about a lag network?</p>,An increase in frequency causes an increase in phase lag.,An increase in frequency causes an increase in the magnitude of the output voltage.,A decrease in frequency causes an increase in phase lag.,A decrease in frequency causes a decrease in the magnitude of the output voltage.,,A,
