question,A,B,C,D,E,answer,explanation
<p>What theorem replaces a complex network with an equivalent circuit containing a source voltage and a series resistance?</p>,Multinetwork,Norton,Thevenin,Superposition,,C,
"<p>What is the power dissipated by R2, R4, and R6?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq5_1010_1.gif""/></p>","P2 = 417 mW, P4 = 193 mW, P6 = 166 mW","P2 = 407 mW, P4 = 183 mW, P6 = 156 mW","P2 = 397 mW, P4 = 173 mW, P6 = 146 mW","P2 = 387 mW, P4 = 163 mW, P6 = 136 mW",,A,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq6_1001_1.gif""/></p>
<p>If the load in the given circuit is 120 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> , what is the loaded output voltage?</p></p>",4.21 V,15.79 V,16 V,19.67 V,,B,
"<p>In a series–parallel circuit, individual component power dissipations are calculated using:</p>",individual component parameters,a percent of the voltage division ratio squared,total current squared multiplied by the resistor values,a percent of the total power depending on resistor ratios,,A,
<p>The current flowing through an unloaded voltage divider is called the:</p>,resistor current,load current,bleeder current,voltage current,,C,
"<p>When a Wheatstone bridge is in a balanced condition, the center voltmeter in the bridge will read:</p>",twice the source voltage,the same as the source voltage,zero volts,half the source voltage,,C,
"<p>When a load is connected to a voltage divider, the total resistance of the circuit will:</p>",decrease,double,increase,remain the same,,A,
"<p>With 21 V applied, if R<sub>1</sub> = 5 ohms, R<sub>2</sub> = 35 ohms, and R<sub>3</sub> = 14 ohms, what is the current of R<sub>2</sub> if R<sub>1</sub> is series connected with parallel circuit R<sub>2</sub> and R<sub>3</sub>?</p>",200 mA,800 mA,600 mA,400 mA,,D,
"<p>What is the total resistance of a circuit when R<sub>1</sub> (7 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>) is in series with a parallel combination of R<sub>2</sub> (20 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>), R<sub>3</sub> (36 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>), and R<sub>4</sub> (45 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>)?</p>","4 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","17 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","41 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","108 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq6_1001_1.gif""/></p>
<p>If the load in the given circuit is 80 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/basics/omega.gif""/> , what is the <b><i>bleeder current</i></b>?</p></p>","196 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/> A",1.96 mA,2 mA,2.16 mA,,B,
