question,A,B,C,D,E,answer,explanation
<p>Compression members always tend to buckle in the direction of the</p>,axis of load,perpendicular to the axis of load,minimum cross section,least radius of gyration,,D,
<p>The maximum tangential stress in a thick cylindrical shell is always __________ the internal pressure acting on the shell.</p>,equal to,less than,greater than,,,C,
<p>A thin spherical shell of diameter (<i>d</i>) and thickness (<i>t</i>) is subjected to an internal pressure (<i>p</i>). The stress in the shell material is</p>,<i>pd</i>/<i>t</i>,<i>pd</i>/2<i>t</i>,<i>pd</i>/4<i>t</i>,<i>pd</i>/8<i>t</i>,,C,
<p>Rivets are generally specified by</p>,thickness of plates to be joined,overall length,shank diameter,diameter of head,,C,
<p>Principle plane is a plane on which the shear stress is</p>,zero,minimum,maximum,,,A,
<p>The bending moment in the centre of a simply supported beam carrying a uniformly distributed load of <i>w</i> per unit length is</p>,zero,<i>wl</i><sup>2</sup>/2,<i>wl</i><sup>2</sup>/4,<i>wl</i><sup>2</sup>/8,,D,
"<p>When a thin cylindrical shell is subjected to an internal pressure, there will be</p>",a decrease in diameter and length of the shell,an increase in diameter and decrease in length of the shell,a decrease in diameter and increase in length of the shell,an increase in diameter and length of the shell,,D,
<p>A welded joint as compared to a riveted joint has __________ strength.</p>,same,less,more,,,C,
<p>The shear force at apoint on a beam is the algebraic __________ of all the forces on either side of the point.</p>,sum,difference,,,,A,
<p>The point of contraflexure occurs in</p>,cantilever beams,simply supported beams,overhanging beams,fixed beams,,C,
"<p>For a 25 mm hole drilled in plates, the diameter of rivet shank should be</p>",23mm,24.5mm,25mm,26mm,,A,
<p>A beam of uniform strength has</p>,same cross-section throughout the beam,same bending stress at every section,same bending moment at every section,same shear stress at every section,,B,
<p>The shear force of a simply supported beam carrying a central point load changes sign at its midpoint.</p>,Correct,Incorrect,,,,A,
"<p>In a simple bending theory, one of the assumption is that the material of the beam is isotropic. This assumption means that the</p>",normal stress remains constant in all directions,normal stress varies linearly in the material,elastic constants are same in all the directions,elastic constants varies linearly in the material,,C,
<p>The polar modulus for a solid shaft of diameter (<i>D</i>) is</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-283-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-277-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-277-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-277-4.png""/>",,B,
<p>The extremeties of any diameter on Mohr's circle represent</p>,principal stresses,normal stresses on planes at 45°,shear stresses on planes at 45°,normal and shear stresses on a plane,,B,
<p>The polar moment of inertia of a hollow shaft of outer diameter (<i>D</i>) and inner diameter (<i>d</i>) is</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-278-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-278-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-278-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-278-4.png""/>",,C,
<p>Two shafts '<i>A</i>' and '<i>B</i>' are made of same material. The shaft '<i>A</i>' is solid and has diameter <i>D</i>. The shaft '<i>B</i>' is hollow with outer diameter <i>D</i> and inner diameter <i>D</i>/2. The strength of hollow shaft in torsion is __________ as that of solid shaft.</p>,1/16,1/8,1/4,15/16,,D,
<p>The bending moment of a cantilever beam of length <i>l</i> and carrying a gradually varying load from zero at free end and <i>w</i> per unit length at the fixed end is __________ at the fixed end.</p>,<i>wl</i>/2,<i>wl</i>,<i>wl</i><sup>2</sup>/2,<i>wl</i><sup>2</sup>/6,,D,
"<p>In the below figure, the stress corresponding to point <i>D</i> is <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/125-449-1.png""/></p>",yield point stress,breaking stress,ultimate stress,elastic limit,,C,
<p>The Poisson's ratio for cast iron varies from</p>,0.33 to 0.37,0.21 to 0.26,0.31 to 0.34,0.32 to 0.42,,B,
<p>The Rankine's theory for active earth pressure is based on the assumption that</p>,the retained material is homogeneous and cohesionless,the frictional resistance between the retaining wall and the retained material is neglected,the failure of the retained material takes place along a plane called rupture plane,all of the above,,D,
"<p>The strain energy stored in a spring, when subjected to maximum load, without suffering permanent distortion, is known as</p>",impact energy,proof resilience,proof stress,modulus of resilience,,B,
<p>An overhanging beam must overhang on both sides.</p>,Correct,Incorrect,,,,B,
"<p>The resultant stress on an inclined plane which is inclined at an angle θ to the normal cross-section of a body which is subjected to a direct tensile stress (σ) in one plane, is</p>",σ sin θ,σ cos θ,σ sin 2θ,σ cos 2θ,,B,
<p>The ratio of change in volume to the original volume is called</p>,linear strain,lateral strain,volumetric strain,Poisson's ratio,,C,
"<p>In a beam where shear force changes sign, the bending moment will be</p>",zero,minimum,maximum,infinity,,C,
"<p>The maximum shear stress of a beam of triangular section occurs above the neutral axis,</p>",Correct,Incorrect,,,,A,
"<p>For the beam shown in the below figure, the shear force at <i>A</i> is equal to <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/98-177-1.png""/></p>",<i>wl</i>/6,<i>wl</i>/3,<i>wl</i>,2 <i>wl</i>/3,,B,
<p>The ductility of a material __________ with the increase in percentage reduction in area of a specimen under tensile test.</p>,increases,decreases,remains same,,,A,
<p>The rivets are made from ductile material.</p>,Yes,No,,,,A,
"<p>The rectangular beam '<i>A</i>' has length <i>l</i>, width <i>b</i> and depth <i>d</i>. Another beam '<i>B</i>' has the same length and width but depth is double that of '<i>A</i>'. The elastic strength of beam <i>B</i> will be __________ as compared to beam <i>A</i>.</p>",same,double,four times,six times,,C,
"<p>When a closely-coiled helical spring is subjected to an axial load, it is said to be under</p>",bending,shear,torsion,crushing,,C,
"<p>When a rectangular beam is loaded transversely, the zero stress is developed on the neutral axis.</p>",True,False,,,,A,
"<p>The given figure shows the Mohr's circle of stress for two unequal and like principal stresses (σ<i><sub>x</sub></i> and σ<i><sub>y</sub></i>) acting at a body across two mutually perpendicular planes. The normal stress on an oblique section making an angle θ with the minor principle plane is given by <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/92-102-1.png""/></p>",<i>OC</i>,<i>OP</i>,<i>OQ</i>,<i>PQ</i>,,C,
"<p>According to Euler's column theory, the crippling load for a column of length (<i>l</i>) with one end fixed and the other end free is __________ the crippling load for a similar column hinged at both the ends.</p>",equal to,less than,more than,,,B,
"<p>If percentage reduction in area of a certain specimen made of material '<i>A</i>' under tensile test is 60% and the percentage reduction in area of a specimen with same dimensions made of material '<i>B</i>' is 40%, then</p>",the material <i>A</i> is more ductile than material <i>B</i>,the material <i>B</i> is more ductile than material <i>A</i>,the ductility of material <i>A</i> and <i>B</i> is equal,the material <i>A</i> is brittle and material <i>B</i> is ductile,,A,
"<p>The shear force diagram for a simply supported beam carrying a uniformly distributed load of <i>w</i> per unit length, consists of</p>",one right angled triangle,two right angled triangles,one equilateral triangle,two equilateral triangles,,B,
<p>A body is subjected to two normal stresses 20 kN/m<sup>2</sup> (tensile) and 10 kN/m<sup>2</sup> (compressive) acting perpendicular to each other. The maximum shear stress is</p>,5 kN/m<sup>2</sup>,10 kN/m<sup>2</sup>,15 kN/m<sup>2</sup>,20 kN/m<sup>2</sup>,,C,
"<p>When a cantilever beam is loaded at its free end, the maximum compressive stress shall develop at</p>",bottom fibre,top fibre,neutral axis,centre of gravity,,A,
"<p>In a cantilever beam of length <i>l</i> subjected to a uniformly distributed load of <i>w</i> per unit length, the maximum deflection lies at the fixed end.</p>",Yes,No,,,,B,
<p>A lap joint is always in __________ shear.</p>,single,double,,,,A,
<p>The elongation of a conical bar under its own weight is __________ that of prismatic bar of the same length.</p>,equal to,half,one-third,two-third,,C,
"<p>When the shear force diagram is a parabolic curve between two points, it indicates that there is a</p>",point load at the two points,no loading between the two points,uniformly distributed load between the two points,uniformly varying load between the two points,,D,
<p>The efficiency of a riveted joint is the ratio of the strength of the joint to the strength of the solid plate.</p>,True,False,,,,A,
<p>The maximum deflection of a cantilever beam of length <i>l</i> with a uniformly distributed load of <i>w</i> per unit length is (where <i>W</i> = <i>wl</i>)</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-251-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-251-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-251-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-251-4.png""/>",,B,
<p>The slenderness ratio is the ratio of</p>,area of column to least radius of gyration,length of column to least radius of gyration,least radius of gyration to area of column,least radius of gyration to length of column,,B,
"<p>When two shafts of same length, one of which is hollow, transmit equal torques and have equal maximum stress, then they should have equal</p>",polar moment of inertia,polar modulus,diameter,angle of twist,,B,
