question,A,B,C,D,E,answer,explanation
<p>The maximum shear stress in a thin cylindrical shell subjected to internal pressure <i>p</i> is</p>,<i>pd</i>/<i>t</i>,<i>pd</i>/2<i>t</i>,pd<i></i>/4<i>t</i>,<i>pd</i>/8<i>t</i>,,D,
"<p>When a shaft, is subjected to torsion, the shear stress induced in the shaft varies from</p>",minimum at the centre to maximum at the circumference,maximum at the centre to minimum at the circumference,zero at the centre to maximum at the circumference,maximum at the centre to zero at the circumference,,C,
"<p>The maximum bending moment for a simply supported beam with a gradually varying load from zero at both ends and <i>w</i> per metre at the centre, lies at the centre of a beam.</p>",Agree,Disagree,,,,A,
<p>A body is subjected to a tensile stress of 1200 MPa on one plane and another tensile stress of 600 MPa on a plane at right angles to the former. It is also subjected to a shear stress of 400 MPa on the same planes. The maximum shear stress will be</p>,400 MPa,500 MPa,900 MPa,1400 MPa,,B,
"<p>A shaft of diameter <i>D</i> is subjected to a twisting moment (<i>T</i>) and a bending moment (<i>M</i>). If the maximum bending stress is equal to maximum shear stress developed, then <i>M</i> is equal to</p>",<i>T</i>/2,<i>T</i>,2<i>T</i>,4<i>T</i>,,A,
<p>The maximum deflection of a cantilever beam of length <i>l</i> with a point load <i>W</i> at the free end is</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-251-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-251-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-251-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-251-4.png""/>",,A,
<p>The maximum bending moment of a cantilever beam of length <i>l</i> and carrying a uniformly distributed load of <i>w</i> per unit length lies at the middle of its length.</p>,True,False,,,,B,
"<p>A circular shaft fixed at, <i>A</i> has diameter <i>D</i> for half of its length and diameter <i>D</i>/2 over the other half, as shown in the below figure. If the rotation of <i>B</i> relative to <i>A</i> is 0.1 radian, the rotation of <i>C</i> relative to <i>B</i> will be <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/110-293-1.png""/></p>",0.4 radian,0.8 radian,1.6 radian,3.2 radian,,C,
<p>Young's modulus may be defined as the ratio of</p>,linear stress to lateral strain,lateral strain to linear strain,linear stress to linear strain,shear stress to shear strain,,C,
"<p>In the below figure, __________ represents glass. <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/126-471-1.png""/></p>",curve <i>A</i>,curve <i>B</i>,curve <i>C</i>,curve <i>D</i>,,C,
<p>Which of the following statement is correct?</p>,The size of hole drilled in riveting plates is less than the actual size of rivet.,The centre to centre distance between two consecutive rivets in a row is called margin.,Rivets are generally specified by its shank diameter.,Tearing of plates can be avoided by taking the pitch of rivets equal to 1.5 times the diameter of rivet hole.,,C,
"<p>When a bar of length <i>l</i>, width <i>b</i> and thickness <i>t</i> is subjected to a push of <i>P</i>, its</p>","length, width and thickness increases","length, width and thickness decreases","length increases, width and thickness decreases","length decreases, width and tickness increases",,D,
"<p>If the magnitude of direct stress and bending stress is equal, then there will be zero stress at one of the extreme ends of a column.</p>",Agree,Disagree,,,,A,
"<p>When a thin cvlindrical shell is subjected to an internal pressure, the volumetric strain is (where ε<sub>1</sub> = Hoop strain, and ε<sub>2</sub> = Longitudinal strain)</p>",2ε<sub>1</sub> - ε<sub>2</sub>,2ε<sub>1</sub> + ε<sub>2</sub>,2ε<sub>2</sub> - ε<sub>1</sub>,2ε<sub>2</sub> + ε<sub>1</sub>,,B,
"<p>In a riveted joint, when the rivets in.the adjacent rows are staggered in such a way that every rivet is in the middle of the two rivets of the opposite row, the joint is said to be diamond riveted.</p>",Yes,No,,,,B,
<p>The factor of safety is always more than unity.</p>,Correct,Incorrect,,,,A,
<p>Mohr's circle is used to determine the stresses on an oblique section of a body subjected to</p>,direct tensile stress in one plane accompanied by a shear stress,direct tensile stress in two mutually perpendicular directions,direct tensile stress in two mutually perpendicular directions accompanied by a simple shear stress,all of the above,,D,
<p>The proof resilience is the maximum strain energy which can be stored in a body.</p>,Yes,No,,,,A,
<p>The maximum shear stress developed in a beam of rectangular section is __________ the average shear stress.</p>,equal to,4/3 times,1.5 times,twice,,C,
"<p>In the below figure, curve <i>C</i> represents soft brass. <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/126-471-1.png""/></p>",True,False,,,,B,
<p>A beam which is fixed at one end and free at the other is called</p>,simply supported beam,fixed beam,overhanging beam,cantilever beam,,D,
"<p>When a body is subjected to three mutually perpendicular stresses, of equal intensity, the ratio of direct stress to the corresponding volumetric strain is known as</p>",Young's modulus,modulus of rigidity,bulk modulus,Poisson's ratio,,C,
"<p>The bending moment at a section tends to bend or deflect the beam and the internal stresses resist its bending. The resistance offered by the internal stresses, to the bending, is called</p>",compressive stress,shear stress,bending stress,elastic modulus,,C,
"<p>The section modulus of a rectangular section about an axis through its C.G., is</p>",<i>b</i>/2,<i>d</i>/2,<i>bd</i><sup>2</sup>/2,<i>bd</i><sup>2</sup>/6,,D,
<p>The ratio of shear modulus to the modulus of elasticity for a Poisson's ratio of 0.4 will be</p>,5/7,7/5,5/14,14/5,,C,
<p>The maximum shear stress is equal to the radius of Mohr's circle.</p>,Correct,Incorrect,,,,A,
<p>A closely coiled helical spring is of mean diameter (<i>D</i>) and spring wire diameter (<i>d</i>). The spring index is the ratio of</p>,1/<i>d</i>,1/<i>D</i>,<i>D</i>/<i>d</i>,<i>d</i>/<i>D</i>,,C,
