question,A,B,C,D,E,answer,explanation
<p>Strain energy is the</p>,energy stored in a body when strained within elastic limits,energy stored in a body when strained upto the breaking of a specimen,maximum strain energy which can be stored in a body,proof resilience per unit volume of a material,,A,
<p>A vertical column has two moments of inertia (i.e. <i>I<sub>xx</sub></i> and <i>I<sub>yy</sub></i> ). The column will tend to buckle in the direction of the</p>,axis of load,perpendicular to the axis of load,maximum moment of inertia,minimum moment of inertia,,D,
<p>The neutral axis of the cross-section a beam is that axis at which the bending stress is</p>,zero,minimum,maximum,infinity,,A,
<p>Euler's formula holds good only for</p>,short columns,long columns,both short and long columns,weak columns,,B,
<p>The object of caulking in a riveted joint is to make the joint</p>,free from corrosion,stronger in tension,free from stresses,leak-proof,,D,
<p>A steel bar of 5 mm is heated from 15° C to 40° C and it is free to expand. The bar Will induce</p>,no stress,shear stress,tensile stress,compressive stress,,A,
<p>A body is subjected to a tensile stress of 1200 MPa on one plane and another tensile stress of 600 MPa on a plane at right angles to the former. It is also subjected to a shear stress of 400 MPa on the same planes. The maximum normal stress will be</p>,400 MPa,500 MPa,900 MPa,1400 MPa,,D,
<p>Two shafts '<i>A</i>' and '<i>B</i>' transmit the same power. The speed of shaft '<i>A</i>' is 250 r.p.m. and that of shaft '<i>B</i>' is 300 r.p.m. The shaft '<i>B</i>' has the greater diameter.</p>,True,False,,,,B,
"<p>A thick cylindrical shell having <i>r<sub>o</sub></i> and <i>r<sub>i</sub></i> as outer and inner radii, is subjected to an internal pressure (<i>p</i>). The maximum tangential stress at the inner surface of the shell is</p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/120-392-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/120-392-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/120-392-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/120-392-4.png""/>",,A,
"<p>The stress induced in a body, when suddenly loaded, is __________ the stress induced when the same load is applied gradually.</p>",equal to,one-half,twice,four times,,C,
"<p>For a beam, as shown in the below figure, the maximum deflection is <img src=""/_files/images/mechanical-engineering/strength-of-materials/105-245-1.png""/>. <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/105-244-1.png""/></p>",True,False,,,,B,
"<p>If the slenderness ratio for a column is 100, then it is said to be a __________ column.</p>",long,medium,short,,,A,
<p>A masonry dam may fail due to</p>,tension in the masonry of the dam and its base,overturning of the dam,crushing of masonry at the base of the dam,any one of the above,,D,
"<p>In order to prevent crushing of masonry at the base of the dam, the maximum stress should be __________ the permissible stress of the soil.</p>",equal to,less than,more than,,,B,
"<p>When a body is subjected to two equal and opposite pushes, as a result of which the body tends to reduce its length, the stress and strain induced is compressive.</p>",True,False,,,,A,
<p>The bending moment at a point on a beam is the algebraic __________ of all the moments on either side of the point.</p>,sum,difference,,,,A,
"<p>The maximum diameter of the hole that can be punched from a plate of maximum shear stress 1/4<sup>th</sup> of its maximum crushing stress of punch, is equal to (where <i>t</i> = Thickness of the plate)</p>",<i>t</i>,2<i>t</i>,4<i>t</i>,8<i>t</i>,,C,
<p>Two closely coiled helical springs '<i>A</i>' and '<i>B</i>' are equal in all respects but the number of turns of spring '<i>A</i>' is half that of spring '<i>B</i>' The ratio of deflections in spring '<i>A</i>' to spring '<i>B</i>' is</p>,1/8,1/4,1/2,2,,C,
<p>The deformation per unit length is called</p>,tensile stress,compressive stress,shear stress,strain,,D,
<p>A thin cylindrical shell of diameter (<i>d</i>) and thickness (<i>t</i>) is subjected to an internal pressure (<i>p</i>). The ratio of longitudinal strain to volumetric strain is</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/119-384-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/119-384-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/119-384-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/119-384-4.png""/>",,D,
"<p>In the torsion equation <img src=""/_files/images/mechanical-engineering/strength-of-materials/109-279-1.png""/> the term <i>J</i>/<i>R</i> is called</p>",shear modulus,section modulus,polar modulus,none of these,,C,
<p>Strain rosettes are used to</p>,measure shear strain,measure linear strain,measure volumetric strain,relieve strain,,B,
<p>The torque transmitted by a solid shaft of diameter (<i>D</i>) is (where τ = Maximum allowable shear stress)</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-280-1.png""/> x τ x <i>D</i><sup>3</sup>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-280-2.png""/> x τ x <i>D</i><sup>3</sup>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-280-3.png""/> x τ x <i>D</i><sup>3</sup>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/109-280-4.png""/> x τ x <i>D</i><sup>3</sup>",,B,
"<p>When a rectangular beam is loaded transversely, the maximum compressive stress is developed on the</p>",top layer,bottom layer,neutral axis,every cross-section,,B,
